Song,Artist,Endurance_Score,Predicted_Endurance_Score,Entry_Position,Peak_Position,Total_Weeks,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations,artist popularity,TopSongsArtist,TopSongsArtist10,TopSongsArtist100,Entry_Year,days_before_charting,Age_Percentage_15_30
Backfield In Motion,MEL &amp; TIM,0.595107584,0.66455283,48,10,14,0.685,0.721,2.0,-5.763,0.0426,0.703,0.0,0.278,0.951,122.56700000000001,154560.0,4.0,0,0,0,0,0,36.0,0,1,1,1969,0,23.5
Ain't Love A Bitch,ROD STEWART,0.63443557,0.690659632,73,22,12,0.614,0.6609999999999999,9.0,-9.663,0.0313,0.22,0.000227,0.0915,0.65,124.027,279707.0,4.0,0,0,0,1,15,77.0,3,10,19,1979,0,27.4
Whodunit,TAVARES,0.641094911,0.6700623960000001,71,22,15,0.757,0.701,3.0,-8.977,0.0477,0.603,0.0,0.259,0.8220000000000001,96.645,215893.0,4.0,0,0,0,1,2,57.77835159,0,1,8,1977,0,27.3
Who Wears These Shoes?,ELTON JOHN,0.57786101,0.5424375220000001,54,16,14,0.615,0.742,2.0,-10.29,0.0446,0.205,3.77e-05,0.513,0.938,168.62400000000002,243453.0,4.0,0,0,0,5,34,81.0,4,15,31,1984,0,26.6
We've Got To Get It On Again,THE ADDRISI BROTHERS,0.45678084,0.43032248,78,25,12,0.479,0.46299999999999997,8.0,-9.423,0.0396,0.0978,0.0,0.0831,0.6609999999999999,167.32,153507.0,4.0,0,0,0,0,0,7.0,0,0,3,1972,0,25.3
You're A Wonderful One,MARVIN GAYE,0.614343548,0.6907712359999999,81,15,10,0.642,0.457,10.0,-9.827,0.0348,0.8029999999999999,0.0,0.113,0.8140000000000001,84.366,164960.0,4.0,0,0,1,2,12,78.0,2,9,17,1964,23,21.2
California Soul,THE 5TH DIMENSION,0.623326741,0.598826446,72,25,9,0.595,0.541,0.0,-10.637,0.0248,0.226,0.0,0.327,0.701,99.15899999999999,191960.0,4.0,0,0,0,0,0,53.0,0,3,11,1968,0,23.1
Birdland,CHUBBY CHECKER,0.35596144,0.581300381,81,12,9,0.614,0.9,7.0,-5.356,0.0577,0.273,0.0,0.10400000000000001,0.93,85.625,138933.0,4.0,0,0,0,1,1,56.0,1,4,20,1963,0,20.8
I've Told Every Little Star,LINDA SCOTT,0.31541617,0.377122256,86,3,14,0.49,0.498,9.0,-11.307,0.0417,0.0245,0.00492,0.107,0.603,181.495,169227.0,4.0,0,0,0,0,0,0.0,0,1,2,1961,0,19.9
American Music,THE POINTER SISTERS,0.48942387,0.7449744709999999,73,16,14,0.669,0.873,10.0,-5.45,0.0486,0.157,0.0,0.054000000000000006,0.649,124.545,240000.0,4.0,0,0,0,0,0,67.0,0,0,6,1982,0,27.1
I'm A Woman,MARIA MULDAUR,0.488024213,0.664126466,88,12,14,0.408,0.731,7.0,-10.3,0.0448,0.439,1.14e-06,0.259,0.9359999999999999,178.132,248733.0,4.0,0,0,0,0,4,38.0,0,1,1,1974,0,26.2
Without You,JOHNNY TILLOTSON,0.557926563,0.609938792,116,7,14,0.539,0.5660000000000001,2.0,-5.665,0.0269,0.35600000000000004,0.8390000000000001,0.166,0.7190000000000001,99.334,128800.0,3.0,0,0,0,0,1,49.0,0,3,16,1961,0,19.9
Do That To Me One More Time,THE CAPTAIN AND TENNILLE,0.336965047,0.670010096,86,1,27,0.53,0.474,7.0,-11.715,0.027000000000000003,0.763,0.201,0.248,0.261,91.139,235185.0,4.0,0,0,0,0,0,42.0,1,1,4,1979,0,27.4
Piece Of My Heart,TARA KEMP,0.5465840270000001,0.6744073840000001,98,7,18,0.536,0.823,1.0,-10.696,0.0687,0.111,0.00043200000000000004,0.0543,0.9159999999999999,200.128,289740.0,4.0,0,0,0,0,0,20.0,0,2,1,1991,0,23.0
The Hair On My Chinny Chin Chin,SAM THE SHAM AND THE PHARAOHS,0.538246687,0.52418649,81,22,8,0.718,0.502,2.0,-12.220999999999998,0.0491,0.648,0.0,0.0262,0.737,123.36200000000001,156667.0,4.0,0,0,0,0,0,47.0,0,3,6,1966,0,22.1
Free To Decide / When You're Gone,CRANBERRIES,0.614056698,0.818686334,66,22,20,0.38799999999999996,0.778,9.0,-5.622000000000001,0.0317,0.00604,3.21e-06,0.0829,0.33899999999999997,117.65,266267.0,4.0,0,0,0,0,0,75.0,0,1,1,1996,0,21.2
Father,LL COOL J,0.609925917,0.770137293,23,18,16,0.757,0.525,7.0,-10.882,0.27699999999999997,0.0473,0.0805,0.14300000000000002,0.5670000000000001,98.80799999999999,284630.0,4.0,0,0,0,2,9,67.0,0,2,10,1998,18,20.9
Take It Easy,ANDY TAYLOR,0.314267978,0.7020892259999999,85,24,17,0.8640000000000001,0.40399999999999997,1.0,-7.392,0.24,0.161,0.0,0.207,0.511,81.994,207726.0,4.0,0,0,0,2,2,57.77835159,0,0,2,1986,0,25.5
Who Found Who,JELLYBEAN featuring ELISA FIORILLO,0.6100501970000001,0.679110239,73,16,15,0.741,0.706,11.0,-10.748,0.0326,0.0884,0.28300000000000003,0.18100000000000002,0.9420000000000001,118.073,289600.0,4.0,0,0,0,0,0,25.0,0,0,1,1987,0,25.0
Hound Dog Man,FABIAN,0.248328995,0.559201037,113,9,16,0.6709999999999999,0.695,2.0,-10.802,0.0596,0.685,0.0,0.0798,0.718,106.65899999999999,133173.0,4.0,0,0,0,0,0,23.0,0,2,5,1959,0,19.6
Never On Sunday,DON COSTA ORCHESTRA,0.48796279,0.46178284799999997,75,19,15,0.54,0.424,7.0,-13.999,0.0304,0.688,0.877,0.0606,0.845,131.157,175160.0,4.0,0,1,0,0,4,15.0,0,0,1,1960,0,19.6
Twelve Thirty (Young Girls Are Coming To The Canyon),THE MAMAS AND THE PAPAS,0.560968812,0.624423737,72,20,6,0.5579999999999999,0.574,1.0,-8.892999999999999,0.0297,0.342,0.0,0.188,0.529,113.53299999999999,206533.0,4.0,0,0,0,0,0,67.0,0,2,7,1967,0,22.5
Your Good Thing,LOU RAWLS,0.5085215439999999,0.653626835,87,18,14,0.535,0.332,3.0,-11.823,0.0403,0.792,1.2e-05,0.0741,0.526,96.104,173933.0,3.0,0,0,0,3,13,53.0,0,1,10,1969,0,23.5
When The Lovelight Stars Shining Through His Eyes,SUPREMES,0.256064242,0.6642951770000001,128,23,12,0.46299999999999997,0.644,3.0,-6.688,0.0432,0.292,0.0,0.134,0.9209999999999999,96.15100000000001,170800.0,4.0,0,0,0,0,2,70.0,2,4,5,1963,0,20.8
Round Every Corner,PETULA CLARK,0.559968151,0.606182762,85,21,8,0.355,0.688,11.0,-7.903,0.0429,0.41700000000000004,0.0,0.8059999999999999,0.7170000000000001,133.158,156360.0,4.0,0,0,0,2,9,53.0,0,4,11,1965,70,21.7
Happy Music,BLACKBYRDS,0.622570589,0.638947378,97,19,13,0.7979999999999999,0.755,9.0,-7.327999999999999,0.043,0.0059299999999999995,8.63e-05,0.115,0.424,115.33,296213.0,4.0,0,0,0,0,1,36.0,0,1,3,1976,66,26.9
Little Bitty Girl,BOBBY RYDELL,0.638904158,0.549283974,86,19,15,0.596,0.627,1.0,-6.117000000000001,0.0395,0.614,0.0,0.14,0.838,121.156,145360.0,4.0,0,0,0,0,0,44.0,0,5,15,1960,0,19.6
I Adore Him,THE ANGELS,0.500166776,0.5340742620000001,103,25,8,0.531,0.7859999999999999,2.0,-7.216,0.0838,0.508,0.0116,0.154,0.873,127.87299999999999,167507.0,4.0,0,0,0,0,0,52.0,1,0,6,1963,0,20.8
American Storm,BOB SEGER,0.634213838,0.768157822,56,13,14,0.51,0.946,4.0,-4.788,0.0479,0.0763,0.0,0.14300000000000002,0.79,150.952,243264.0,4.0,0,0,0,0,6,71.0,1,3,11,1986,0,25.5
Stop & Smell The Roses,MAC DAVIS,0.60579064,0.649724496,83,9,14,0.40700000000000003,0.6709999999999999,2.0,-8.312999999999999,0.0345,0.13,0.574,0.34,0.9009999999999999,168.61700000000002,175067.0,4.0,0,0,0,0,3,43.0,1,1,9,1974,0,26.2
Please Don't Leave,LAUREN WOOD,0.446682989,0.681232066,80,24,15,0.775,0.447,2.0,-13.512,0.0445,0.201,0.000106,0.0493,0.8390000000000001,124.211,238667.0,4.0,0,0,0,0,0,43.0,0,0,1,1979,0,27.4
Mickey's Monkey,THE MIRACLES,0.643729856,0.657757668,88,8,12,0.6940000000000001,0.873,2.0,-7.013,0.0921,0.14400000000000002,0.0688,0.273,0.7290000000000001,93.21600000000001,194440.0,4.0,0,0,0,0,0,51.0,0,1,8,1963,0,20.8
Kisses On The Wind,NENEH CHERRY,0.59427563,0.736563034,79,8,14,0.759,0.687,1.0,-10.833,0.0893,0.0733,1.86e-06,0.0929,0.7829999999999999,117.959,237373.0,4.0,0,0,0,0,1,60.0,0,2,1,1989,0,23.9
Hawaiian Wedding Songs,ANDY WILLIAMS,0.648994238,0.721596975,72,11,20,0.311,0.19699999999999998,10.0,-13.837,0.0303,0.82,5.3500000000000006e-05,0.428,0.204,65.72800000000001,148307.0,4.0,0,0,0,1,4,68.0,0,3,16,1958,0,19.7
Sailor (Your Home Is The Sea),LOLITA,0.546317365,0.666071175,110,5,19,0.45299999999999996,0.297,7.0,-10.041,0.0325,0.826,3.98e-05,0.35,0.38799999999999996,102.537,170200.0,4.0,0,0,0,0,0,30.0,0,2,0,1960,0,19.6
Wiggle It,TWO IN A ROOM,0.6362176860000001,0.714772414,95,15,22,0.789,0.835,2.0,-13.952,0.0505,0.0745,4.41e-06,0.039,0.836,122.816,244133.0,4.0,0,0,0,0,0,32.0,0,0,1,1990,0,23.5
I Wonder What She's Doing Tonight,BARRY AND THE TAMARLANES,0.51151751,0.558522903,120,21,12,0.61,0.574,1.0,-7.747999999999999,0.0258,0.248,0.0,0.10099999999999999,0.8759999999999999,107.662,111720.0,4.0,0,0,0,0,0,57.77835159,0,0,1,1963,0,20.8
Ding Dong The Witch Is Dead,THE FIFTH ESTATE,0.589323291,0.571884414,115,11,11,0.615,0.7929999999999999,7.0,-4.934,0.0326,0.595,0.0,0.135,0.9570000000000001,114.586,125318.0,4.0,0,0,0,0,0,10.0,0,0,1,1967,0,22.5
I Feel So Bad,ELVIS PRESLEY,0.641788974,0.736061775,43,5,9,0.502,0.68,5.0,-11.368,0.0406,0.75,0.0483,0.23199999999999998,0.937,91.81299999999999,174160.0,4.0,0,0,1,3,14,82.0,2,13,48,1961,0,19.9
Thinkin' Back,COLOR ME BADD,0.639585548,0.756634595,74,16,20,0.5870000000000001,0.326,6.0,-11.204,0.0242,0.20800000000000002,1.01e-05,0.133,0.271,90.81299999999999,322533.0,4.0,0,0,0,0,2,55.0,2,1,6,1992,0,22.6
Butterfly Kisses,RAYBON BROS,0.479890489,0.563971308,62,22,17,0.5379999999999999,0.363,10.0,-9.558,0.0249,0.529,0.0,0.0858,0.127,85.791,284920.0,4.0,0,0,0,0,0,3.0,0,0,1,1997,0,21.0
Popsicle,JAN AND DEAN,0.648607185,0.576506078,119,21,10,0.593,0.8009999999999999,0.0,-11.158,0.0376,0.5489999999999999,0.133,0.0861,0.966,133.974,155733.0,4.0,0,0,0,0,0,45.0,1,2,8,1966,0,22.1
Sweet Blindness,THE 5TH DIMENSION,0.638390493,0.694112148,107,13,11,0.41100000000000003,0.57,5.0,-8.731,0.0532,0.622,0.0,0.149,0.826,162.954,202293.0,4.0,0,0,0,0,0,53.0,0,3,11,1968,0,23.1
Don't Tell Me Lies,BREATHE,0.64089105,0.6938030340000001,96,10,16,0.341,0.73,11.0,-13.220999999999998,0.0467,0.0256,2.49e-06,0.0783,0.752,130.076,222440.0,4.0,0,0,0,0,0,41.0,0,3,2,1989,0,23.9
"The Crying Game (From ""The Crying Game"")",BOY GEORGE,0.327566645,0.757607445,70,15,17,0.584,0.6679999999999999,4.0,-8.829,0.0289,0.0737,0.0134,0.162,0.544,100.036,202460.0,4.0,0,0,0,1,4,45.0,0,0,3,1993,0,22.2
Small Sad Sam,PHIL McLEAN,0.23068827100000003,0.291657767,86,21,10,0.677,0.518,10.0,-10.097999999999999,0.16399999999999998,0.856,1.18e-06,0.35200000000000004,0.574,81.123,141693.0,4.0,0,0,0,0,0,0.0,0,0,1,1961,0,19.9
Reflections Of My Life,MARMALADE,0.44981777700000003,0.6767901709999999,101,10,16,0.479,0.723,7.0,-10.132,0.0724,0.7440000000000001,1.62e-06,0.938,0.59,98.999,268627.0,4.0,0,0,0,0,0,57.77835159,0,1,1,1970,0,24.0
Night,JACKIE WILSON,0.6212718979999999,0.708569564,90,4,17,0.284,0.498,0.0,-5.534,0.0296,0.9179999999999999,0.0009699999999999999,0.361,0.327,99.075,169653.0,4.0,0,0,0,0,2,64.0,0,4,28,1960,0,19.6
And Get Away,THE ESQUIRES,0.298097603,0.47943973799999995,71,22,8,0.657,0.47,7.0,-12.663,0.0342,0.7929999999999999,0.0,0.0795,0.9059999999999999,125.08,165427.0,4.0,0,0,0,0,0,22.0,0,0,2,1967,86,22.5
Ain't It Funky Now,JAMES BROWN,0.643225006,0.668047162,71,24,11,0.78,0.5660000000000001,4.0,-7.648,0.0445,0.6779999999999999,0.000499,0.121,0.65,113.89200000000001,533040.0,4.0,0,0,1,0,4,59.0,0,3,47,1969,0,23.5
There's No Other (Like My Baby),THE CRYSTALS,0.6458238470000001,0.61397257,101,20,12,0.396,0.365,2.0,-7.985,0.0271,0.44299999999999995,0.0,0.48700000000000004,0.442,91.09899999999999,149722.0,3.0,0,0,0,0,0,55.0,0,2,2,1961,0,19.9
Laugh At Me,SONNY,0.634844422,0.703325353,107,10,11,0.524,0.772,7.0,-8.382,0.0332,0.239,0.0,0.615,0.7290000000000001,108.098,175400.0,4.0,0,0,0,0,3,57.0,0,1,1,1965,0,21.7
Old-Fashion Love,COMMODORES,0.642926491,0.7166394859999999,89,20,16,0.7829999999999999,0.731,0.0,-7.21,0.0366,0.177,0.000105,0.0378,0.95,107.596,297627.0,4.0,0,0,0,1,9,69.0,1,4,9,1980,0,27.4
Mission Bell,DONNIE BROOKS,0.446790105,0.534427937,84,7,20,0.5720000000000001,0.418,2.0,-12.757,0.0528,0.8440000000000001,0.28300000000000003,0.222,0.5920000000000001,81.48100000000001,143960.0,4.0,0,0,0,0,0,12.0,0,1,1,1960,0,19.6
Pepe,DUANE EDDY,0.518765146,0.524880142,95,18,12,0.655,0.677,2.0,-12.470999999999998,0.0279,0.565,0.37200000000000005,0.0682,0.975,98.104,128693.0,4.0,0,0,0,1,2,47.0,0,2,14,1960,0,19.6
Mockingbird,INEZ FOXX with CHARLIE FOXX,0.6364845,0.575302374,122,7,20,0.867,0.467,6.0,-7.627000000000001,0.0382,0.133,0.0,0.107,0.799,118.075,158040.0,4.0,1,0,0,0,0,15.0,0,1,0,1963,0,20.8
Nut Rocker,B. BUMBLE AND THE STINGERS,0.633685704,0.46837332,106,23,12,0.593,0.867,7.0,-8.257,0.0415,0.45,0.965,0.447,0.6659999999999999,98.475,122133.0,4.0,0,0,0,0,0,21.0,0,0,3,1962,0,20.2
Petite Fleur,CHRIS BARBER'S JAZZ BAND,0.282254626,0.5822990020000001,90,5,15,0.7,0.122,8.0,-16.596,0.0381,0.915,0.78,0.133,0.521,112.29,164360.0,4.0,0,0,0,0,0,33.0,0,1,0,1959,0,19.6
Over The Rainbow,DEMENSIONS,0.42511997100000004,0.458626229,104,16,16,0.27,0.495,5.0,-6.485,0.0277,0.7879999999999999,0.0,0.0754,0.223,152.67700000000002,197107.0,3.0,0,0,0,0,0,8.0,0,0,1,1960,0,19.6
Indian Giver,1910 FRUITGUM CO.,0.5448964079999999,0.65855636,85,5,13,0.7340000000000001,0.638,2.0,-8.758,0.0489,0.532,0.004229999999999999,0.11800000000000001,0.5589999999999999,128.05,161893.0,4.0,0,0,0,0,0,31.0,0,2,3,1969,0,23.5
C-I-T-Y,JOHN CAFFERTY &amp; THE BEAVER BROWN BAND,0.544003039,0.6526925920000001,65,18,15,0.517,0.821,5.0,-10.061,0.0437,0.196,0.0,0.10099999999999999,0.925,178.90599999999998,215627.0,4.0,0,0,0,0,0,44.0,0,1,5,1985,0,26.0
The Immigrant,NEIL SEDAKA,0.646934105,0.6039276179999999,83,22,10,0.45899999999999996,0.627,5.0,-7.98,0.0304,0.332,2.07e-06,0.33899999999999997,0.68,120.63,226640.0,4.0,0,0,0,0,5,57.77835159,2,4,15,1975,0,26.7
Bulldog,FIREBALLS,0.634128515,0.532148689,111,24,14,0.514,0.88,9.0,-11.311,0.0395,0.138,0.779,0.175,0.883,158.893,131387.0,4.0,0,0,0,0,0,33.0,0,0,2,1959,0,19.6
Ball Of Fire,TOMMY JAMES AND THE SHONDELLS,0.593642527,0.637769421,82,19,8,0.35200000000000004,0.623,0.0,-10.465,0.0613,0.251,0.0,0.385,0.715,72.555,187667.0,4.0,0,0,0,0,0,56.0,0,1,7,1969,96,23.5
Any Day Now (My Wild Beautiful Bird),CHUCK JACKSON,0.408667874,0.5730598020000001,84,23,12,0.741,0.39299999999999996,7.0,-17.89,0.032,0.6759999999999999,1.3699999999999998e-05,0.43200000000000005,0.8,107.637,203973.0,4.0,0,0,0,0,0,57.77835159,0,0,6,1962,0,20.2
In My Little Corner Of The World,ANITA BRYANT,0.609438346,0.638987613,94,10,14,0.532,0.293,9.0,-11.052,0.0296,0.727,2.92e-06,0.14300000000000002,0.42200000000000004,113.421,150280.0,4.0,0,0,0,0,3,57.77835159,0,1,1,1960,0,19.6
Should I Do It,THE POINTER SISTERS,0.571299927,0.7456728509999999,82,13,16,0.6659999999999999,0.8029999999999999,11.0,-4.636,0.0288,0.126,0.000176,0.609,0.75,130.44299999999998,231600.0,4.0,0,0,0,0,0,67.0,0,0,6,1982,0,27.1
Lie To Me,BROOK BENTON,0.578324525,0.574890644,69,13,10,0.7859999999999999,0.187,10.0,-17.246,0.0614,0.631,0.00713,0.106,0.813,99.00200000000001,131093.0,4.0,0,0,0,0,1,48.0,0,6,20,1962,0,20.2
Venus In Blue Jeans,JIMMY CLANTON,0.388603452,0.6600657839999999,112,7,14,0.514,0.381,1.0,-11.904000000000002,0.0298,0.28600000000000003,2.91e-06,0.0874,0.759,122.34,130493.0,4.0,0,0,0,0,0,57.77835159,0,2,4,1962,0,20.2
"(Theme From) ""Love Story""","HENRY MANCINI, HIS ORCHESTRA AND CHORUS",0.616054303,0.5829907289999999,111,13,13,0.319,0.17800000000000002,9.0,-17.064,0.0294,0.9620000000000001,0.951,0.083,0.122,94.525,171733.0,4.0,0,0,0,0,0,57.77835159,0,0,2,1971,0,24.7
Twine Time,ALVIN CASH,0.5385481910000001,0.507268064,100,14,11,0.637,0.358,10.0,-15.868,0.0406,0.326,0.765,0.153,0.885,124.78399999999999,138840.0,4.0,0,0,0,0,0,13.0,0,0,3,1965,0,21.7
(Loneliness Made Me Realize) It's You That I Need,THE TEMPTATIONS,0.556497429,0.7295536859999999,101,14,10,0.563,0.35200000000000004,0.0,-11.895999999999999,0.0323,0.5770000000000001,0.0,0.24600000000000002,0.965,116.74600000000001,158733.0,4.0,0,0,0,0,0,73.0,1,4,12,1967,11,22.5
On Top Of Spaghetti,TOM GLAZER AND THE DO-RE-MI CHILDREN'S CHORUS,0.326601372,0.37861450700000004,119,14,10,0.344,0.363,0.0,-10.356,0.0342,0.802,0.0,0.365,0.8740000000000001,186.41,156653.0,3.0,0,0,0,0,1,0.0,0,0,1,1963,0,20.8
Bust Out,THE BUSTERS,0.576194371,0.541398504,111,25,12,0.445,0.787,6.0,-10.145,0.0772,0.00812,0.8170000000000001,0.174,0.857,121.47200000000001,152467.0,4.0,0,0,0,0,0,32.0,0,0,1,1963,0,20.8
"Baby, I Love You",ANDY KIM,0.31270763100000004,0.663884448,108,9,17,0.561,0.792,11.0,-6.805,0.13699999999999998,0.645,0.0012,0.0894,0.667,192.05599999999998,222013.0,4.0,0,0,0,0,0,57.77835159,1,1,2,1969,0,23.5
I Love You More And More Every Day,AL MARTINO,0.540487803,0.630650894,124,9,12,0.47600000000000003,0.21899999999999997,8.0,-13.405999999999999,0.0296,0.49200000000000005,0.0,0.201,0.595,103.49600000000001,135333.0,4.0,0,0,0,0,0,57.77835159,0,2,19,1964,0,21.2
Dandy,HERMAN'S HERMITS,0.636942411,0.685297742,89,5,11,0.586,0.609,2.0,-8.558,0.0287,0.0177,0.0,0.12300000000000001,0.556,92.04299999999999,122227.0,4.0,0,0,0,0,0,55.0,2,7,8,1966,0,22.1
High School Dance,THE SYLVERS,0.59885404,0.611196717,73,17,17,0.892,0.9740000000000001,1.0,-3.661,0.0875,0.0873,0.00823,0.0512,0.941,136.22899999999998,229853.0,4.0,0,0,0,0,0,32.0,0,1,3,1977,0,27.3
(Down At) Papa Joe's,THE DIXIEBELLES,0.467010718,0.568406431,90,9,13,0.385,0.855,3.0,-7.666,0.0577,0.354,0.884,0.314,0.97,192.063,135960.0,4.0,0,0,0,0,0,57.77835159,0,1,0,1963,0,20.8
Overnight Sensation,RASPBERRIES,0.641270775,0.712887688,88,18,12,0.293,0.873,5.0,-6.6979999999999995,0.0548,0.5770000000000001,0.233,0.243,0.46799999999999997,100.10600000000001,336560.0,4.0,0,0,0,0,0,54.0,0,0,1,1974,0,26.2
I Think It's Love,JERMAINE JACKSON,0.541067104,0.7001873670000001,74,16,15,0.466,0.899,7.0,-8.125,0.0494,0.35100000000000003,1.73e-05,0.17800000000000002,0.836,127.914,233453.0,4.0,0,0,0,0,5,50.0,0,1,12,1986,0,25.5
This Friendly World,FABIAN,0.319084466,0.529621746,109,12,14,0.575,0.32799999999999996,11.0,-12.0,0.0289,0.875,7.91e-06,0.161,0.614,103.404,122480.0,4.0,0,0,0,0,0,23.0,0,2,5,1959,0,19.6
Heartaches,THE MARCELS,0.647964429,0.657776259,79,7,12,0.529,0.547,9.0,-10.475,0.0522,0.705,0.0,0.154,0.847,141.42,152200.0,4.0,0,0,0,0,0,47.0,0,1,0,1961,0,19.9
Niki Hoeky,P.J. PROBY,0.524051785,0.596293945,121,23,12,0.745,0.623,5.0,-10.017000000000001,0.12,0.413,0.0,0.0448,0.907,79.50399999999999,154187.0,4.0,0,0,0,0,0,28.0,0,0,1,1967,0,22.5
Rock'n Me,THE STEVE MILLER BAND,0.355487075,0.637542782,85,1,18,0.745,0.43200000000000005,4.0,-17.245,0.0674,0.0814,0.628,0.165,0.905,124.227,189579.0,4.0,1,0,0,0,0,42.0,2,1,5,1976,45,26.9
Yesterday's Songs,NEIL DIAMOND,0.641020377,0.709641627,51,11,15,0.529,0.6629999999999999,5.0,-6.957000000000001,0.0271,0.306,8.09e-06,0.14,0.34600000000000003,96.219,168307.0,4.0,0,0,0,1,13,71.0,2,8,28,1981,0,27.3
Desiderata,LES CRANE,0.63745959,0.604085051,87,8,12,0.51,0.282,1.0,-17.311,0.046,0.807,0.0,0.147,0.619,80.024,278960.0,4.0,1,0,0,1,1,13.0,0,1,0,1971,0,24.7
Our Winter Love,BILL PURCELL,0.616722797,0.544165074,105,9,15,0.452,0.10099999999999999,1.0,-18.548,0.0295,0.768,0.9329999999999999,0.122,0.22,76.402,142693.0,4.0,0,0,0,0,0,57.77835159,0,1,0,1963,0,20.8
Neanderthal Man,HOTLEGS,0.551564039,0.485729498,108,22,10,0.7879999999999999,0.43799999999999994,1.0,-14.724,0.17,0.131,0.632,0.168,0.551,72.622,261200.0,4.0,0,0,0,0,0,5.0,0,0,1,1970,56,24.0
Go Home,STEVIE WONDER,0.602734016,0.75099112,67,10,17,0.757,0.499,10.0,-15.897,0.0366,0.163,6.59e-05,0.177,0.847,119.24,318040.0,4.0,0,0,1,25,74,57.77835159,6,12,23,1985,0,26.0
Three Nights A Week,FATS DOMINO,0.538080213,0.63163961,107,15,12,0.355,0.51,5.0,-4.81,0.0286,0.106,0.0,0.0867,0.8170000000000001,71.546,104617.0,4.0,0,0,1,0,0,67.0,0,4,27,1960,0,19.6
Daniel,ELTON JOHN,0.365556955,0.39914867200000004,77,2,15,0.679,0.588,0.0,-8.37,0.0273,0.41600000000000004,3.75e-05,0.0965,0.905,132.225,235547.0,4.0,1,0,0,5,34,81.0,4,15,31,1973,0,25.8
The Kind Of Boy You Can't Forget,THE RAINDROPS,0.539556564,0.458030363,128,17,12,0.552,0.674,7.0,-10.34,0.0644,0.7,0.0,0.29,0.51,100.758,128960.0,4.0,0,0,0,0,0,10.0,0,0,4,1963,0,20.8
I Wish That We Were Married,RONNIE AND THE HI-LITES,0.42680319899999997,0.43754229899999997,82,16,12,0.524,0.341,11.0,-11.59,0.0279,0.8859999999999999,0.00265,0.114,0.293,102.21700000000001,170573.0,3.0,0,0,0,0,0,4.0,0,0,1,1962,0,20.2
Tear Drop,SANTO AND JOHNNY,0.612347879,0.495628489,111,23,12,0.604,0.34700000000000003,10.0,-11.783,0.0268,0.7140000000000001,0.807,0.14400000000000002,0.34299999999999997,93.26899999999999,127293.0,3.0,0,0,0,0,0,57.77835159,0,0,1,1959,0,19.6
Battle Hymn Of The Republic,THE MORMON TABERNACLE CHOIR,0.335431785,0.336220532,102,13,17,0.389,0.142,5.0,-24.31,0.0846,0.953,2.4e-06,0.742,0.152,108.867,771600.0,4.0,0,0,0,0,0,16.0,0,0,2,1959,0,19.6
Point Of No Return,GENE McDANIELS,0.5163011710000001,0.582368373,82,21,10,0.645,0.425,5.0,-8.352,0.0469,0.46,0.0,0.0578,0.885,140.995,138159.0,4.0,0,0,0,0,0,57.77835159,0,3,4,1962,0,20.2
"1, 2, 3, Red Light",1910 FRUITGUM CO.,0.5466129679999999,0.664592168,110,5,15,0.617,0.465,0.0,-15.767999999999999,0.0426,0.0538,0.0,0.11800000000000001,0.9079999999999999,117.428,154293.0,4.0,0,0,0,0,0,31.0,0,2,3,1968,0,23.1
Oh Me Oh My,LULU,0.636323118,0.653283845,131,22,15,0.37200000000000005,0.402,10.0,-9.443999999999999,0.0387,0.65,0.0,0.506,0.649,75.516,160320.0,4.0,0,0,0,0,2,57.77835159,1,0,5,1969,0,23.5
Nothing Can Stop Me,GENE CHANDLER,0.480655269,0.604895938,107,18,13,0.609,0.501,1.0,-9.324,0.0505,0.276,0.0,0.36200000000000004,0.7190000000000001,119.788,179267.0,4.0,0,0,0,0,0,45.0,1,0,13,1965,0,21.7
Making Dreams Come True,CYNDI GRECCO,0.613079995,0.501610508,90,25,12,0.449,0.873,2.0,-7.231,0.127,0.24600000000000002,0.00157,0.128,0.855,162.343,148691.0,4.0,0,0,0,0,0,10.0,0,0,1,1976,0,26.9
Michelle,DAVID &amp; JONATHAN,0.429611685,0.343608665,98,18,9,0.192,0.0275,10.0,-24.67,0.045,0.991,0.9790000000000001,0.0914,0.0532,134.907,274173.0,3.0,0,0,0,0,0,44.0,0,0,1,1966,0,22.1
Hairy The Harry Ape,RAY STEVENS,0.56252149,0.46404423899999997,70,17,9,0.5920000000000001,0.703,5.0,-9.672,0.23600000000000002,0.257,0.0,0.972,0.48700000000000004,88.86,192640.0,4.0,0,0,0,2,12,43.0,2,2,14,1963,0,20.8
Sure As I'm Sittin' Here,THREE DOG NIGHT,0.628953895,0.683969785,88,16,13,0.5489999999999999,0.654,2.0,-13.390999999999998,0.0582,0.0471,0.00374,0.0616,0.929,135.971,185693.0,4.0,0,0,0,0,2,61.0,3,7,9,1974,0,26.2
Laurie (Strange Things Happen),DICKEY LEE,0.593608878,0.552896824,90,14,13,0.6859999999999999,0.486,5.0,-5.771,0.0288,0.687,0.0,0.0922,0.382,119.521,186347.0,4.0,0,0,0,0,1,27.0,0,1,4,1965,0,21.7
