Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Youtube viewcount,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations,Song_release_date,Genres
Popsicles And Icicles,THE MURMAIDS,63,117,3,16,25,198228,0.64,0.339,3.0,-8.08,1.0,0.0317,0.8170000000000001,0.0,0.0883,0.664,124.0,151400.0,4.0,0,0,0,0,0,,
Washington Square,THE VILLAGE STOMPERS,63,100,2,14,22,791499,0.8009999999999999,0.301,4.0,-12.197,0.0,0.0464,0.565,0.14,0.214,0.769,119.916,162333.0,4.0,0,0,0,0,0,,
Talk Back Trembling Lips,ERNEST ASHWORTH,63,124,124,1,12,823537,0.579,0.478,9.0,-9.786,1.0,0.0324,0.765,0.0,0.231,0.733,136.112,155533.0,4.0,0,0,0,0,0,,
Have You Heard,THE DUPREES,63,112,18,11,30,1097924,0.4920000000000001,0.4320000000000001,3.0,-7.754,1.0,0.029,0.447,0.0,0.259,0.498,122.57,151813.0,3.0,0,0,0,0,0,,
Living A Lie,AL MARTINO,63,90,22,10,5,15062,0.609,0.316,0.0,-13.071,1.0,0.0304,0.637,0.0,0.0997,0.5429999999999999,111.392,150533.0,4.0,0,0,0,0,0,,
Quicksand,MARTHA AND THE VANDELLAS,63,75,8,12,18,335380,0.638,0.63,0.0,-9.171,1.0,0.0706,0.139,0.0651,0.127,0.8440000000000001,172.09799999999996,162773.0,4.0,0,0,0,0,0,,
Forget Him,BOBBY RYDELL,63,131,4,17,28,1573544,0.507,0.5489999999999999,3.0,-4.73,1.0,0.0301,0.5,0.0,0.32,0.636,77.682,128280.0,4.0,0,0,0,0,0,,
Wives And Lovers,JACK JONES,63,105,14,15,39,281066,0.537,0.477,5.0,-13.208,0.0,0.041,0.463,0.0,0.294,0.5820000000000001,128.025,149040.0,3.0,1,0,0,2,5,,
Midnight Mary,JOEY POWERS,63,102,10,14,6,76200,0.585,0.359,4.0,-11.057,1.0,0.0304,0.8320000000000001,0.0,0.218,0.6459999999999999,121.555,143333.0,4.0,0,0,0,0,0,,
I Wonder What She's Doing Tonight,BARRY AND THE TAMARLANES,63,120,21,12,9,95614,0.61,0.574,1.0,-7.747999999999998,0.0,0.0258,0.248,0.0,0.101,0.8759999999999999,107.662,111720.0,4.0,0,0,0,0,0,,
Baby Don't You Weep,GARNET MIMMS AND THE ENCHANTERS,63,107,30,10,11,24967,0.402,0.59,2.0,-8.394,1.0,0.0333,0.789,2.71e-05,0.56,0.496,86.443,209267.0,1.0,0,0,0,0,0,,
Twenty Four Hours From Tulsa,GENE PITNEY,63,99,17,11,44,1890664,0.502,0.537,0.0,-9.022,1.0,0.0341,0.619,0.0,0.35200000000000004,0.5870000000000001,79.124,179973.0,4.0,0,0,0,0,0,,
The Boy Next Door,THE SECRETS,63,123,18,11,2,141106,0.6,0.607,8.0,-13.188,1.0,0.119,0.486,0.0,0.0615,0.624,144.613,123133.0,4.0,0,0,0,0,0,,
(Down At) Papa Joe's,THE DIXIEBELLES,63,90,9,13,7,50576,0.385,0.855,3.0,-7.666,1.0,0.0577,0.354,0.884,0.314,0.97,192.063,135960.0,4.0,0,0,0,0,0,,
Bossa Nova Baby,ELVIS PRESLEY,63,77,8,10,29,8478030,0.708,0.904,0.0,-6.499,1.0,0.0441,0.00691,0.000123,0.308,0.872,105.981,185413.0,4.0,1,0,1,3,14,,
Maria Elena,LOS INDIOS TABARAJAS,63,99,6,14,33,2487671,0.784,0.8009999999999999,8.0,-5.157,1.0,0.0337,0.53,0.0,0.0862,0.969,104.769,193813.0,4.0,0,0,0,0,0,,
500 Miles Away From Home,BOBBY BARE,63,96,10,11,43,5249431,0.519,0.374,7.0,-13.115,1.0,0.0314,0.659,6.88e-06,0.644,0.521,109.253,162507.0,4.0,0,0,0,1,6,,
For Your Precious Love,GARNET MIMMS AND THE ENCHANTERS,63,113,26,11,25,124395,0.57,0.314,2.0,-10.041,1.0,0.0272,0.8029999999999999,1.27e-06,0.245,0.395,83.73100000000002,184640.0,3.0,0,0,0,0,0,,
Need To Belong,JERRY BUTLER,63,79,31,11,6,590479,0.389,0.434,3.0,-9.015,1.0,0.0398,0.818,0.0,0.241,0.684,179.025,176440.0,4.0,0,0,0,0,2,,
I Have A Boyfriend,THE CHIFFONS,63,127,36,11,21,58251,0.5489999999999999,0.654,0.0,-4.3039999999999985,1.0,0.0482,0.5920000000000001,3.01e-05,0.436,0.584,67.143,124645.0,4.0,0,0,0,0,0,,
As Long As I Know He's Mine,THE MARVELETTES,63,115,47,14,9,17067,0.535,0.629,6.0,-9.382,0.0,0.0375,0.488,0.000133,0.464,0.7709999999999999,138.172,151040.0,4.0,0,0,0,0,0,,
I Gotta Dance To Keep From Crying,THE MIRACLES,63,92,35,10,20,4325,0.617,0.725,11.0,-7.726,0.0,0.138,0.414,0.0,0.0875,0.7879999999999999,78.327,161067.0,4.0,0,0,0,0,0,,
Stewball,"PETER, PAUL AND MARY",63,125,35,8,33,889294,0.5670000000000001,0.222,8.0,-15.64,1.0,0.0304,0.8440000000000001,0.000143,0.0933,0.546,127.804,191013.0,3.0,0,0,0,0,0,,
Drag City,JAN AND DEAN,63,107,10,12,27,866873,0.382,0.8190000000000001,3.0,-11.108,1.0,0.0488,0.482,1.56e-05,0.0859,0.578,156.108,142560.0,4.0,0,0,0,0,0,,
She's Got Everything,THE ESSEX featuring ANITA HUMES,63,135,56,6,21,5068,0.444,0.865,0.0,-9.529,1.0,0.0919,0.16,0.0,0.0966,0.948,158.577,155400.0,4.0,0,0,0,0,0,,
Long Tall Texan,MURRY KELLUM,63,119,51,12,1,106382,0.7070000000000001,0.616,0.0,-8.512,1.0,0.0325,0.4320000000000001,0.0,0.104,0.97,111.476,117954.0,4.0,0,0,0,0,0,,
Pretty Paper,ROY ORBISON,63,111,15,9,37,843647,0.417,0.279,7.0,-11.577,1.0,0.0287,0.722,0.0,0.407,0.453,79.964,164227.0,3.0,0,0,1,5,9,,
Ally Ally Oxen Free,THE KINGSTON TRIO,63,122,61,8,15,8771,0.627,0.102,2.0,-21.544,1.0,0.0404,0.7879999999999999,0.00013000000000000002,0.188,0.69,131.808,126267.0,4.0,0,0,1,0,0,,
When The Lovelight Starts Shining Through His Eyes,THE SUPREMES,63,128,23,12,38,330226,0.3,0.838,3.0,-7.29,1.0,0.0672,0.638,0.0016600000000000002,0.423,0.6940000000000001,181.868,184200.0,4.0,0,0,0,0,0,,
Be Mad Little Girl,BOBBY DARIN,63,90,64,7,3,2102,0.5920000000000001,0.293,5.0,-16.494,1.0,0.0314,0.769,0.0,0.115,0.794,105.698,145893.0,4.0,0,0,1,2,5,,
Surfin' Bird,THE TRASHMEN,63,97,4,13,35,18767504,0.5820000000000001,0.931,11.0,-13.552,1.0,0.0499,0.00133,0.0007570000000000001,0.353,0.85,99.254,143467.0,4.0,0,0,0,0,0,,
Hooka Tooka,CHUBBY CHECKER,63,83,17,14,26,134671,0.7709999999999999,0.6809999999999999,1.0,-6.9529999999999985,1.0,0.031,0.648,0.0155,0.113,0.917,109.482,130960.0,4.0,0,0,0,1,1,,
The Marvelous Toy,THE CHAD MITCHELL TRIO,63,131,43,10,7,86754,0.482,0.6859999999999999,5.0,-8.088,1.0,0.0603,0.295,2.73e-06,0.429,0.752,97.658,153307.0,4.0,0,0,0,0,0,,
Baby I Do Love You,THE GALENS,63,122,70,7,18,3999,0.733,0.835,11.0,-11.001,1.0,0.0327,0.0817,0.6,0.0232,0.948,110.055,275040.0,4.0,0,0,0,0,0,,
As Usual,BRENDA LEE,63,75,12,11,15,130182,0.5,0.161,8.0,-16.337,1.0,0.0332,0.617,7.31e-06,0.199,0.478,84.529,154507.0,4.0,0,0,1,0,4,,
Gotta Love Love,STEVE ALAIMO,63,97,74,6,1,1726,0.536,0.926,9.0,-1.746,1.0,0.0551,3.66e-05,0.851,0.145,0.484,128.031,213750.0,4.0,0,0,0,0,0,,
Begging To You,MARTY ROBBINS,63,83,74,8,20,296017,0.519,0.315,3.0,-11.739,1.0,0.0341,0.918,0.00562,0.975,0.602,92.015,144747.0,4.0,0,0,0,2,4,,
That Boy John,THE RAINDROPS,63,89,64,8,0,2099,0.389,0.889,9.0,-5.167000000000002,1.0,0.0448,0.0232,2.75e-05,0.182,0.7440000000000001,149.44899999999996,150173.0,4.0,0,0,0,0,0,,
Watch Your Step,BROOKS O'DELL,63,132,58,11,5,5657,0.535,0.58,4.0,-8.824,1.0,0.0476,0.272,0.0,0.224,0.516,106.663,152773.0,4.0,0,0,0,0,0,,
What Kind Of Fool (Do You Think I Am),THE TAMS,63,83,9,14,28,139472,0.74,0.386,7.0,-13.701,0.0,0.0383,0.18600000000000005,0.0,0.152,0.8859999999999999,120.247,116560.0,4.0,0,0,0,0,0,,
Hey Little Cobra,RIP CHORDS,63,84,4,14,24,1201468,0.563,0.754,6.0,-7.442,1.0,0.0676,0.531,0.0,0.379,0.918,156.664,119960.0,4.0,0,0,0,0,0,,
Thank You And Goodnight,THE ANGELS,63,90,84,3,10,91548,0.227,0.5479999999999999,9.0,-6.386,1.0,0.0357,0.725,0.0535,0.429,0.685,195.864,153733.0,3.0,0,0,0,0,0,,
Daisy Petal Pickin',JIMMY GILMER AND THE FIREBALLS,63,90,15,11,14,19262,0.7140000000000001,0.8029999999999999,2.0,-8.826,1.0,0.0478,0.0278,0.000915,0.0494,0.8809999999999999,135.563,134813.0,4.0,0,0,0,0,0,,
Crossfire Time,DEE-CLARK,63,110,92,7,3,3762,0.591,0.8490000000000001,0.0,-7.667000000000002,1.0,0.133,0.238,0.0,0.304,0.613,94.613,114267.0,4.0,0,0,0,0,0,,
I'll Search My Heart,JOHNNY MATHIS,63,110,90,5,1,2570,0.289,0.39,5.0,-10.644,1.0,0.032,0.8640000000000001,0.0,0.179,0.168,85.09700000000002,182693.0,4.0,0,0,1,0,1,,
Anyone Who Had A Heart,DIONNE WARWICK,63,100,8,14,38,2235473,0.505,0.0477,8.0,-23.032,1.0,0.0278,0.91,2.61e-06,0.0675,0.309,78.85600000000002,184227.0,3.0,0,0,0,5,14,,
Bon-Doo-Wah,THE ORLONS,63,98,55,6,6,3887,0.594,0.7879999999999999,5.0,-6.058,1.0,0.0301,0.41,6.8e-05,0.201,0.974,97.544,128093.0,4.0,0,0,0,0,0,,
Why Do Kids Grow Up,RANDY AND THE RAINDROPS,63,106,97,7,3,36523018,0.6759999999999999,0.722,7.0,-9.007,1.0,0.0579,0.405,0.0,0.111,0.7490000000000001,129.298,108813.0,4.0,0,0,0,0,0,,
Cold Cold Winter,THE PIXIES THREE,63,100,79,5,3,28622,0.453,0.4920000000000001,7.0,-13.294,1.0,0.031,0.35,1.8e-05,0.23,0.609,141.175,164413.0,4.0,0,0,0,0,0,,
We Shall Overcome,JOAN BAEZ,63,90,90,6,27,3590308,0.348,0.188,11.0,-16.474,1.0,0.0345,0.914,0.00314,0.723,0.174,96.832,212227.0,4.0,0,0,1,0,8,,
Baby's Gone,GENE THOMAS,63,129,84,13,0,42653,0.481,0.593,9.0,-9.492,1.0,0.0351,0.066,0.0929,0.151,0.211,125.496,238515.0,4.0,0,0,0,0,0,,
Swanee River,ACE CANNON,63,121,103,6,0,764,0.848,0.5870000000000001,10.0,-13.71,1.0,0.0507,0.28300000000000003,0.823,0.0836,0.966,126.768,208103.0,4.0,0,0,0,0,2,,
Oh What A Night For Love,ROY TYSON,63,107,106,2,7,59102,0.473,0.5379999999999999,5.0,-10.159,0.0,0.0361,0.6659999999999999,2.64e-06,0.0918,0.8270000000000001,96.082,162067.0,4.0,0,0,0,0,0,,
The Son Of Rebel Rouser,DUANE EDDY,63,108,97,6,1,373,0.6659999999999999,0.63,0.0,-7.9289999999999985,1.0,0.0587,0.224,0.83,0.229,0.615,141.389,156800.0,4.0,0,0,0,1,2,,
Rock Candy,JACK McDUFF,63,110,109,7,1,22561,0.603,0.736,6.0,-6.433,1.0,0.028,0.5710000000000001,0.0504,0.243,0.758,109.377,419000.0,4.0,0,0,0,0,0,,
Lipstick Paint A Smile On Me,DEMETRISS TAPP,63,130,112,5,0,1367,0.395,0.231,4.0,-12.2,1.0,0.0281,0.8079999999999999,0.00228,0.623,0.329,98.215,157364.0,3.0,0,0,0,0,0,,
"Baby, What's Wrong",LONNIE MACK,63,93,93,4,9,2044,0.358,0.6940000000000001,0.0,-8.732999999999999,1.0,0.0415,0.293,0.0,0.152,0.8340000000000001,199.893,227693.0,4.0,0,0,0,0,0,,
True Love Goes On And On,BURL IVES,63,115,66,7,6,8665,0.322,0.211,5.0,-11.07,1.0,0.0326,0.855,0.0,0.17600000000000002,0.34600000000000003,125.667,183293.0,5.0,0,0,0,1,4,,
I Can't Give You Anything But Love,BERT KAEMPFERT AND HIS ORCHESTRA,66,100,100,2,0,14671,0.54,0.23,5.0,-17.85,0.0,0.131,0.857,0.506,0.843,0.461,87.714,292240.0,4.0,0,0,0,0,1,,
The Shelter Of Your Arms,SAMMY DAVIS JR.,63,100,17,18,15,63026,0.517,0.402,6.0,-7.636,0.0,0.0318,0.8029999999999999,0.0,0.259,0.413,101.275,170520.0,4.0,0,0,1,0,0,,
Now,LENA HORNE,63,102,92,5,6,46911,0.45,0.423,4.0,-13.819,1.0,0.0686,0.812,2.01e-06,0.866,0.574,123.986,255440.0,4.0,0,0,1,2,8,,
What'cha Gonna Do About It,DORIS TROY,63,105,105,2,27,69529,0.7909999999999999,0.394,0.0,-14.981,1.0,0.0363,0.6459999999999999,2.64e-05,0.213,0.899,97.522,112133.0,4.0,0,0,0,0,0,,
For Your Sweet Love,THE CASCADES,63,129,86,6,18,3570,0.597,0.381,1.0,-17.797,1.0,0.0377,0.905,0.921,0.234,0.821,129.17600000000002,126721.0,4.0,0,0,0,0,0,,
Stop Foolin',BROOK BENTON &amp; DAMITA JO,63,134,134,1,1,6178,0.339,0.556,5.0,-6.771,1.0,0.0335,0.928,1.63e-05,0.35600000000000004,0.28300000000000003,108.422,173440.0,3.0,0,0,0,0,1,,
Where There's A Will,LONNIE MACK,63,123,123,1,15,8322,0.393,0.383,2.0,-9.407,1.0,0.0268,0.301,5.03e-05,0.4,0.376,82.40700000000002,248992.0,3.0,0,0,0,0,0,,
Do-Wah-Diddy,THE EXCITERS,63,127,78,8,16,90365,0.67,0.56,0.0,-11.366,1.0,0.0336,0.768,3.94e-06,0.14,0.973,132.601,148800.0,4.0,0,0,0,0,0,,
Big Boss Man,ELVIS PRESLEY,67,71,38,6,25,181402,0.6829999999999999,0.8029999999999999,5.0,-11.94,0.0,0.175,0.486,0.00187,0.0567,0.8029999999999999,96.109,172147.0,4.0,0,0,1,3,14,,
The Moment Of Truth,SURVIVOR,84,79,63,7,29,4562271,0.677,0.7759999999999999,2.0,-8.472999999999999,1.0,0.0405,0.136,0.000272,0.174,0.5,138.90200000000002,224773.0,4.0,0,0,0,1,1,,
Letter From Sherry,DALE WARD,63,122,122,1,11,6884,0.44,0.34,7.0,-12.223,1.0,0.0287,0.642,6.27e-05,0.245,0.56,110.902,142333.0,4.0,0,0,0,0,0,,
Waitin' For The Evening Train,THE ANITA KERR QUARTET,63,129,125,2,0,36687,0.476,0.3720000000000001,10.0,-14.175999999999998,1.0,0.0387,0.6579999999999999,0.0,0.0704,0.8240000000000001,143.583,127760.0,4.0,0,0,0,0,0,,
The Little Boy,TONY BENNETT,63,130,52,10,2,1300809,0.231,0.315,5.0,-10.56,1.0,0.0369,0.7829999999999999,0.0006519999999999999,0.487,0.111,82.815,144400.0,4.0,0,0,1,18,34,,
When You Walk In The Room,SEARCHERS,64,97,35,7,40,2664079,0.511,0.89,9.0,-6.3020000000000005,1.0,0.0351,0.17600000000000002,0.0,0.0766,0.963,134.099,142333.0,4.0,0,0,0,0,0,,
Last Day In The Mines,DAVE DUDLEY,63,133,125,3,0,6568,0.5870000000000001,0.395,2.0,-14.172,1.0,0.0419,0.75,2.33e-05,0.309,0.897,94.714,127680.0,4.0,0,0,0,0,1,,
I Heard It Through The Grapevine,GLADYS KNIGHT AND THE PIPS,67,111,2,18,33,1804852,0.6779999999999999,0.7170000000000001,0.0,-6.188,1.0,0.0499,0.149,1.64e-05,0.219,0.85,112.625,166707.0,4.0,0,0,0,7,22,,
For Once In My Life,TONY BENNETT,67,109,108,3,40,2259782,0.203,0.375,0.0,-8.781,1.0,0.0346,0.862,4.89e-05,0.13699999999999998,0.222,71.94,186520.0,4.0,0,0,1,18,34,,
"Abraham, Martin And John",DION,68,109,4,15,37,1081370,0.345,0.484,4.0,-10.105,1.0,0.0358,0.371,6.37e-05,0.18,0.411,147.099,202707.0,4.0,0,0,0,0,0,,
Who's Making Love,JOHNNIE TAYLOR,68,45,5,14,38,1027428,0.79,0.349,10.0,-13.265,1.0,0.065,0.206,0.0,0.168,0.696,115.365,166067.0,4.0,0,0,0,2,6,,
Hey Jude,THE BEATLES,68,10,1,19,68,88667902,0.386,0.607,10.0,-7.7,1.0,0.0261,0.0112,1.3800000000000003e-05,0.08800000000000001,0.532,147.207,425653.0,4.0,0,0,0,7,23,,
Wichita Lineman,GLEN CAMPBELL,68,75,3,15,56,2189570,0.192,0.392,5.0,-11.667,1.0,0.0328,0.326,0.000199,0.248,0.391,172.312,186200.0,4.0,4,0,1,6,20,,
Stormy,THE CLASSICS IV featuring DENNIS YOST,68,127,5,17,57,5282558,0.0925,0.997,5.0,-17.128,1.0,0.0726,0.13,0.995,0.826,1e-05,88.655,201132.0,3.0,0,0,0,0,0,,
Both Sides Now,THE JOHNSTONS,68,128,128,1,1,12920,0.467,0.542,8.0,-8.943,1.0,0.0326,0.508,0.0,0.165,0.831,128.23,194133.0,4.0,0,0,0,0,0,,
Cloud Nine,THE TEMPTATIONS,68,45,6,12,36,855271,0.7390000000000001,0.448,2.0,-13.993,1.0,0.065,0.375,0.0,0.0635,0.833,118.01,211693.0,4.0,0,0,0,0,0,,
See Saw,ARETHA FRANKLIN,68,107,14,9,39,308734,0.6990000000000001,0.67,7.0,-10.307,0.0,0.0346,0.208,0.0,0.0905,0.927,135.997,166360.0,4.0,0,0,1,18,44,,
Chewy Chewy,THE OHIO EXPRESS,68,101,15,14,0,77601,0.8220000000000001,0.518,0.0,-10.195,1.0,0.0728,0.00053,0.942,0.0903,0.725,121.534,152021.0,4.0,0,0,0,0,0,,
Scarborough Fair,SERGIO MENDES AND BRASIL '66,68,119,16,10,21,85461,0.6759999999999999,0.319,0.0,-20.597,0.0,0.0263,0.449,0.046,0.0818,0.884,110.676,197467.0,4.0,0,0,0,1,6,,
Little Arrows,LEAPY LEE,68,97,16,14,7,376844,0.768,0.723,7.0,-6.9529999999999985,1.0,0.0384,0.253,0.0,0.14400000000000002,0.946,103.034,235320.0,4.0,0,0,0,0,0,,
Soulful Strut,YOUNG-HOLT UNLIMITED,68,65,3,13,45,2714679,0.6709999999999999,0.6579999999999999,10.0,-9.203,1.0,0.0336,0.601,0.234,0.055,0.961,89.698,181067.0,4.0,0,0,0,0,0,,
Bang-Shang-A-Lang,THE ARCHIES,68,133,22,14,27,199033,0.618,0.649,8.0,-1.833,1.0,0.0524,0.00425,0.0,0.0448,0.818,113.864,153947.0,4.0,0,0,0,0,0,,
White Room,CREAM,68,101,6,12,64,16109793,0.547,0.58,2.0,-13.415,0.0,0.0293,0.23,0.00877,0.0569,0.505,109.827,303200.0,4.0,0,0,0,0,1,,
Pickin' Wild Mountain Berries,PEGGY SCOTT &amp; JO JO BENSON,68,120,27,13,5,37533,0.899,0.649,0.0,-8.513,1.0,0.0369,0.226,0.0,0.097,0.968,126.713,173827.0,4.0,0,0,0,0,2,,
Too Weak To Fight,CLARENCE CARTER,68,127,13,16,21,696737,0.6659999999999999,0.386,1.0,-14.184,1.0,0.0272,0.438,2.34e-06,0.0519,0.939,102.423,138560.0,4.0,0,0,0,0,2,,
"Shame, Shame",THE MAGIC LANTERNS,68,124,29,13,44,168034,0.448,0.438,0.0,-7.975,1.0,0.0344,0.257,0.0,0.104,0.371,72.165,247227.0,4.0,0,0,0,0,0,,
Cycles,FRANK SINATRA,68,94,23,10,26,271177,0.477,0.14400000000000002,1.0,-22.774,1.0,0.0382,0.9,0.000367,0.108,0.319,128.29399999999998,190373.0,3.0,0,0,1,9,31,,
Son-Of-A Preacher Man,DUSTY SPRINGFIELD,68,118,10,13,61,31110756,0.401,0.498,4.0,-10.682,1.0,0.0757,0.394,0.0,0.13,0.816,181.701,149160.0,4.0,0,0,0,0,2,,
Goody Goody Gumdrops,1910 FRUITGUM CO.,68,89,37,9,8,75341,0.635,0.633,7.0,-8.255,1.0,0.0317,0.2,0.0,0.114,0.758,132.984,136600.0,4.0,0,0,0,0,0,,
Kentucky Woman,NEIL DIAMOND,67,82,22,8,38,700096,0.574,0.6559999999999999,11.0,-7.877999999999999,1.0,0.0319,0.08,0.000587,0.0973,0.7240000000000001,81.678,146573.0,4.0,0,0,0,1,13,,
A Ray Of Hope,THE RASCALS,68,106,24,9,11,5224,0.461,0.665,0.0,-7.976,1.0,0.0361,0.6509999999999999,0.0,0.188,0.79,105.399,222853.0,4.0,0,0,0,0,0,,
If I Can Dream,ELVIS PRESLEY,68,113,12,14,46,1961813,0.174,0.713,7.0,-6.586,1.0,0.0491,0.243,6.720000000000001e-05,0.136,0.341,188.217,191520.0,3.0,0,0,1,3,14,,
A Man And A Half,WILSON PICKETT,68,78,42,6,16,22683,0.258,0.618,7.0,-9.904,1.0,0.0468,0.4320000000000001,0.0,0.3,0.5820000000000001,180.002,179640.0,3.0,0,0,0,0,5,,
Not Enough Indians,DEAN MARTIN,68,128,43,10,21,35280,0.557,0.423,2.0,-11.415,1.0,0.0409,0.845,0.0,0.444,0.6990000000000001,141.635,206880.0,4.0,0,0,1,0,1,,
I Can't Turn You Loose,THE CHAMBERS BROTHERS,68,61,37,8,23,22083,0.494,0.8059999999999999,0.0,-10.14,1.0,0.0489,0.00504,0.0,0.407,0.926,138.689,294533.0,4.0,0,0,0,0,0,,
Les Bicyclettes De Belsize,ENGELBERT HUMPERDINCK,68,97,31,9,36,1617568,0.4,0.394,5.0,-12.817,1.0,0.0311,0.926,0.00367,0.189,0.4920000000000001,109.69,190784.0,3.0,0,0,0,0,2,,
The Straight Life,BOBBY GOLDSBORO,68,115,36,9,18,53727,0.722,0.515,2.0,-12.349,1.0,0.0341,0.274,2.22e-06,0.17600000000000002,0.7659999999999999,133.857,162958.0,4.0,0,0,0,0,4,,
This Is My Country,THE IMPRESSIONS,68,98,25,10,41,86856,0.557,0.5770000000000001,1.0,-11.415,1.0,0.0325,0.37,0.00016,0.327,0.7490000000000001,103.203,168027.0,4.0,0,0,0,0,0,,
Going Up The Country,CANNED HEAT,68,109,11,12,62,13680074,0.653,0.239,5.0,-18.54,0.0,0.0453,0.8059999999999999,0.0146,0.132,0.765,80.392,171373.0,4.0,3,0,0,0,0,,
Slow Drag,THE INTRUDERS,68,121,54,8,21,118409,0.314,0.5489999999999999,2.0,-11.19,1.0,0.03,0.14300000000000002,0.0,0.48,0.5489999999999999,84.074,144840.0,4.0,0,0,0,0,0,,
My Song,ARETHA FRANKLIN,68,77,31,7,29,8266,0.494,0.15,1.0,-12.964,1.0,0.0323,0.63,1.46e-06,0.0768,0.384,128.194,211067.0,3.0,0,0,1,18,44,,
Bella Linda,THE GRASS ROOTS,68,99,28,9,22,134883,0.491,0.226,1.0,-14.035,1.0,0.034,0.376,0.000178,0.06,0.489,110.338,178907.0,4.0,0,0,0,0,0,,
Crosstown Traffic,THE JIMI HENDRIX EXPERIENCE,68,73,52,8,58,815477,0.486,0.963,0.0,-5.586,0.0,0.129,0.248,2.39e-06,0.158,0.5329999999999999,113.133,146573.0,4.0,1,0,1,0,0,,
American Boys,PETULA CLARK,68,118,59,9,4,4949,0.469,0.4370000000000001,0.0,-7.654,1.0,0.027000000000000003,0.763,1.39e-05,0.189,0.597,139.126,174067.0,4.0,0,0,0,2,9,,
"Come On, React",THE FIREBALLS,68,100,63,8,5,9057,0.6990000000000001,0.573,7.0,-9.699,1.0,0.0631,0.00964,0.297,0.103,0.857,122.3,134307.0,4.0,0,0,0,0,0,,
Rockin' In The Same Old Boat,BOBBY BLAND,68,77,58,10,21,152995,0.517,0.263,10.0,-9.455,1.0,0.0349,0.17600000000000002,0.0013800000000000002,0.3720000000000001,0.555,151.869,213800.0,4.0,0,0,1,0,0,,
I Walk Alone,MARTY ROBBINS,68,105,65,9,29,505731,0.4270000000000001,0.218,0.0,-15.008,1.0,0.0362,0.787,0.00192,0.111,0.381,76.396,197827.0,4.0,0,0,0,2,4,,
Ready Or Not Here I Come (Can't Hide From Love),THE DELFONICS,68,94,35,9,47,1169353,0.552,0.636,3.0,-6.215,1.0,0.0338,0.304,2.32e-05,0.153,0.6629999999999999,82.884,119467.0,4.0,0,0,0,0,0,,
Malinda,BOBBY TAYLOR AND THE VANCOUVERS,68,105,48,11,13,125670,0.64,0.815,9.0,-3.788,0.0,0.0314,0.387,0.0,0.0704,0.6859999999999999,93.939,159653.0,4.0,0,0,0,0,0,,
With A Little Help From My Friends,JOE COCKER,68,126,68,7,54,18802236,0.315,0.447,2.0,-11.198,1.0,0.0672,0.276,0.00152,0.0923,0.331,141.407,312173.0,3.0,0,0,0,0,7,,
Baby Let's Wait,THE ROYAL GUARDSMEN,68,121,121,2,6,80511,0.327,0.34600000000000003,4.0,-11.264,1.0,0.0295,0.698,7.31e-05,0.136,0.42,82.814,159493.0,4.0,0,0,0,0,0,,
Just Ain't Love,BARBARA ACKLIN,68,89,67,9,28,65718,0.639,0.616,7.0,-6.343,1.0,0.032,0.0255,0.41,0.105,0.815,119.129,167413.0,4.0,0,0,0,0,1,,
Don't Cry My Love,THE IMPRESSIONS,68,99,71,4,7,677,0.364,0.416,2.0,-13.101,1.0,0.083,0.659,2.8600000000000007e-05,0.293,0.458,136.46200000000002,180920.0,3.0,0,0,0,0,0,,
Bluebirds Over The Mountain,THE ECHOES,62,122,112,4,20,6347,0.665,0.7040000000000001,2.0,-7.268,1.0,0.0333,0.155,0.000515,0.615,0.963,127.477,173733.0,4.0,0,0,0,0,0,,
My Favorite Things,HERB ALPERT AND THE TIJUANA BRASS,68,120,45,7,15,75176,0.51,0.584,1.0,-11.978,1.0,0.0895,0.5579999999999999,0.83,0.1,0.192,152.101,183120.0,4.0,0,0,0,8,24,,
Are You Happy,JERRY BUTLER,68,96,39,10,14,61180,0.3720000000000001,0.528,7.0,-10.841,1.0,0.0409,0.606,0.00353,0.325,0.524,80.345,161987.0,4.0,0,0,0,0,2,,
Don't Make The Good Girls Go Bad,DELLA HUMPHREY,68,107,79,5,18,199992,0.579,0.3670000000000001,1.0,-11.888,0.0,0.0364,0.0859,4.38e-06,0.258,0.474,76.333,162200.0,4.0,0,0,0,0,0,,
The Girl Most Likely,GREG KIHN,81,109,104,4,13,20493,0.6920000000000001,0.802,4.0,-6.3610000000000015,1.0,0.0351,0.00391,3.66e-06,0.0936,0.7340000000000001,136.832,159760.0,4.0,0,0,0,0,0,,
Good Time Girl,NANCY SINATRA,68,110,65,6,8,28331,0.511,0.377,4.0,-8.585,1.0,0.0389,0.6890000000000001,0.0,0.183,0.675,109.149,200240.0,4.0,0,0,0,0,3,,
The Beginning Of My End,THE UNIFICS,68,86,36,10,0,963532,0.868,0.239,2.0,-8.439,1.0,0.0858,0.7040000000000001,0.898,0.0978,0.406,103.186,118640.0,3.0,0,0,0,0,0,,
