Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Youtube viewcount,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations,Song_release_date,Genres
Roll With Me,MONTGOMERY GENTRY,8,96,33,20,45,3233721,0.552,0.648,2.0,-6.71,1.0,0.0273,0.0533,0.00015,0.14400000000000002,0.407,142.159,233933.0,4.0,0,0,0,0,1,,
Right Here (Departed),BRANDY,8,83,34,18,50,22351390,0.568,0.682,8.0,-5.7810000000000015,1.0,0.0439,0.256,0.0,0.231,0.366,92.99,217947.0,4.0,0,0,0,1,11,,
Krazy,PITBULL featuring LIL JON,8,63,30,19,18,9137070,0.772,0.843,11.0,-7.061,0.0,0.058,0.0164,0.00316,0.0895,0.59,124.99,228654.0,4.0,0,0,0,1,1,,
Trading Places,USHER,8,100,45,17,58,44019479,0.696,0.643,0.0,-5.218,1.0,0.0447,0.000153,1.03e-05,0.156,0.332,146.005,268240.0,4.0,0,0,0,8,22,,
She Wouldn't Be Gone,BLAKE SHELTON,8,99,43,20,50,15699110,0.509,0.662,0.0,-4.873,1.0,0.0293,0.153,0.0,0.0773,0.231,160.129,215613.0,4.0,0,0,0,0,7,,
Light On,DAVID COOK,8,17,17,2,46,8826903,0.446,0.8340000000000001,9.0,-4.0139999999999985,0.0,0.0341,0.0794,0.0,0.114,0.363,132.034,228827.0,4.0,0,0,0,0,0,,
Start A Band,BRAD PAISLEY featuring KEITH URBAN,8,66,55,16,44,2247711,0.603,0.8490000000000001,5.0,-6.527,1.0,0.0647,0.0782,0.000505,0.0986,0.667,122.557,324587.0,4.0,0,0,0,3,18,,
Last Of A Dying Breed,LUDACRIS featuring LIL WAYNE,8,65,65,1,42,1721476,0.523,0.925,11.0,-4.363,0.0,0.244,0.00852,0.0,0.365,0.35100000000000003,106.829,249560.0,5.0,0,0,0,3,20,,
I'm So Paid,AKON featuring LIL WAYNE,8,40,40,3,56,103313803,0.53,0.856,3.0,-4.069,0.0,0.332,0.116,0.0,0.108,0.547,122.636,263640.0,5.0,0,0,0,0,5,,
In Color,JAMEY JOHNSON,8,99,52,18,64,42467566,0.514,0.417,3.0,-8.689,1.0,0.0379,0.385,2.8999999999999998e-06,0.158,0.213,126.388,290680.0,4.0,0,0,0,0,10,,
"You're Gonna Go Far, Kid",THE OFFSPRING,8,96,63,18,72,13989910,0.546,0.905,0.0,-3.103,1.0,0.0671,0.00511,0.0,0.211,0.598,126.12,177827.0,4.0,0,0,0,0,0,,
Come On Get Higher,MATT NATHANSON,8,89,59,20,69,15515930,0.672,0.623,9.0,-5.699,1.0,0.0297,0.241,0.0,0.0848,0.617,92.018,215173.0,4.0,3,0,0,0,0,,
Feel That Fire,DIERKS BENTLEY,8,82,32,21,49,1535451,0.412,0.833,1.0,-3.865,1.0,0.0352,0.371,1.28e-05,0.208,0.669,179.84599999999998,201507.0,4.0,0,0,0,0,14,,
Sex On Fire,KINGS OF LEON,8,87,56,20,78,249778670,0.542,0.905,9.0,-5.653,1.0,0.054000000000000006,0.00172,0.0104,0.136,0.374,153.398,203347.0,4.0,1,0,0,0,0,,
Lookin' For A Good Time,LADY ANTEBELLUM,8,91,67,15,44,3561736,0.665,0.936,7.0,-2.97,1.0,0.0544,0.0146,0.0,0.125,0.848,122.003,187320.0,4.0,0,0,0,5,8,,
Love Remembers,CRAIG MORGAN,8,87,73,9,35,2221033,0.39,0.715,0.0,-3.448,1.0,0.0342,0.311,0.0,0.212,0.379,153.655,235773.0,4.0,0,0,0,0,0,,
Chinese Democracy,GUNS N'ROSES,8,34,34,3,46,823114,0.469,0.782,2.0,-10.481,1.0,0.0791,0.0008269999999999999,0.0347,0.14400000000000002,0.189,133.982,283213.0,4.0,0,0,0,0,0,,
IfULeave,MUSIQ SOULCHILD featuring MARY J. BLIGE,8,94,71,5,46,7643493,0.467,0.752,11.0,-3.244,1.0,0.232,0.208,0.0,0.16399999999999998,0.728,122.775,252440.0,4.0,0,0,0,0,12,,
Playa Cardz Right,KEYSHIA COLE featuring 2PAC,8,99,63,13,52,10195202,0.6,0.583,5.0,-5.455,0.0,0.0446,0.0426,0.0,0.279,0.191,86.07700000000001,291240.0,4.0,0,0,0,0,4,,
Lost!,COLDPLAY,8,95,87,3,54,11069614,0.359,0.779,7.0,-7.52,1.0,0.0412,0.0057,0.8370000000000001,0.379,0.5820000000000001,86.95100000000002,236213.0,4.0,0,0,0,7,27,,
Put It On Ya,PLIES featuring CHRIS J,8,92,31,13,41,1851693,0.759,0.583,1.0,-8.503,1.0,0.0864,0.00286,0.0,0.0445,0.904,76.023,257413.0,4.0,0,0,0,0,1,,
Lovebug,JONAS BROTHERS,8,84,57,12,58,9767614,0.597,0.499,4.0,-6.216,1.0,0.0581,0.126,0.0,0.214,0.521,79.071,220693.0,4.0,1,0,0,0,1,,
What Them Girls Like,LUDACRIS co-starring CHRIS BROWN &amp; SEAN GARRETT,8,59,33,14,39,6880338,0.53,0.701,1.0,-6.12,1.0,0.345,0.175,0.0,0.118,0.7929999999999999,170.233,242107.0,4.0,1,0,0,3,20,,
Leave Out All The Rest,LINKIN PARK,8,99,99,1,71,94929601,0.509,0.629,0.0,-6.434,1.0,0.0335,0.209,1.99e-06,0.369,0.237,80.012,209307.0,4.0,1,0,0,2,6,,
I'd Come For You,NICKELBACK,8,44,44,2,60,29703085,0.489,0.748,2.0,-5.488,1.0,0.0311,0.033,0.0,0.14400000000000002,0.385,147.998,262627.0,4.0,0,0,0,0,5,,
Bad Girlfriend,THEORY OF A DEADMAN,8,98,98,1,67,24407877,0.504,0.957,0.0,-2.657,1.0,0.0529,0.00298,0.0,0.187,0.6759999999999999,135.013,205627.0,4.0,0,0,0,0,0,,
Love Me Harder,ARIANA GRANDE &amp; THE WEEKND,14,79,7,22,68,552136754,0.472,0.7140000000000001,1.0,-4.3889999999999985,0.0,0.0334,0.00937,0.0,0.0764,0.24,98.992,236133.0,4.0,0,0,0,0,4,,
Tuesday,I LOVE MAKONNEN featuring DRAKE,14,90,12,22,67,150222744,0.77,0.664,0.0,-5.604,1.0,0.211,0.215,0.000118,0.105,0.472,140.16299999999998,321987.0,4.0,0,0,0,0,1,,
Blame,CALVIN HARRIS featuring JOHN NEWMAN,14,31,19,20,74,689822498,0.413,0.856,0.0,-4.078,0.0,0.0808,0.0289,0.00571,0.343,0.35,128.017,212960.0,4.0,1,0,0,1,5,,
L.A.LOVE (la la),FERGIE,14,97,27,18,62,103803014,0.509,0.482,7.0,-6.965,1.0,0.17600000000000002,0.0186,0.0,0.238,0.301,101.042,211512.0,4.0,0,0,0,8,20,,
Beg For It,IGGY AZALEA featuring MO,14,92,27,16,51,26818979,0.805,0.745,10.0,-4.303,0.0,0.044,0.209,0.000129,0.0881,0.374,92.985,178107.0,4.0,0,0,0,0,4,,
Yellow Flicker Beat,LORDE,14,74,74,1,58,85547577,0.584,0.608,1.0,-8.437999999999999,1.0,0.0352,0.104,0.00024900000000000004,0.113,0.0633,94.976,232507.0,4.0,0,0,0,2,4,,
***Flawless,BEYONCE featuring NICKI MINAJ or CHIMAMANDA NGOZI ADICHIE,14,82,76,9,70,112218389,0.639,0.659,8.0,-7.273,1.0,0.215,0.241,8.33e-06,0.484,0.457,136.80100000000002,234413.0,4.0,0,0,0,22,62,,
Steal My Girl,ONE DIRECTION,14,13,13,18,69,316194797,0.536,0.768,10.0,-5.948,0.0,0.0347,0.00433,0.0,0.114,0.545,77.217,228133.0,4.0,0,0,0,0,0,,
Try Me,JIMMY HUGHES,64,77,65,4,7,4153,0.476,0.453,0.0,-6.7879999999999985,1.0,0.0288,0.841,1.7800000000000002e-05,0.0753,0.426,172.206,156667.0,3.0,0,0,0,0,0,,
Something In The Water,CARRIE UNDERWOOD,14,24,24,20,60,30096641,0.451,0.893,7.0,-2.721,1.0,0.0627,0.0243,0.0,0.0813,0.0971,139.763,238173.0,4.0,0,0,0,7,14,,
Heroes (We Could Be),ALESSO featuring TOVE LO,14,89,31,20,65,169053831,0.51,0.747,5.0,-4.124,1.0,0.0651,0.031,0.0,0.233,0.34700000000000003,125.951,210013.0,4.0,0,0,0,0,1,,
"Touchin', Lovin'",TREY SONGZ featuring NICKI MINAJ,14,95,43,20,67,72741324,0.813,0.58,11.0,-6.724,1.0,0.0746,0.0405,8.45e-06,0.349,0.443,100.045,221972.0,4.0,0,0,0,0,0,,
Somewhere In My Car,KEITH URBAN,14,91,49,20,61,14612673,0.584,0.866,10.0,-5.511,1.0,0.0419,0.00535,2.92e-05,0.0858,0.499,118.005,195973.0,4.0,0,0,0,4,18,,
"Mary, Did You Know?",PENTATONIX,17,45,45,1,66,141987469,0.4970000000000001,0.312,11.0,-9.088,0.0,0.0269,0.302,0.0,0.0968,0.177,105.036,203373.0,4.0,0,0,0,3,3,,
Perfect Storm,BRAD PAISLEY,14,85,52,16,57,8297020,0.53,0.753,0.0,-5.551,1.0,0.0346,0.365,4.19e-05,0.269,0.38,123.979,234840.0,4.0,0,0,0,3,18,,
Santa Tell Me,ARIANA GRANDE,14,65,42,5,67,137509647,0.506,0.628,7.0,-7.316,1.0,0.173,0.0545,0.0,0.301,0.556,191.708,204093.0,4.0,0,0,0,0,4,,
Ghost,ELLA HENDERSON,14,75,21,20,66,105184260,0.682,0.836,9.0,-3.777,1.0,0.0425,0.0464,3.13e-06,0.0797,0.485,104.987,216107.0,4.0,0,0,0,0,0,,
Sun Daze,FLORIDA GEORGIA LINE,14,95,44,19,61,26166843,0.477,0.952,4.0,-3.715,1.0,0.0402,0.103,2.38e-06,0.441,0.867,170.09900000000005,184707.0,4.0,1,0,0,0,0,,
Talladega,ERIC CHURCH,14,90,43,20,70,25184112,0.584,0.672,1.0,-8.309,1.0,0.0294,0.0538,0.0481,0.0885,0.556,144.0,262280.0,4.0,0,0,0,0,4,,
Guts Over Fear,EMINEM featuring SIA,14,22,22,2,58,162073382,0.6559999999999999,0.855,6.0,-4.282,1.0,0.212,0.318,0.0,0.257,0.507,140.05700000000002,300387.0,4.0,0,0,0,15,43,,
Booty,JENNIFER LOPEZ featuring IGGY AZALEA or PITBULL,14,18,18,6,58,223959047,0.7140000000000001,0.951,0.0,-4.151,1.0,0.0533,0.00344,0.000161,0.225,0.458,128.964,209700.0,4.0,0,0,0,0,2,,
Look At You,BIG &amp; RICH,14,100,73,14,50,761497,0.503,0.8220000000000001,11.0,-4.941,1.0,0.0506,0.0681,0.0,0.145,0.7140000000000001,164.013,223707.0,4.0,0,0,0,0,0,,
Neon Light,BLAKE SHELTON,14,81,43,17,57,12767296,0.6659999999999999,0.78,2.0,-5.847,1.0,0.048,0.0189,1.01e-06,0.0635,0.923,154.056,221402.0,4.0,0,0,0,0,7,,
Drinking Class,LEE BRICE,14,99,60,20,68,12119423,0.6629999999999999,0.53,1.0,-9.763,1.0,0.0301,0.0886,0.0,0.154,0.269,109.003,207347.0,4.0,0,0,0,0,1,,
i,KENDRICK LAMAR,14,39,39,11,62,70450922,0.7609999999999999,0.8859999999999999,1.0,-5.322,1.0,0.0627,0.0196,1.72e-06,0.236,0.89,121.91,231933.0,4.0,3,0,0,7,22,,
Bed Of Lies,NICKI MINAJ featuring SKYLAR GREY,15,62,62,3,57,16511238,0.527,0.662,11.0,-5.75,1.0,0.318,0.254,0.0,0.113,0.121,171.43900000000005,269947.0,4.0,0,0,0,0,10,,
Til It's Gone,KENNY CHESNEY,14,100,60,14,53,2315104,0.499,0.8220000000000001,4.0,-7.122000000000001,1.0,0.049,0.00544,0.000197,0.272,0.499,86.48100000000002,250533.0,4.0,0,0,0,0,5,,
Often,THE WEEKND,14,97,59,20,73,314213883,0.5710000000000001,0.614,7.0,-9.834,0.0,0.0461,0.221,0.0,0.13699999999999998,0.0853,133.984,249040.0,4.0,0,0,0,0,0,,
In Your Arms,NICO &amp; VINZ,14,82,72,12,56,19825125,0.431,0.81,7.0,-6.051,1.0,0.0958,0.299,0.0,0.249,0.674,110.118,205800.0,4.0,0,0,0,0,0,,
God Made Girls,RAELYNN,14,98,61,16,56,35673767,0.51,0.905,3.0,-2.9130000000000003,1.0,0.0289,0.114,3.01e-06,0.14300000000000002,0.7959999999999999,156.06,216253.0,4.0,0,0,0,0,0,,
Feelin' It,SCOTTY McCREERY,14,96,84,11,55,13009530,0.584,0.7709999999999999,7.0,-5.322,1.0,0.0514,0.107,0.0,0.0844,0.6859999999999999,184.114,198227.0,4.0,0,0,0,0,0,,
Baby Don't Lie,GWEN STEFANI,14,46,46,6,47,37166052,0.688,0.551,10.0,-5.49,0.0,0.0315,0.0118,0.226,0.102,0.274,99.964,202533.0,4.0,0,0,0,3,18,,
Mr. Blue,FLEETWOODS,59,75,1,20,44,547075,0.374,0.0889,4.0,-17.475,1.0,0.0356,0.931,6.88e-06,0.111,0.211,96.677,145133.0,4.0,0,0,0,0,0,,
We Got Love,BOBBY RYDELL,59,67,6,17,26,121750,0.454,0.6779999999999999,7.0,-6.8679999999999986,1.0,0.0582,0.703,0.0,0.126,0.606,129.399,141867.0,4.0,0,0,0,0,0,,
Don't You Know,DELLA REESE,59,113,2,19,30,586073,0.149,0.3670000000000001,3.0,-13.011,1.0,0.0347,0.799,0.0,0.0996,0.374,170.558,151707.0,1.0,0,0,0,0,3,,
It's Time To Cry,PAUL ANKA,59,108,4,16,26,1893058,0.311,0.314,3.0,-12.81,1.0,0.0325,0.731,0.0,0.335,0.565,109.983,145467.0,3.0,0,0,0,0,0,,
Be My Guest,FATS DOMINO,59,80,8,14,40,292181,0.5870000000000001,0.723,10.0,-5.084,1.0,0.029,0.328,3.71e-06,0.22,0.963,147.576,118066.0,4.0,0,0,1,0,0,,
Way Down Yonder In New Orleans,FREDDY CANNON,59,72,3,15,22,408525,0.278,0.8220000000000001,8.0,-5.932,1.0,0.0609,0.531,0.0,0.203,0.831,142.67700000000005,151600.0,4.0,0,0,0,0,0,,
Oh Carol,NEIL SEDAKA,59,106,9,19,54,8958328,0.579,0.618,11.0,-13.002,1.0,0.0401,0.7559999999999999,1e-05,0.362,0.816,132.685,136200.0,4.0,0,0,0,0,5,,
Uh-Oh,NUTTY SQUIRRELS,59,86,14,12,4,54138,0.7070000000000001,0.42,4.0,-10.222,1.0,0.0395,0.698,0.0044,0.202,0.596,112.556,144693.0,4.0,0,0,0,0,0,,
Hound Dog Man,FABIAN,59,113,9,16,0,77466,0.6709999999999999,0.695,2.0,-10.802,1.0,0.0596,0.685,0.0,0.0798,0.718,106.659,133173.0,4.0,0,0,0,0,0,,
Scarlet Ribbons,THE BROWNS,59,89,13,14,13,258444,0.457,0.228,7.0,-11.901,1.0,0.0269,0.911,0.0002,0.139,0.231,96.324,159493.0,3.0,0,0,0,0,0,,
Pretty Blue Eyes,STEVE LAWRENCE,59,80,9,18,31,2479749,0.581,0.53,5.0,-10.437,1.0,0.0308,0.486,0.0,0.38,0.91,127.175,112440.0,4.0,0,0,0,1,2,,
Among My Souvenirs,CONNIE FRANCIS,59,115,7,17,26,286458,0.478,0.453,9.0,-7.046,1.0,0.0271,0.4,6.4e-06,0.126,0.443,108.043,154133.0,3.0,0,0,0,0,0,,
I Wanna Be Loved,RICKY NELSON,59,107,20,12,26,10563,0.669,0.443,11.0,-5.996,0.0,0.0294,0.645,0.0,0.059,0.475,111.666,165320.0,4.0,0,0,0,0,0,,
Come Into My Heart,LLOYD PRICE,59,88,20,14,21,4290,0.523,0.556,8.0,-7.002999999999999,1.0,0.0335,0.615,0.0,0.0783,0.7040000000000001,103.276,127067.0,4.0,0,0,0,0,0,,
Reveille Rock,JOHNNY AND THE HURRICANES,59,95,25,13,19,393435,0.459,0.746,6.0,-14.327,1.0,0.0375,0.0779,0.0545,0.584,0.963,93.3,140813.0,4.0,0,0,0,0,1,,
Teardrop,SANTO &amp; JOHNNY,59,111,23,12,36,392655,0.639,0.128,6.0,-17.992,1.0,0.0301,0.77,0.83,0.0985,0.39,95.688,130867.0,3.0,0,0,0,0,0,,
True Love True Love,THE DRIFTERS,59,77,33,11,19,211431,0.511,0.236,0.0,-14.496,1.0,0.043,0.67,0.0,0.0953,0.196,141.222,141427.0,4.0,0,0,0,0,0,,
Marina,WILLY ALBERTI,59,108,42,11,1,24681,0.4920000000000001,0.353,8.0,-14.623,1.0,0.0665,0.34700000000000003,0.0,0.124,0.7090000000000001,205.886,169507.0,4.0,0,0,0,0,0,,
Woo-Hoo,THE ROCK-A-TEENS,59,109,16,15,12,294145,0.586,0.784,4.0,-12.678,1.0,0.0433,0.764,0.565,0.115,0.802,115.062,129587.0,4.0,0,0,0,0,0,,
High School U.S.A.,TOMMY FACENDA,59,112,28,14,3,17762,0.715,0.6829999999999999,7.0,-9.742,1.0,0.13,0.305,0.0,0.478,0.887,116.027,132733.0,4.0,0,0,0,0,0,,
Smokie,BILL BLACK'S COMBO,59,110,17,13,25,209287,0.877,0.7559999999999999,0.0,-7.722,1.0,0.0756,0.823,0.698,0.0943,0.58,110.456,125760.0,4.0,0,0,0,0,0,,
I've Been Around,FATS DOMINO,59,114,33,10,20,1571,0.825,0.601,3.0,-4.557,1.0,0.0315,0.123,0.000131,0.104,0.8220000000000001,87.605,117574.0,4.0,0,0,1,0,0,,
The Enchanted Sea,THE ISLANDERS,59,110,15,14,2,25626,0.472,0.399,9.0,-14.228,0.0,0.0404,0.711,0.919,0.464,0.353,127.681,124082.0,3.0,0,0,0,0,0,,
Mighty Good,RICKY NELSON,59,115,38,11,8,22333,0.562,0.6629999999999999,5.0,-11.33,0.0,0.0474,0.211,0.0,0.326,0.928,81.253,140160.0,4.0,0,0,0,0,0,,
Midnight Stroll,THE REVELS,59,109,35,12,18,24233,0.518,0.514,9.0,-9.647,1.0,0.0301,0.857,0.0,0.28800000000000003,0.711,71.585,154317.0,4.0,0,0,0,0,0,,
If I Give My Heart To You,KITTY KALLEN,59,110,34,16,8,134365,0.247,0.221,7.0,-15.103,1.0,0.0322,0.873,1.12e-06,0.192,0.397,99.563,166867.0,4.0,0,0,0,0,0,,
I'll Walk The Line,DON COSTA AND HIS ORCHESTRA AND CHORUS,59,105,59,10,14,13839,0.524,0.511,4.0,-12.432,1.0,0.0251,0.653,0.731,0.0993,0.7240000000000001,91.493,122515.0,4.0,0,0,0,0,4,,
God Bless America,CONNIE FRANCIS,59,106,36,12,20,14119,0.275,0.303,3.0,-12.172,1.0,0.0335,0.47,0.005520000000000001,0.14300000000000002,0.61,186.406,168867.0,3.0,0,0,0,0,0,,
Living Doll,CLIFF RICHARD,59,80,30,13,26,293477,0.579,0.471,9.0,-7.699,1.0,0.0459,0.506,0.0,0.101,0.754,63.015,158787.0,4.0,0,0,0,0,0,,
The Clouds,THE SPACEMEN,59,108,41,16,0,18402,0.815,0.818,3.0,-6.924,1.0,0.0409,0.202,0.591,0.0773,0.8909999999999999,104.489,164571.0,4.0,0,0,0,0,0,,
A Year Ago Tonight,THE CRESTS,59,106,42,11,4,4227,0.6970000000000001,0.439,7.0,-12.188,1.0,0.0614,0.802,0.0,0.225,0.805,143.50799999999995,147200.0,4.0,0,0,0,0,0,,
Battle Hymn Of The Republic,THE MORMON TABERNACLE CHOIR,59,102,13,17,0,3150695,0.389,0.142,5.0,-24.31,1.0,0.0846,0.953,2.4e-06,0.742,0.152,108.867,771600.0,4.0,0,0,0,0,0,,
Torquay,THE FIREBALLS,59,87,39,13,21,414836,0.639,0.865,0.0,-10.253,1.0,0.0392,0.12,0.858,0.119,0.969,157.64,116360.0,4.0,0,0,0,0,0,,
Just To Be With You,THE PASSIONS,59,102,95,3,19,343625,0.484,0.21,7.0,-13.0,1.0,0.0327,0.691,0.0,0.159,0.593,113.901,144373.0,3.0,0,0,0,0,0,,
The Village Of St. Bernadette,ANDY WILLIAMS,59,114,7,14,8,102325,0.26,0.17800000000000002,8.0,-12.293,1.0,0.0293,0.941,5.59e-06,0.315,0.232,89.289,198920.0,3.0,0,0,0,1,4,,
Wont'cha Come Home,LLOYD PRICE,59,100,43,7,22,6939,0.662,0.493,0.0,-7.316,1.0,0.042,0.654,0.0,0.478,0.845,123.564,129733.0,4.0,0,0,0,0,0,,
Joey's Song,BILL HALEY AND HIS COMETS,59,113,46,16,0,49609,0.823,0.55,9.0,-9.519,0.0,0.0413,0.211,0.0144,0.203,0.961,96.895,140080.0,4.0,0,0,0,0,0,,
Go Jimmy Go,JIMMY CLANTON,59,98,5,16,3,161154,0.684,0.374,0.0,-12.037,1.0,0.0358,0.435,0.0,0.131,0.846,142.815,126427.0,4.0,0,0,0,0,0,,
The Best Of Everything,JOHNNY MATHIS,59,107,62,6,3,71076,0.242,0.421,9.0,-11.02,1.0,0.0349,0.845,0.0,0.0911,0.263,79.675,163627.0,4.0,0,0,1,0,1,,
Beyond The Sunset,PAT BOONE,59,109,71,6,2,82705,0.293,0.14400000000000002,0.0,-21.792,1.0,0.0388,0.624,6.04e-05,0.123,0.418,145.033,175280.0,3.0,0,0,0,0,6,,
Tiny Tim,LaVERN BAKER,59,93,63,9,3,58042,0.7559999999999999,0.498,5.0,-11.174,0.0,0.325,0.5329999999999999,0.0,0.403,0.8059999999999999,138.365,140907.0,4.0,0,0,0,0,0,,
Not One Minute More,DELLA REESE,59,81,16,11,8,19976,0.348,0.467,10.0,-6.346,1.0,0.0329,0.835,0.000437,0.124,0.258,122.738,158360.0,4.0,0,0,0,0,3,,
Symphony,SAMMY TURNER,59,90,82,3,2,3471,0.5539999999999999,0.279,8.0,-14.962,0.0,0.0362,0.918,0.0026,0.173,0.603,107.007,154933.0,4.0,0,0,0,0,0,,
We Told You Not To Marry,TITUS TURNER,59,107,83,7,2,5107,0.5720000000000001,0.5379999999999999,8.0,-6.473,1.0,0.0434,0.8590000000000001,0.0,0.166,0.882,142.523,136307.0,4.0,0,0,0,0,0,,
Teach Me Tiger,APRIL STEVENS,59,99,86,3,25,2354358,0.5870000000000001,0.16,10.0,-18.767,1.0,0.0548,0.484,6.01e-05,0.134,0.568,116.263,143200.0,4.0,0,0,0,1,1,,
Shadows,THE 5 SATINS,59,109,87,6,29,14799,0.515,0.312,7.0,-10.504,1.0,0.0262,0.8170000000000001,0.000669,0.16399999999999998,0.618,98.372,157293.0,3.0,0,0,0,0,0,,
How About That,BAD COMPANY,92,90,38,13,32,1011208,0.6609999999999999,0.504,2.0,-10.176,1.0,0.0279,0.00103,0.0174,0.0735,0.156,113.129,326707.0,4.0,0,0,0,0,1,,
Shimmy Shimmy Ko-Ko-Bop,LITTLE ANTHONY AND THE IMPERIALS,59,112,24,17,27,355119,0.7,0.447,10.0,-12.969,1.0,0.0502,0.638,0.0,0.233,0.826,116.08,130573.0,4.0,0,0,0,0,0,,
Do-Re-Mi,MITCH MILER AND HIS ORCHESTRA AND CHORUS,59,110,103,2,11,3561111,0.586,0.657,10.0,-11.173,1.0,0.0389,0.805,5.59e-05,0.142,0.784,115.215,122667.0,4.0,0,0,0,0,0,,
Starry Eyed,GARY STITES,59,111,77,8,5,11269,0.59,0.532,5.0,-7.98,1.0,0.027000000000000003,0.0438,0.0,0.0918,0.262,97.504,256933.0,4.0,0,0,0,0,0,,
I Don't Know What It Is,THE BLUENOTES,59,115,103,3,0,18704512,0.625,0.262,6.0,-16.641,1.0,0.953,0.22,0.0,0.598,0.55,175.287,288693.0,4.0,0,0,0,0,0,,
Candy Apple Red,BONNIE GUITAR,59,108,97,5,1,7451,0.396,0.0534,9.0,-22.341,1.0,0.0311,0.959,0.669,0.107,0.373,62.926,144533.0,4.0,0,0,0,0,0,,
Let's Try Again,CLYDE McPHATTER,59,115,48,12,2,1095,0.693,0.355,8.0,-12.021,1.0,0.161,0.772,0.0,0.0886,0.908,147.30200000000005,148867.0,4.0,0,0,0,0,0,,
Darling Lorraine,THE KNOCKOUTS,59,113,46,15,10,314345,0.531,0.298,11.0,-12.216,1.0,0.0265,0.8759999999999999,0.000447,0.139,0.539,107.521,121443.0,3.0,0,0,0,0,0,,
"Say Man, Back Again",BO DIDDLEY,59,114,106,3,3,971,0.769,0.578,4.0,-12.577,1.0,0.153,0.599,0.0,0.0851,0.939,116.678,183893.0,4.0,0,0,1,0,2,,
Bonnie Came Back,DUANE EDDY,59,107,7,29,2,27937,0.5529999999999999,0.865,9.0,-9.471,1.0,0.064,0.0338,0.901,0.129,0.6409999999999999,129.547,138933.0,4.0,0,0,0,1,2,,
If I Had A Girl,ROD LAUREN,59,109,31,11,1,9793,0.385,0.328,2.0,-12.782,1.0,0.0435,0.7509999999999999,0.00016299999999999998,0.21,0.583,123.845,130947.0,4.0,0,0,0,0,0,,
No Love Have I,WEBB PIERCE,59,115,54,13,3,5069,0.6509999999999999,0.615,0.0,-10.137,1.0,0.0356,0.75,0.0048200000000000005,0.1,0.807,132.02200000000002,146827.0,4.0,0,0,0,0,0,,
Riverboat,FARON YOUNG,59,113,83,7,14,2835,0.6509999999999999,0.7090000000000001,4.0,-8.817,1.0,0.049,0.491,0.0,0.099,0.942,90.851,139200.0,4.0,0,0,0,0,1,,
Dominique,THE SINGING NUN,63,110,1,14,27,3520249,0.541,0.343,8.0,-11.365,1.0,0.0285,0.6709999999999999,0.0,0.17,0.779,99.96,167533.0,4.0,0,0,0,0,0,,
I'm Leaving It Up To You,DALE AND GRACE,63,117,1,16,28,1263649,0.418,0.358,7.0,-14.709,1.0,0.0377,0.606,0.000766,0.153,0.7040000000000001,109.363,127559.0,3.0,0,0,0,0,0,,
You Don't Have To Be A Baby To Cry,THE CARAVELLES,63,84,3,13,0,200247,0.56,0.581,1.0,-9.614,1.0,0.0476,0.8140000000000001,1.04e-06,0.0952,0.846,134.55,112093.0,4.0,0,0,0,0,0,,
Be True To Your School,THE BEACH BOYS,63,83,6,12,30,348946,0.528,0.722,10.0,-6.127999999999999,1.0,0.0344,0.501,6.02e-06,0.0705,0.86,138.648,128693.0,4.0,0,0,1,0,0,,
Drip Drop,DION DI MUCI,63,73,6,11,30,150933,0.569,0.8,2.0,-7.2010000000000005,1.0,0.0508,0.657,0.0,0.0864,0.862,122.312,153827.0,4.0,0,0,0,0,0,,
There I've Said It Again,BOBBY VINTON,63,50,1,13,37,289910,0.253,0.303,9.0,-10.364,1.0,0.0303,0.7759999999999999,0.0,0.0959,0.308,80.146,140667.0,4.0,0,0,0,0,1,,
Walking The Dog,RUFUS THOMAS,63,80,10,14,40,850487,0.805,0.442,8.0,-11.076,1.0,0.0337,0.598,4.52e-05,0.0416,0.737,115.436,157760.0,4.0,0,0,0,2,3,,
Little Red Rooster,SAM COOKE,63,113,11,11,39,135416,0.597,0.64,9.0,-7.7189999999999985,1.0,0.0427,0.588,0.0,0.526,0.823,92.422,171827.0,4.0,0,0,1,0,6,,
She's A Fool,LESLEY GORE,63,81,5,15,27,519284,0.547,0.56,3.0,-6.435,1.0,0.0307,0.818,1.35e-06,0.301,0.589,121.445,130067.0,4.0,0,0,0,0,3,,
Sugar Shack,JIMMY GILMER AND THE FIREBALLS,63,106,1,16,32,1344537,0.792,0.804,7.0,-7.484,1.0,0.0659,0.225,5.01e-06,0.065,0.879,132.852,123693.0,4.0,1,0,0,0,0,,
Wonderful Summer,ROBIN WARD,63,102,14,12,11,297957,0.327,0.416,1.0,-12.169,1.0,0.0336,0.82,0.0,0.421,0.838,205.732,30772.0,4.0,0,0,0,0,0,,
Loddy Lo,CHUBBY CHECKER,63,71,12,13,27,57159,0.66,0.642,5.0,-7.109,1.0,0.0407,0.139,0.0,0.0652,0.943,174.24900000000005,131133.0,4.0,0,0,0,1,1,,
