Song,Artist,Endurance_Score,Predicted_Endurance_Score,Entry_Position,Peak_Position,Total_Weeks,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations,artist popularity,TopSongsArtist,TopSongsArtist10,days_before_charting,TopSongsArtist100,Entry_Year,Age_Percentage_15_30
Heartache Tonight,EAGLES,0.755184342,0.822458852,52,1,15,0.81,0.511,0,-6.454,0.0409,0.0778,0.000226,0.0714,0.858,113.153,265678,4,0,0,0,6,18,79,2,2,18,3,1979,27.4
Lonely Nights,BRYAN ADAMS,0.63866828,0.704776327,88,84,2,0.216,0.871,5,-7.918,0.0509,0.00194,2.08E-05,0.864,0.525,146.164,219991,4,0,0,0,1,15,77,2,4,72,11,1982,27.1
I Won't Give Up On You,TKA,0.506377295,0.610558759,87,65,8,0.729,0.873,11,-8.446,0.143,0.0581,8.72E-05,0.0713,0.588,105.533,289040,4,0,0,0,0,0,39,0,0,0,3,1990,23.5
El Cerrito Place,KENNY CHESNEY,0.769932238,0.801999164,92,72,13,0.596,0.503,4,-7.606,0.0272,0.13,0,0.0754,0.262,134.032,351613,4,0,0,0,0,5,77,0,0,0,39,2012,20.9
River's Invitation,PERCY MAYFIELD,0.502606849,0.50758431,99,99,12,0.423,0.246,7,-13.691,0.0512,0.825,0.0097,0.645,0.293,149.265,282667,3,0,0,0,0,0,28,0,0,0,1,1963,20.8
Mare Take Me Home,MATTHEWS' SOUTHERN COMFORT,0.438066172,0.491282717,96,96,2,0.581,0.459,7,-15.161,0.0358,0.146,4.35E-05,0.156,0.902,102.726,220067,4,0,0,0,0,0,32,0,0,0,2,1971,24.7
Slam,ONYX,0.837312225,0.801136483,79,4,20,0.879,0.692,4,-12.958,0.352,0.0706,0.00426,0.915,0.804,98.329,218507,4,0,0,0,0,0,57,0,1,18,3,1993,22.2
Jack The Ripper,LINK WRAY AND HIS RAY MEN,0.492521651,0.628280215,103,64,14,0.405,0.631,2,-7.32,0.0314,0.254,0.0111,0.136,0.308,86.635,143253,4,1,0,0,0,0,36,0,0,0,1,1963,20.8
Do The Bird,DEE DEE SHARP,0.562885979,0.639567734,111,10,12,0.617,0.698,2,-5.25,0.0559,0.234,0,0.047,0.938,78.741,132880,4,0,0,0,0,0,36,0,3,0,3,1963,20.8
High,THE CURE,0.723313365,0.757289585,76,42,12,0.618,0.717,9,-12.107,0.03,0.0164,0.000339,0.0594,0.761,114.802,213333,4,0,0,0,0,0,77,0,1,19,7,1992,22.6
L.A. Freeway,JERRY JEFF WALKER,0.722469784,0.573319134,98,98,3,0.488,0.656,10,-6.798,0.0357,0.317,0.00023,0.21,0.758,119.194,287773,4,0,0,0,0,1,48,0,0,0,1,1973,25.8
Your Personal Touch,EVELYN 'CHAMPAGNE' KING,0.711324695,0.637328238,87,86,4,0.729,0.794,10,-8.505,0.0519,0.00774,0.00458,0.0288,0.936,111.036,290893,4,0,0,0,0,0,57,0,0,0,1,1986,25.5
Stars On Stevie,STARS ON 45,0.640989313,0.689938619,85,28,10,0.482,0.811,8,-5,0.221,0.0481,4.79E-06,0.219,0.761,123.332,467200,4,0,0,0,0,0,45,1,0,27,2,1982,27.1
You Angel You,MANFRED MANN'S EARTH BAND,0.595561284,0.598716704,90,58,7,0.311,0.491,11,-12.727,0.0481,0.0285,0.0148,0.112,0.276,79.405,310693,4,0,0,0,0,0,57.77835159,1,0,0,4,1979,27.4
Baby Mama,FANTASIA,0.753713306,0.777772058,99,60,12,0.658,0.713,9,-6.83,0.0716,0.062,0,0.0402,0.447,81.98,255787,4,0,0,0,1,12,63,0,0,0,5,2005,21
Too Much,TARA KEMP,0.286620107,0.502869713,96,95,2,0.648,0.626,8,-12.11,0.0363,0.215,0.000682,0.18,0.849,74.33,296967,4,0,0,0,0,0,20,0,2,0,1,1991,23
Love Power,DIONNE WARWICK &amp; JEFFREY OSBORNE,0.708711399,0.737258711,66,12,14,0.78,0.481,0,-13.179,0.0304,0.249,1.60E-05,0.07,0.618,116.17,273707,4,0,0,0,5,14,63,0,0,0,1,1987,25
Uh-Oh,NUTTY SQUIRRELS,0.40283859,0.432413521,86,14,12,0.707,0.42,4,-10.222,0.0395,0.698,0.0044,0.202,0.596,112.556,144693,4,0,0,0,0,0,3,0,0,0,1,1959,19.6
I Feel The Earth Move,MARTIKA,0.711592917,0.662386099,96,25,11,0.705,0.962,7,-4.523,0.0292,0.0463,0.0133,0.0312,0.963,124.716,253267,4,0,0,0,0,0,52,1,1,0,3,1989,23.9
"Mary, Mary",RUN DMC,0.756635623,0.669382214,86,75,6,0.89,0.882,3,-6.485,0.0969,0.00296,0.00289,0.0388,0.93,115.026,195253,4,0,0,1,0,1,67,0,1,0,3,1988,24.5
You Know Like I Know,THE OZARK MOUNTAIN DAREDEVILS,0.548981337,0.658999938,108,74,13,0.661,0.425,5,-9.948,0.0254,0.501,0.00998,0.114,0.34,95.329,224600,4,0,0,0,0,0,45,0,0,0,1,1977,27.3
1st Of Tha Month,BONE THUGS-N-HARMONY,0.857428652,0.828819989,53,14,20,0.729,0.581,5,-8.235,0.18,0.0777,3.81E-06,0.696,0.508,74.038,314680,4,0,0,0,1,3,71,1,0,72,4,1995,21.4
Memphis,FRED KNOBLOCK,0.168766516,0.510698015,107,102,8,0.562,0.306,7,-12.769,0.0737,0.961,0.0183,0.102,0.763,157.928,161347,4,0,0,0,0,0,57.77835159,0,0,0,0,1981,27.3
Slow And Sexy,SHABBA RANKS featuring JOHNNY GILL,0.68089391,0.756631415,86,33,19,0.726,0.772,1,-7.931,0.123,0.0124,0.000593,0.0544,0.723,180.169,319027,4,0,0,0,2,2,53,0,0,0,1,1992,22.6
Since I Lost My Baby,TEMPTATIONS,0.738044217,0.707471852,68,17,10,0.516,0.693,3,-5.814,0.0266,0.125,1.70E-05,0.0577,0.914,101.227,174627,4,0,0,0,4,9,73,2,3,53,12,1965,21.7
Oh Marie,THE VILLAGE STOMPERS,0.122131388,0.299260046,132,132,1,0.447,0.746,1,-6.508,0.0568,0.56,0.779,0.0461,0.864,183.623,166707,4,0,0,0,0,0,26,0,1,0,0,1964,21.2
Didn't You Know How Much I Loved You,KELLIE PICKLER,0.818509025,0.768215926,97,97,1,0.525,0.795,9,-4.696,0.0402,0.245,0,0.098,0.25,137.881,285187,4,0,0,0,0,0,53,0,0,0,5,2010,20.9
Feel The Music,PLANET SOUL,0.586959963,0.590011379,78,73,11,0.554,0.684,7,-10.061,0.0816,0.019,0.0166,0.0635,0.554,132.063,352427,4,0,0,0,0,0,23,0,0,0,2,1996,21.2
Disco To Go,THE BRIDES OF FUNKENSTEIN,0.271205253,0.561289964,105,102,6,0.793,0.535,7,-16.826,0.0539,0.000159,0.899,0.124,0.654,129.934,401467,4,0,0,0,0,0,57.77835159,0,0,62,0,1979,27.4
How Can I Forget,BEN E. KING,0.506423661,0.507526098,106,106,3,0.555,0.546,0,-10.782,0.0247,0.688,0,0.233,0.812,90.618,141013,4,0,0,0,0,0,69,0,1,0,13,1963,20.8
Booti Call,BLACKSTREET,0.674076626,0.780372478,94,34,20,0.87,0.92,9,-2.858,0.0538,0.00819,0.000838,0.083,0.852,99.123,266493,4,0,0,0,1,1,70,1,1,0,3,1994,21.8
Let's Forget About It,LISA LOEB,0.542175167,0.673764195,94,71,7,0.686,0.784,0,-4.982,0.0296,0.507,2.26E-05,0.243,0.681,100.08,165867,4,0,0,0,0,0,49,0,0,0,1,1998,20.9
Cabaret,MIKE DOUGLAS,0.207705308,0.415645137,133,129,3,0.703,0.381,0,-8.829,0.0354,0.207,1.03E-05,0.1,0.967,130.108,110841,4,0,0,0,0,1,57.77835159,0,1,0,0,1966,22.1
Whose Heart Are You Breaking Tonight,CONNIE FRANCIS,0.419259086,0.47842088,107,43,8,0.305,0.452,6,-7.501,0.0327,0.7,1.45E-06,0.399,0.407,93.623,143613,4,0,0,0,0,0,56,2,11,0,19,1965,21.7
Tunnel Of Love,BRUCE SPRINGSTEEN,0.783178572,0.775903721,57,9,16,0.587,0.675,5,-11.787,0.0366,0.0501,0.00243,0.479,0.664,116.954,309760,4,0,0,0,20,49,57.77835159,0,10,0,11,1987,25
Falls On Me,FUEL,0.810805213,0.811651316,65,52,14,0.327,0.793,9,-6.484,0.0367,9.70E-05,0.239,0.107,0.174,164.262,254347,4,0,0,0,0,0,63,0,0,0,3,2004,20.9
Days Go By,DIRTY VEGAS,0.788383255,0.836367741,84,14,20,0.786,0.853,9,-8.274,0.0688,0.0499,0.0872,0.35,0.309,126.99,432147,4,1,0,0,1,2,46,0,0,18,1,2002,20.8
James (Hold The Ladder Steady),SUE THOMPSON,0.615638443,0.552740376,83,17,10,0.74,0.571,10,-9.961,0.0361,0.808,0,0.112,0.962,138.06,135160,4,0,0,0,0,0,35,0,2,0,5,1962,20.2
I'll Never Do You Wrong,JOE TEX,0.550065563,0.380789317,81,59,5,0.725,0.486,6,-9.154,0.0281,0.273,0,0.0997,0.744,78.585,188920,4,0,0,0,0,7,42,0,2,0,19,1968,23.1
Down & Out,CAM'RON,0.781963285,0.599147412,94,94,1,0.735,0.835,6,-2.926,0.234,0.0201,0,0.105,0.671,83.016,248627,4,0,0,0,0,0,14,0,0,0,2,2005,21
She's Mine,STEVE PERRY,0.699715343,0.708072201,53,21,13,0.479,0.835,4,-3.969,0.0432,0.27,2.12E-06,0.103,0.368,100,266520,4,0,0,0,0,3,56,0,1,84,4,1984,26.6
Open Up Your Door,RICHARD AND THE YOUNG LIONS,0.685887659,0.525803502,102,99,5,0.412,0.21,2,-12.465,0.028,0.535,0.0139,0.338,0.149,71.043,283120,4,0,0,0,0,0,57.77835159,0,0,48,1,1966,22.1
Since You Been Gone,RAINBOW,0.803819751,0.546141762,109,109,1,0.716,0.821,7,-4.204,0.0389,0.551,5.68E-06,0.618,0.931,120.737,197867,4,0,0,0,0,1,63,0,0,0,1,1979,27.4
Sea Cruise,THE HONDELLS,0.556830504,0.408980615,134,131,2,0.813,0.732,10,-8.356,0.0468,0.0331,0.0046,0.282,0.96,120.724,191027,4,0,0,0,0,0,57.77835159,0,1,0,1,1965,21.7
Blue Water Line,THE BROTHERS FOUR,0.542964071,0.502343768,93,68,8,0.438,0.382,9,-16.586,0.0963,0.757,1.48E-06,0.28,0.844,166.438,170400,4,0,0,0,0,0,45,0,0,0,2,1962,20.2
You're All That Matters To Me,CURTIS STIGERS,0.629406954,0.628331135,98,98,1,0.573,0.635,5,-9.587,0.0317,0.0808,0,0.0853,0.821,182.75,280533,4,0,0,0,0,0,51,0,1,0,2,1992,22.6
People Don't Believe,SCARFACE,0.490510868,0.714702702,83,74,7,0.721,0.767,7,-4.606,0.183,0.457,4.55E-06,0.272,0.799,83.234,277907,4,0,0,0,0,0,64,0,0,0,2,1995,21.4
Love In Store,FLEETWOOD MAC,0.66156033,0.777970121,72,22,14,0.69,0.582,0,-8.303,0.0274,0.0854,0.00155,0.0932,0.401,124.481,190800,4,0,0,0,2,7,83,0,4,0,11,1982,27.1
In The Arms Of Love,ANDY WILLIAMS,0.52211652,0.566672123,86,49,8,0.237,0.24,4,-13.598,0.0317,0.895,0.000128,0.194,0.157,83.097,175160,4,0,0,0,1,4,68,0,3,0,16,1966,22.1
You Make Me Feel Like Someone,THE BABIES,0.293926886,0.407578071,122,122,1,0.488,0.544,9,-8.781,0.0301,0.711,2.90E-06,0.491,0.79,93.774,171267,4,0,0,0,0,0,57.77835159,0,0,0,0,1967,22.5
I Can't Go On Livin' Baby Without You,NINO TEMPO &amp; APRIL STEVENS,0.212717716,0.319194375,130,86,4,0.525,0.607,10,-7.417,0.0307,0.776,0,0.158,0.759,151.758,163467,4,0,0,0,1,1,23,1,0,0,5,1967,22.5
Strangers In The Night,BERT KAEMPFERT AND HIS ORCHESTRA,0.664930066,0.465167594,127,124,2,0.45,0.257,7,-12.039,0.0291,0.86,0.926,0.0922,0.402,89.172,200293,4,0,0,0,0,1,51,0,0,0,0,1966,22.1
Some Things Are Better Left Unsaid,DARYL HALL &amp; JOHN OATES,0.671819317,0.703516204,55,18,13,0.714,0.748,9,-8.009,0.0304,0.0441,2.63E-05,0.0683,0.576,118.845,326560,4,0,0,0,0,6,77,4,9,0,13,1985,26
Children Of The Sun,BILLY THORPE,0.743622912,0.694527518,107,41,12,0.326,0.458,9,-15.654,0.156,0.0146,0.00287,0.103,0.345,83.261,404493,4,0,0,0,0,0,32,0,0,0,1,1979,27.4
Before My Heart Finds Out,GENE COTTON,0.619096605,0.655712319,86,23,14,0.613,0.538,6,-6.333,0.0304,0.471,1.35E-06,0.138,0.484,122.652,151493,4,0,0,0,0,0,57.77835159,0,0,4,1,1978,27.3
None Of Your Business,SALT-N-PEPA,0.745145005,0.775097111,73,32,22,0.76,0.57,6,-9.587,0.503,0.201,0,0.0612,0.757,197.901,213173,4,0,0,0,1,5,65,0,0,0,5,1994,21.8
Sad Tomorrows,TRINI LOPEZ,0.190116136,0.436797808,122,94,5,0.492,0.261,9,-12.899,0.0292,0.499,0,0.0692,0.162,81.853,173627,3,0,0,0,0,1,45,0,1,0,10,1965,21.7
The Pick Of Destiny,TENACIOUS D,0.819515619,0.80841985,78,78,1,0.623,0.938,0,-4.161,0.123,0.00296,0.000852,0.48,0.308,112.022,165960,4,1,0,0,1,2,69,0,0,0,1,2006,21
I Am,MARY J. BLIGE,0.799731935,0.829885712,67,55,20,0.605,0.583,6,-4.717,0.0364,0.0783,0,0.211,0.556,82.18,237493,4,0,0,0,0,0,75,1,1,0,17,2009,21
Tonight's The Night,BLACKSTREET,0.722359338,0.739675529,95,80,6,0.585,0.573,6,-5.561,0.0759,0.133,1.12E-05,0.173,0.591,76.06,258027,4,0,0,0,1,1,70,1,1,53,3,1995,21.4
Why Wait,RASCAL FLATTS,0.766486037,0.816839721,48,48,20,0.602,0.78,2,-4.728,0.0423,0.153,0,0.105,0.534,122.031,224840,4,0,0,0,0,4,77,0,2,33,28,2010,20.9
Ship To Shore,CHRIS DE BURGH,0.603134388,0.623973754,80,71,5,0.724,0.629,2,-12.351,0.0442,0.176,0,0.087,0.727,122.547,229133,4,0,0,0,0,0,62,0,1,0,3,1983,26.8
Saving All My Love For You,WHITNEY HOUSTON,0.878576855,0.856360089,53,1,22,0.636,0.264,6,-14.567,0.0263,0.593,4.22E-05,0.275,0.264,99.304,238467,3,1,0,0,6,25,57.77835159,9,8,4,10,1985,26
Battle Scars,LUPE FIASCO &amp; GUY SEBASTIAN,0.903402992,0.810753877,73,73,1,0.517,0.811,5,-4.526,0.286,0.186,0,0.105,0.494,168.269,250320,4,0,0,0,1,12,76,0,0,0,1,2012,20.9
Lightnin' Strikes,LOU CHRISTIE,0.743093104,0.737875953,133,1,17,0.608,0.659,3,-7.116,0.0517,0.577,2.08E-06,0.148,0.767,134.066,179000,4,1,0,0,0,0,37,1,2,8,5,1965,21.7
Left To My Own Devices,PET SHOP BOYS,0.776673716,0.739808531,92,84,3,0.621,0.882,7,-6.05,0.0303,0.000255,0.24,0.197,0.386,126.811,497040,4,0,0,0,0,6,70,1,2,75,6,1989,23.9
Love Don't Love Nobody,SPINNERS,0.766753059,0.712996982,84,15,13,0.492,0.296,5,-13.87,0.0293,0.722,0.000323,0.128,0.251,141.468,217040,3,0,0,0,0,6,61,0,3,0,8,1974,26.2
Charade,THE BEE GEES,0.569567359,0.702367826,107,103,5,0.418,0.283,8,-15.727,0.0339,0.395,3.20E-05,0.121,0.119,76.686,255745,4,0,0,1,0,0,77,2,2,77,16,1974,26.2
Power Of Love (You Are My Lady),AIR SUPPLY,0.802785464,0.709415773,84,68,6,0.473,0.631,3,-8.448,0.0308,0.552,0.0038,0.109,0.178,144.032,325040,4,0,0,0,0,0,71,1,5,0,5,1985,26
Annie Get Your Yo-Yo,JUNIOR PARKER,0.174632114,0.470868641,114,51,10,0.559,0.556,11,-7.803,0.0375,0.496,0.00285,0.211,0.905,75.063,142800,4,0,0,0,0,0,29,0,0,0,3,1962,20.2
Long Live Love,SANDIE SHAW,0.71914562,0.464035997,104,97,5,0.539,0.57,0,-7.059,0.0562,0.612,0,0.0874,0.947,151.54,160680,4,0,0,0,0,0,42,0,0,0,2,1965,21.7
Street Corner Serenade,WET WILLIE,0.614020714,0.656551488,87,30,14,0.734,0.6,11,-11.614,0.0461,0.0213,0.00368,0.298,0.963,122.396,290773,4,0,0,0,0,0,57.77835159,0,1,0,5,1977,27.3
Help Me Make It,B.J. THOMAS,0.226224419,0.587057525,81,64,9,0.584,0.306,0,-8.996,0.0246,0.694,0,0.122,0.356,79.03,195693,4,0,0,0,0,0,56,1,2,0,14,1975,26.7
In My Lonely Room,MARTHA AND THE VANDELLAS,0.595283784,0.57764544,83,44,6,0.29,0.88,0,-3.13,0.0657,0.639,8.07E-05,0.179,0.582,160.387,150267,4,0,0,0,0,0,62,0,4,19,8,1964,21.2
Let's Do It (Do It Together),THE CHAMBERS BROTHERS,0.387936711,0.504560709,123,123,1,0.643,0.789,2,-11.135,0.0515,0.602,0.256,0.124,0.65,135.587,251400,4,0,0,0,0,0,40,0,0,0,3,1970,24
You're Still A Young Man,THE TOWER OF POWER,0.319832018,0.629634187,81,29,12,0.477,0.385,3,-13.381,0.0309,0.103,0.0644,0.235,0.345,131.996,295707,3,0,0,0,0,0,42,0,0,0,5,1972,25.3
I Need A Girl (Part Two),"P. DIDDY &amp; GINUWINE feat LOON, MARIO WINANS &amp; TAMMY RUGGIERI",0.870951586,0.857006522,55,4,26,0.713,0.471,1,-7.392,0.483,0.421,0,0.0308,0.781,199.765,285587,4,0,0,0,0,0,77,0,1,0,0,2002,20.8
Take Care,DRAKE featuring RIHANNA,0.934606173,0.927326221,9,7,34,0.697,0.527,0,-10.438,0.211,0.0431,1.25E-05,0.0882,0.294,121.849,277387,4,0,0,0,3,35,99,0,1,0,1,2011,20.9
Soul Survivor,YOUNG JEEZY featuring AKON,0.886607256,0.902603839,83,4,24,0.671,0.499,10,-7.766,0.0442,0.00123,0,0.239,0.0854,84.045,280013,4,1,0,0,0,4,79,0,1,49,0,2005,21
Trees,THE PLATTERS,0.443911825,0.530743981,114,62,6,0.335,0.226,3,-12.422,0.0335,0.899,1.59E-06,0.0901,0.272,126.328,148827,4,0,0,0,0,0,63,0,0,0,8,1961,19.9
Six Days On The Road,DAVE DUDLEY,0.783626048,0.57466701,109,32,12,0.629,0.644,7,-9.383,0.0401,0.712,0.000273,0.136,0.961,77.824,157333,4,0,0,0,0,1,57.77835159,0,0,1,2,1963,20.8
Rumours,TIMEX SOCIAL CLUB,0.632937116,0.72041583,81,8,19,0.857,0.812,10,-7.362,0.0555,0.0844,0,0.0638,0.684,106.446,291213,4,0,0,0,0,0,33,0,1,0,0,1986,25.5
I Can't Take It,MARY ANN FISHER,0.208840944,0.275288713,99,92,3,0.713,0.128,10,-17.148,0.122,0.995,0.000225,0.116,0.618,122.026,154985,4,0,0,0,0,0,57.77835159,0,0,0,1,1961,19.9
Still In My Heart,TRACIE SPENCER,0.644312265,0.611873686,95,88,3,0.674,0.529,0,-6.188,0.025,0.307,2.23E-06,0.0725,0.601,89.912,257184,4,0,0,0,0,0,37,0,1,0,6,2000,20.9
Ride Wit Me,NELLY featuring CITY SPUD,0.910825141,0.858536394,57,3,29,0.854,0.692,7,-6.625,0.0479,0.0668,0,0.247,0.753,101.865,291782,4,0,0,0,3,12,80,0,1,0,0,2001,20.9
D-I-V-O-R-C-E,TAMMY WYNETTE,0.770478091,0.657930545,89,63,6,0.619,0.33,9,-11.332,0.0295,0.836,0,0.154,0.602,99.353,175253,4,2,0,0,2,16,57,0,0,0,8,1968,23.1
Last Day Of My Life,PHIL VASSAR,0.706839799,0.77826509,94,47,14,0.557,0.549,0,-6.674,0.0246,0.272,0,0.109,0.268,139.945,234307,3,0,0,0,0,0,57,0,0,95,9,2006,21
I'm Gonna Tear Your Playhouse Down,PAUL YOUNG,0.682335624,0.728375895,54,13,14,0.662,0.869,7,-7.753,0.0531,0.157,0.0472,0.68,0.801,112.297,286173,4,0,0,0,0,5,63,1,1,0,4,1985,26
Three Hearts In A Tangle,JAMES BROWN AND THE FAMOUS FLAMES,0.331191524,0.479257968,97,93,3,0.462,0.645,0,-5.643,0.0548,0.0602,0,0.732,0.806,172.305,172333,4,0,0,1,0,4,59,0,1,0,14,1962,20.2
Goin' Down,THE MONKEES,0.710663395,0.589779604,110,104,2,0.632,0.836,9,-7.845,0.111,0.381,0,0.389,0.857,119.174,261973,4,0,0,0,0,0,66,1,3,24,9,1967,22.5
Shoeshine Boy,EDDIE KENDRICKS,0.630368123,0.701800294,97,18,18,0.617,0.76,2,-8.324,0.0426,0.229,1.77E-06,0.0536,0.945,167.002,196920,4,0,0,0,0,3,51,1,1,46,9,1975,26.7
Mr. Vain,CULTURE BEAT,0.868691893,0.827878755,81,17,20,0.703,0.997,9,-7.666,0.0399,0.0726,0.0235,0.123,0.391,132.872,257467,4,0,0,0,0,0,56,0,0,0,1,1993,22.2
Almost Doesn't Count,BRANDY,0.814359975,0.79278268,90,16,20,0.682,0.543,0,-7.063,0.0454,0.494,0,0.158,0.478,71.582,218467,4,0,0,0,1,11,68,2,4,0,8,1999,21
Comment,CHARLES WRIGHT AND THE WATTS 103RD STREET RHYTHM BAND,0.416258804,0.530148485,113,109,2,0.489,0.155,10,-17.866,0.0284,0.87,0.00754,0.0993,0.311,71.79,346600,4,0,0,0,0,1,48,0,0,0,0,1969,23.5
More Than You Know,MARTIKA,0.690952855,0.732050265,91,18,20,0.707,0.813,0,-10.04,0.04,0.242,0.000183,0.0557,0.955,118.083,247000,4,0,0,0,0,0,52,1,1,0,3,1988,24.5
Father Figure,GEORGE MICHAEL,0.88428697,0.864608728,49,1,17,0.689,0.333,3,-13.288,0.0262,0.163,3.36E-05,0.0853,0.284,101.988,336667,4,5,0,0,2,9,79,4,6,0,3,1988,24.5
The Exodus Song,PAT BOONE,0.649364718,0.471678947,90,64,6,0.186,0.398,5,-8.452,0.0341,0.829,0.000174,0.62,0.303,170.738,198947,4,0,0,0,0,6,57.77835159,1,1,0,7,1961,19.9
"Tonight, Tonight, Tonight",GENESIS,0.712506314,0.792484246,45,3,15,0.571,0.502,7,-14.405,0.0303,0.0158,0.014,0.0849,0.316,98.058,530560,4,0,0,0,1,5,70,1,6,0,15,1987,25
On The Beach,5TH DIMENSION,0.423207721,0.524620371,80,54,6,0.419,0.434,10,-12.803,0.0258,0.297,7.77E-05,0.129,0.853,162.086,207120,4,0,0,0,6,9,57.77835159,2,1,0,6,1970,24
If I Could Turn Back The Hands Of Time,R. KELLY,0.855486992,0.868930447,72,12,17,0.505,0.411,8,-8.273,0.0255,0.677,1.23E-05,0.0605,0.124,80.948,378573,3,0,0,0,0,0,88,0,6,35,12,1999,21
Dirty South,GOODIE MOB,0.736491078,0.685059512,92,92,3,0.918,0.36,5,-9.952,0.275,0.029,0,0.0799,0.243,91.959,214040,4,0,0,0,0,0,50,0,0,0,3,1996,21.2
Right Above It,LIL WAYNE featuring DRAKE,0.907060857,0.924300473,6,6,24,0.564,0.846,3,-4.402,0.328,0.0349,0,0.688,0.528,152.033,271947,4,0,0,0,5,24,93,0,2,0,2,2010,20.9
Lost In Your Eyes,JEFF HEALEY BAND,0.645239741,0.667815786,93,91,3,0.481,0.63,7,-7.503,0.0263,0.0656,7.99E-05,0.0559,0.435,80.831,305707,4,0,0,0,0,2,51,0,1,0,1,1993,22.2
Farewell Is A Lonely Sound,JIMMY RUFFIN,0.69665329,0.50542715,104,104,2,0.306,0.698,6,-6.755,0.0391,0.0561,0,0.135,0.673,144.775,183960,3,0,0,0,0,0,54,0,2,0,4,1969,23.5
Come On Over To My Place,DRIFTERS,0.709167865,0.520232398,99,60,5,0.559,0.784,9,-6.436,0.0388,0.571,0,0.129,0.804,129.415,147520,4,0,0,0,0,1,63,1,1,0,6,1965,21.7
Nothing From Nothing,BILLY PRESTON,0.748860244,0.808302735,70,1,18,0.806,0.708,9,-8.154,0.0271,0.577,0.223,0.25,0.921,102.762,157667,4,2,0,0,2,9,53,2,2,0,8,1974,26.2
Lighters,BAD MEETS EVIL featuring BRUNO MARS,0.900548179,0.88660596,16,4,22,0.651,0.671,0,-8.183,0.27,0.343,0,0.119,0.161,90.135,303813,4,0,0,0,0,0,66,0,1,0,0,2011,20.9
For Love,THE POUSETTE-DART BAND,0.681845056,0.51643102,89,83,4,0.86,0.705,10,-12.514,0.0894,0.107,8.87E-06,0.149,0.854,134.395,262618,4,0,0,0,0,0,57.77835159,0,0,0,1,1979,27.4
Look In My Eyes Pretty Woman,TONY ORLANDO &amp; DAWN,0.583374732,0.607857252,74,11,12,0.665,0.667,0,-10.026,0.0433,0.416,0,0.185,0.956,123.946,187000,4,0,0,0,0,1,34,1,1,0,3,1974,26.2
The Last Worthless Evening,DON HENLEY,0.723009975,0.742089631,91,21,18,0.725,0.516,5,-11.324,0.0258,0.235,0,0.0471,0.417,99.995,364133,4,0,0,0,8,37,68,0,3,4,9,1989,23.9
Kissing You,KEITH WASHINGTON,0.76751995,0.651003124,88,40,13,0.494,0.495,7,-8.855,0.0312,0.184,0,0.127,0.233,126.515,260013,4,0,0,0,0,1,42,0,0,0,2,1991,23
Theme From Raging Bull,JOEL DIAMOND,0.236618677,0.267583111,108,82,5,0.287,0.637,0,-9.274,0.0377,0.0294,0.595,0.545,0.344,69.952,244036,4,0,0,0,0,0,2,0,0,0,2,1981,27.3
When A Woman Loves,R. KELLY,0.822613926,0.840699727,93,93,1,0.328,0.447,5,-5.647,0.0515,0.498,0,0.174,0.404,180.336,310560,3,0,0,0,0,0,88,0,6,0,12,2011,20.9
I Can Only Imagine,DAVID GUETTA featuring CHRIS BROWN &amp; LIL WAYNE,0.862525248,0.85506036,90,44,13,0.67,0.935,9,-2.038,0.0435,0.0553,0,0.412,0.248,127.952,209539,4,0,0,0,2,9,90,0,0,0,1,2012,20.9
You're The Reason Why,EBONYS,0.67831395,0.468515039,89,51,7,0.486,0.623,4,-5.978,0.0316,0.615,0,0.414,0.609,130.769,183067,4,0,0,0,0,0,25,0,0,0,1,1971,24.7
Do The Boomerang,JR. WALKER AND THE ALL STARS,0.494167246,0.653948723,131,36,8,0.609,0.844,3,-6.863,0.0327,0.397,0.000151,0.319,0.725,104.827,142160,4,0,0,0,0,0,58,0,0,105,8,1965,21.7
I Can Take A Hint,THE MIRACLES,0.399196865,0.450941748,117,107,5,0.69,0.644,11,-9.248,0.0319,0.148,0,0.0687,0.967,125.902,165840,4,0,0,0,0,0,51,0,1,0,8,1963,20.8
My Main Man,STAPLE SINGERS,0.51106526,0.563698424,94,76,3,0.749,0.577,2,-11.813,0.0304,0.402,0,0.0638,0.916,115.196,135560,4,0,0,1,0,5,59,1,0,0,5,1974,26.2
Watergate,DICKIE GOODMAN,0.23700205,0.35325964,99,42,7,0.673,0.392,5,-10.362,0.574,0.902,0,0.0754,0.696,123.177,130173,4,0,0,0,0,0,25,0,1,0,10,1973,25.8
Shoot Your Shot,JR. WALKER AND THE ALL STARS,0.675880201,0.585333704,113,44,8,0.674,0.661,2,-8.37,0.0514,0.0482,0,0.0974,0.802,116.654,181960,4,0,0,0,0,0,58,0,0,0,8,1967,22.5
A Lifetime Of Loneliness,JACKIE DeSHANNON,0.461428781,0.480068316,101,66,7,0.406,0.338,5,-6.535,0.026,0.816,6.86E-06,0.115,0.459,90.318,157267,4,0,0,0,1,5,48,0,1,0,6,1965,21.7
I Need Some One,THE BELMONTS,0.224637276,0.447361713,119,75,7,0.778,0.265,7,-11.842,0.0361,0.642,3.61E-06,0.139,0.553,143.956,181853,4,0,0,0,0,0,38,0,0,0,4,1961,19.9
