Song,Artist,Endurance_Score,Predicted_Endurance_Score,Entry_Position,Peak_Position,Total_Weeks,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations,artist popularity,TopSongsArtist,TopSongsArtist10,days_before_charting,TopSongsArtist100,Entry_Year,Age_Percentage_15_30
Come Give Your Love To Me,JANET JACKSON,0.55510206,0.687505099,89,58,9,0.724,0.605,6,-14.249,0.0468,0.00577,0.000433,0.0758,0.797,139.805,303800,4,0,0,0,5,26,72,6,6,0,3,1983,26.8
Round And Round,TEVIN CAMPBELL,0.696109712,0.796115225,78,12,29,0.79,0.591,7,-8.805,0.0935,0.00335,0.00733,0.0338,0.725,107.197,293053,4,0,0,0,0,5,59,0,3,75,6,1990,23.5
Mandy,BARRY MANILOW,0.813512761,0.772223923,110,1,17,0.308,0.464,10,-9.032,0.0279,0.418,2.49E-06,0.143,0.318,103.734,213333,4,2,0,0,1,15,66,3,7,0,12,1974,26.2
Dream Baby,ROY ORBISON,0.757262534,0.731336425,77,4,12,0.436,0.525,5,-9.248,0.0321,0.541,2.82E-05,0.11,0.877,153.618,153800,4,0,0,1,5,9,71,2,6,0,15,1962,20.2
Hard Luck Woman,KISS,0.761343258,0.738190657,74,15,13,0.67,0.857,11,-7.578,0.0336,0.665,0,0.228,0.963,124.624,216533,4,0,0,0,0,1,74,0,0,0,21,1976,26.9
D.J.,DAVID BOWIE,0.729896141,0.658580701,108,106,2,0.617,0.884,7,-7.035,0.0651,0.22,0.000185,0.137,0.83,112.632,242360,4,0,0,1,5,19,82,0,3,0,17,1979,27.4
Don't Take Her From Me,KRIS JENSON,0.4459974,0.336101159,112,112,1,0.508,0.368,4,-12.548,0.0312,0.71,4.02E-06,0.399,0.721,102.298,107320,4,0,0,0,0,0,57.77835159,0,0,0,0,1963,20.8
Bad Boy For Life,"P. DIDDY, BLACK ROBB &amp; MARK CURRY",0.76749284,0.686481618,70,33,12,0.669,0.829,1,-3.801,0.49,0.179,0,0.241,0.61,118.934,253067,4,0,0,0,0,0,57.77835159,0,0,0,1,2001,20.9
Poppin' My Collar,THREE 6 MAFIA,0.843343625,0.784625509,91,21,16,0.729,0.795,7,-4.579,0.144,0.354,0,0.536,0.856,146.747,176880,4,0,0,0,0,0,66,0,0,45,1,2006,21
You've Been My Inspiration,THE MAIN INGREDIENT,0.619883101,0.432723207,111,111,1,0.267,0.448,3,-11.722,0.0331,0.96,0.423,0.188,0.606,136.984,172027,4,0,0,0,0,0,49,0,1,0,2,1970,24
All Right,CHRISTOPHER CROSS,0.824791123,0.732760115,29,12,16,0.711,0.647,6,-5.225,0.0353,0.17,0,0.234,0.504,132.752,253653,4,0,0,0,5,9,66,2,2,1,5,1983,26.8
Hold On To Love,PETER SKELLERN,0.571715028,0.505664696,106,106,1,0.515,0.841,9,-4.787,0.0326,0.00848,0.000207,0.262,0.726,103.022,266334,4,0,0,0,0,0,57.77835159,0,0,0,0,1975,26.7
Ein Schiff wird kommen,LALE ANDERSON,0.35647338,0.251187719,97,88,4,0.644,0.513,4,-6.753,0.0297,0.572,1.48E-05,0.122,0.702,123.892,174813,4,0,0,0,0,0,5,0,0,0,1,1961,19.9
I Want You To Know,NEW COLONY SIX,0.21574565,0.493556339,105,65,7,0.505,0.94,0,-5.314,0.0381,3.00E-05,0.74,0.153,0.642,118.004,278178,4,0,0,0,0,0,57.77835159,0,0,0,2,1969,23.5
I'm Into Something Good,HERMAN'S HERMITS,0.780069274,0.659519179,107,13,14,0.592,0.458,0,-8.2,0.0296,0.716,0,0.237,0.723,133.551,153507,4,0,0,0,0,0,55,2,7,0,8,1964,21.2
Walk - Don't Run '64,THE VENTURES,0.639324775,0.636943823,109,8,12,0.485,0.886,0,-5.332,0.037,4.87E-05,0.911,0.229,0.653,149.074,149093,1,0,0,0,0,0,52,0,2,0,2,1964,21.2
Up Out My Face,MARIAH CAREY featuring NICKI MINAJ,0.840130447,0.813904101,100,100,1,0.823,0.546,7,-5.318,0.287,0.0978,0,0.0491,0.785,73.507,221253,4,0,0,0,5,34,82,0,0,0,0,2010,20.9
16 Candles,CRESTS,0.760075108,0.709635057,91,2,21,0.604,0.307,10,-10.832,0.0275,0.727,0,0.0932,0.604,114.009,174640,3,0,0,0,0,0,40,0,1,0,1,1958,19.7
I Can't Do Enough,DELLS,0.453781108,0.534993894,107,98,3,0.269,0.314,4,-9.483,0.0325,0.621,3.44E-05,0.22,0.424,172.045,216467,3,0,0,0,0,0,47,0,0,0,5,1969,23.5
Inside The Fire,DISTURBED,0.886120707,0.843979381,73,73,8,0.463,0.962,7,-6.43,0.0704,0.000233,0.109,0.0906,0.66,94.003,231573,4,0,0,0,0,2,81,0,0,18,4,2008,21
Girl In My Dreams,THE CAPRIS,0.429125476,0.34748798,114,92,2,0.257,0.28,9,-12.408,0.0299,0.696,0,0.1,0.693,199.864,152667,3,0,0,0,0,0,34,0,1,0,2,1961,19.9
Temptations,2 PAC,0.761901265,0.77232065,85,68,6,0.774,0.651,1,-7.264,0.0982,0.123,2.26E-06,0.406,0.702,90.704,300573,4,0,0,0,0,0,84,0,0,0,3,1995,21.4
Donald Trump,MAC MILLER,0.923631514,0.823365786,80,79,3,0.636,0.901,1,-7.094,0.118,0.119,0,0.391,0.836,162.994,165908,4,0,0,0,0,0,81,0,0,123,5,2011,20.9
Maybe,BETTY EVERETT,0.149016408,0.431907651,116,116,1,0.477,0.433,5,-9.773,0.0281,0.711,3.07E-06,0.303,0.597,86.953,151840,3,0,0,0,0,0,41,0,0,0,5,1969,23.5
Love Is A Stranger,THE EURYTHMICS,0.359534426,0.607753914,81,23,13,0.629,0.789,0,-6.916,0.0353,2.51E-05,0.118,0.123,0.162,126.998,234331,4,0,0,0,0,0,42,1,0,0,1,1983,26.8
I Live By The Groove,PAUL CARRACK,0.469039382,0.709167675,70,31,14,0.682,0.748,9,-10.862,0.036,0.0409,1.30E-05,0.103,0.933,122.847,252373,4,0,0,0,0,4,59,0,0,0,2,1989,23.9
A Song I'd Like To Sing,KRIS KRISTOFFERSON &amp; RITA COOLIDGE,0.434088025,0.654985596,99,49,10,0.725,0.685,0,-9.005,0.0698,0.427,0.00554,0.42,0.967,141.347,241587,4,0,0,1,3,13,60,0,0,0,1,1973,25.8
Nobody Wants You When You're Down And Out,BOBBY WOMACK,0.669568339,0.706086269,89,29,15,0.621,0.682,9,-7.429,0.0511,0.0581,3.87E-06,0.0815,0.711,89.573,174027,4,0,0,0,0,1,63,0,0,0,6,1973,25.8
Birthday Party,THE PIXIES THREE,0.400117965,0.365753748,130,40,11,0.534,0.491,11,-13.245,0.082,0.102,0,0.0758,0.914,169.45,131027,4,0,0,0,0,0,5,0,0,0,3,1963,20.8
South Street,THE ORLONS,0.515941516,0.59980174,76,3,13,0.543,0.748,5,-6.391,0.173,0.131,0,0.189,0.825,186.454,132133,4,0,0,0,0,0,31,0,3,136,3,1963,20.8
I'm Different,2 CHAINZ,0.897043641,0.896619172,98,27,20,0.941,0.685,10,-5.24,0.0752,0.0415,0,0.08,0.7,97.524,207040,4,0,0,0,0,0,91,0,0,23,2,2012,20.9
Goofus,THE CARPENTERS,0.575506876,0.673232916,89,56,5,0.605,0.3,0,-15.695,0.177,0.385,0.00148,0.0899,0.652,145.38,189107,4,0,0,0,0,0,70,0,3,85,7,1976,26.9
Everybody Got To Believe In Somebody,SAM AND DAVE,0.556802259,0.53487547,81,73,3,0.455,0.49,10,-9.886,0.0655,0.0607,4.66E-06,0.0777,0.765,83.456,194836,4,0,0,0,1,4,64,0,1,0,6,1968,23.1
Do What You Do,JERMAINE JACKSON,0.766432856,0.758752209,64,13,20,0.573,0.462,1,-9.634,0.0256,0.448,0,0.232,0.399,112.682,252547,4,0,0,0,0,5,50,0,1,0,12,1984,26.6
Feel So Close,CALVIN HARRIS,0.934149202,0.950999397,90,12,26,0.707,0.924,7,-2.842,0.031,0.000972,0.00703,0.204,0.919,127.937,206413,4,2,0,0,1,5,91,0,1,0,1,2012,20.9
Theme From New York New York,FRANK SINATRA,0.857625648,0.716581988,76,32,12,0.372,0.599,2,-5.21,0.0287,0.577,0,0.281,0.62,105.622,204147,4,0,0,1,9,31,82,0,0,0,19,1980,27.4
Going On,GNARLS BARKLEY,0.797235422,0.787687765,88,88,1,0.428,0.911,1,-4.743,0.0554,0.00245,0,0.332,0.467,150.038,174040,4,0,0,0,2,8,70,0,1,0,1,2008,21
The Runner,MANFRED MANN'S EARTHBAND,0.606801925,0.655845614,86,22,15,0.71,0.378,5,-13.162,0.068,0.565,0,0.146,0.118,121.242,282080,4,0,0,0,0,0,57.77835159,0,0,0,1,1984,26.6
Say It's Gonna Rain,WILL TO POWER,0.684356961,0.68524166,85,49,14,0.739,0.814,3,-10.442,0.0435,0.00358,0.264,0.0476,0.868,121.51,232893,4,0,0,0,0,0,43,1,0,0,3,1988,24.5
Giving You The Benefit,PEBBLES,0.719665871,0.76497265,76,4,22,0.708,0.812,5,-10.465,0.0476,0.134,0.000984,0.115,0.929,103.076,341960,4,0,0,0,0,2,43,0,2,7,1,1990,23.5
Is It Love That We're Missin',QUINCY JONES,0.542671866,0.600539861,89,70,10,0.724,0.828,11,-6.898,0.052,0.576,0.000595,0.131,0.833,104.142,285907,4,0,0,0,27,79,60,0,0,0,8,1975,26.7
Bring It Back,TRAVIS PORTER,0.848961516,0.839951242,88,75,10,0.93,0.781,2,-4.114,0.0697,0.114,0,0.116,0.553,98.013,216240,4,1,0,0,0,0,66,0,0,0,1,2011,20.9
Copy Cat,GARY (U.S.) BONDS,0.13514583,0.364909942,96,92,4,0.583,0.735,5,-9.53,0.0484,0.651,0,0.147,0.832,92.08,159107,4,0,0,0,0,0,36,0,2,0,2,1962,20.2
This Thing Called Love,THE WEBS,0.491575708,0.430059516,111,102,5,0.557,0.0797,5,-23.479,0.0437,0.866,0.259,0.0878,0.216,87.81,375320,4,0,0,0,0,0,57.77835159,0,0,0,0,1967,22.5
Here Without You,3 DOORS DOWN,0.946059907,0.885986352,64,5,51,0.536,0.55,10,-6.733,0.0248,0.0537,0,0.134,0.234,144.018,238560,4,0,0,0,0,0,76,0,4,19,6,2003,20.9
I Don't Have To Crawl,EMMYLOU HARRIS,0.524257588,0.628959422,109,106,3,0.398,0.453,0,-9.592,0.0306,0.459,0.00178,0.194,0.303,81.483,229053,4,0,0,0,13,47,63,0,0,0,2,1981,27.3
Walked Outta Heaven,JAGGED EDGE,0.857121347,0.863670988,76,6,27,0.67,0.616,10,-6.123,0.225,0.573,0,0.0535,0.523,120.129,270880,4,0,0,0,0,1,68,0,1,18,5,2003,20.9
Mr. Saxobeat,ALEXANDRA STAN,0.888465004,0.847959391,92,21,20,0.711,0.928,11,-4.162,0.0527,0.0239,0.000278,0.133,0.745,127.047,195280,4,0,0,0,0,0,63,0,0,0,1,2011,20.9
Say It Isn't So,DARYL HALL &amp; JOHN OATES,0.786571741,0.76127288,30,2,18,0.769,0.595,4,-11.796,0.028,0.0588,0,0.18,0.969,113.971,256673,4,0,0,0,0,6,77,4,9,0,13,1983,26.8
Nookie,LIMP BIZKIT,0.8761434,0.859177211,80,80,11,0.548,0.926,11,-5.967,0.0907,0.00237,0.163,0.712,0.294,97.55,289560,4,3,0,0,0,3,77,0,0,46,3,1999,21
Night Shift,QUARTERFLASH,0.581358141,0.528302059,83,60,8,0.743,0.62,7,-10.894,0.0335,0.271,0.000124,0.0907,0.651,124.286,244027,4,0,0,0,0,0,38,0,1,0,5,1982,27.1
You've Got To Take It (If You Want It),THE MAIN INGREDIENT,0.554624899,0.592059059,79,46,9,0.298,0.525,1,-9.834,0.0357,0.783,0.00011,0.118,0.624,147.186,209400,4,0,0,0,0,0,49,0,1,0,2,1972,25.3
Fallin',ALICIA KEYS,0.932388877,0.935890734,98,1,34,0.653,0.609,11,-7.519,0.037,0.263,0.00101,0.233,0.482,95.982,210200,3,0,0,0,15,29,82,2,4,75,10,2001,20.9
Sweet Summer Music,THE ATTITUDES,0.188533038,0.446012833,97,94,6,0.625,0.137,10,-19.812,0.0419,0.889,0.959,0.383,0.317,180.033,274687,5,0,0,0,0,0,57.77835159,0,0,0,1,1976,26.9
We Thuggin',FAT JOE featuring R. KELLY,0.709072076,0.834767555,82,15,20,0.896,0.649,8,-3.792,0.208,0.177,0,0.0759,0.822,99.107,213533,4,0,0,0,0,5,76,0,0,25,1,2001,20.9
The Worst That Could Happen,BROOKLYN BRIDGE,0.62868565,0.737493045,102,3,13,0.221,0.528,0,-8.054,0.0371,0.704,1.72E-05,0.111,0.403,74.442,185059,4,0,0,0,0,0,57.77835159,0,2,0,2,1968,23.1
Dinner With Gershwin,DONNA SUMMER,0.625820528,0.622829056,85,48,11,0.704,0.68,5,-11.864,0.0388,0.163,0.000144,0.0731,0.72,111.175,280160,4,0,0,0,5,18,67,3,8,0,12,1987,25
Haven't You Heard,PATRICE RUSHEN,0.780625837,0.660884421,86,42,9,0.88,0.703,6,-8.308,0.0807,0.0491,0.685,0.0582,0.947,127.952,405293,4,0,0,0,0,3,53,0,0,0,3,1980,27.4
Sons And Lovers,PERCY FAITH AND HIS ORCHESTRA,0.424674678,0.408902304,111,111,1,0.377,0.314,9,-14.835,0.0352,0.441,0.525,0.0769,0.237,118.868,171240,3,0,0,0,2,7,49,1,0,0,1,1960,19.6
Sweet Rachel,BEAU COUP,0.473088762,0.4292935,88,80,6,0.569,0.759,2,-11.291,0.0306,0.124,2.86E-06,0.239,0.684,90.974,229467,4,0,0,0,0,0,8,0,0,0,1,1987,25
Chasing Cars,SNOW PATROL,0.941396916,0.909514201,54,5,45,0.557,0.609,9,-4.463,0.0259,0.193,7.69E-05,0.135,0.172,104.01,267933,4,3,0,0,0,0,75,0,1,0,2,2006,21
Gold On The Ceiling,THE BLACK KEYS,0.879489864,0.890090394,97,97,3,0.505,0.833,0,-4.632,0.0475,0.00772,7.90E-05,0.069,0.565,130.121,224333,4,2,0,0,0,0,78,0,0,119,2,2012,20.9
Mary's Little Lamb,JAMES DARREN,0.183671846,0.342801429,90,39,8,0.727,0.154,5,-21.283,0.0486,0.988,0.985,0.0847,0.792,100.165,20578,4,0,0,0,0,1,31,0,2,0,4,1962,20.2
Rock Me Amadeus,FALCO,0.846310457,0.791632041,79,1,17,0.617,0.886,4,-7.092,0.132,0.396,0.005,0.14,0.909,176.563,201867,4,0,0,0,0,0,62,1,0,0,1,1986,25.5
He Says The Same Things To Me,SKEETER DAVIS,0.552308188,0.513842717,116,47,8,0.215,0.255,4,-11.497,0.0307,0.89,0,0.261,0.188,177.669,165773,3,0,0,0,0,5,50,0,2,0,6,1964,21.2
The Dream Is Still Alive,WILSON PHILLIPS,0.67215983,0.710491774,71,12,14,0.582,0.676,5,-7.496,0.0265,0.303,0,0.234,0.496,108.291,248800,4,0,0,0,0,4,56,1,1,0,3,1991,23
Let's Go (Pony),THE ROUTERS,0.518100509,0.408374519,115,19,15,0.808,0.947,0,-11.02,0.0479,0.661,0.884,0.0426,0.607,141.334,140053,4,0,0,0,0,0,14,0,0,0,2,1962,20.2
Love Don't You Go Through No Changes On Me,SISTER SLEDGE,0.650122481,0.593339998,92,92,3,0.673,0.686,11,-9.103,0.0628,0.0159,0.000231,0.143,0.338,117.847,204440,4,0,0,0,0,1,63,0,2,0,5,1975,26.7
The Rockafeller Skank,FATBOY SLIM,0.801040192,0.739768878,91,84,8,0.665,0.991,7,-6.725,0.256,0.0117,0.00392,0.339,0.0676,152.596,413880,4,1,0,0,1,6,67,0,0,0,2,1998,20.9
I'm Not Over You,CECE PENISTON,0.638632169,0.723050884,91,41,14,0.836,0.573,9,-8.337,0.0352,0.00656,1.52E-05,0.331,0.614,102.346,258293,4,0,0,0,0,0,53,0,0,0,3,1994,21.8
Fast Car,TRACY CHAPMAN,0.837314951,0.856102718,95,6,21,0.711,0.292,4,-15.523,0.037,0.313,0,0.131,0.194,103.951,296800,4,1,0,0,4,13,74,0,2,64,3,1988,24.5
You And Me Against The World,HELEN REDDY,0.715344194,0.716298781,87,9,20,0.384,0.283,9,-15.493,0.0288,0.544,1.09E-06,0.154,0.259,78.568,191707,4,0,0,0,1,2,48,3,3,0,9,1974,26.2
Legend In Your Own Time,CARLY SIMON,0.669476071,0.642855081,90,50,10,0.563,0.489,9,-7.689,0.0264,0.816,0,0.148,0.495,102.667,221253,4,0,0,0,2,14,66,1,1,0,11,1972,25.3
Quarter To Three,GARY U.S. BONDS,0.665792627,0.620693963,99,1,15,0.463,0.831,0,-9.276,0.206,0.932,0.0755,0.893,0.898,164.964,150400,4,0,0,0,0,0,36,1,0,0,4,1961,19.9
Turn On Your Light,IN TRANSIT,0.12853279,0.452844574,107,107,3,0.648,0.547,5,-6.199,0.0565,0.856,0,0.115,0.677,93.278,211413,4,0,0,0,0,0,57.77835159,0,0,0,0,1980,27.4
Walking Down Your Street,BANGLES,0.705617985,0.749982206,95,11,16,0.647,0.821,0,-7.062,0.0289,0.0155,2.06E-05,0.128,0.864,149.879,183267,4,0,0,0,0,0,69,2,3,0,2,1987,25
Get It Together (Part 1),JAMES BROWN AND THE FAMOUS FLAMES,0.375603755,0.540641081,65,40,6,0.716,0.565,5,-6.655,0.211,0.257,0,0.131,0.762,144.25,229267,4,0,0,1,0,4,59,0,1,0,14,1967,22.5
Walking Along,THE DIAMONDS,0.453850172,0.608636354,82,29,12,0.549,0.855,2,-7.124,0.117,0.749,0,0.0579,0.78,125.935,141400,4,0,0,0,0,0,47,0,0,0,2,1958,19.7
Looking Through Patient Eyes,P.M. DAWN,0.719347618,0.781187373,55,6,21,0.786,0.372,8,-17.765,0.0536,0.19,5.90E-06,0.129,0.685,102.237,249667,4,0,0,0,0,0,45,0,2,0,4,1993,22.2
Jennifer Tompkins,STREET PEOPLE,0.177927381,0.477436729,129,36,18,0.779,0.588,8,-10.724,0.0443,0.603,4.05E-05,0.305,0.966,121.708,110425,4,0,0,0,0,0,16,0,0,0,1,1969,23.5
What You Got,DUKE AND THE DRIVERS,0.384822574,0.308865086,107,95,4,0.46,0.738,7,-7.231,0.0501,0.0593,1.43E-06,0.05,0.843,134.356,201613,4,0,0,0,0,0,5,0,0,0,1,1975,26.7
Feel So Good,MASE,0.824512962,0.816014161,29,5,20,0.821,0.703,11,-8.464,0.24,0.192,0,0.0816,0.536,105.154,203627,4,0,0,0,0,3,70,0,1,0,1,1997,21
There It Is (Part 1),JAMES BROWN,0.507119013,0.575822239,100,43,7,0.826,0.828,11,-6.596,0.0674,0.527,0.34,0.0164,0.819,103.948,348853,4,0,0,1,0,4,59,0,3,0,47,1972,25.3
Close To You,MAXI PRIEST,0.726490806,0.832829088,87,1,30,0.762,0.646,10,-8.69,0.092,0.0105,2.14E-06,0.0406,0.819,95.992,330080,4,0,0,0,0,2,53,1,0,0,2,1990,23.5
Yankee Rose,DAVID LEE ROTH,0.772120284,0.751947652,72,16,15,0.553,0.915,0,-3.203,0.0759,0.0011,0,0.173,0.654,137.031,228453,4,0,0,0,0,1,53,0,1,17,4,1986,25.5
White Horse,TAYLOR SWIFT,0.907378183,0.892102534,13,13,22,0.583,0.354,0,-7.875,0.0254,0.356,0,0.101,0.199,92.526,234427,4,1,0,0,10,29,57.77835159,4,14,0,35,2008,21
No Time For Talk,CHRISTOPHER CROSS,0.620549706,0.670790646,59,33,10,0.641,0.642,9,-10.507,0.0442,0.178,4.62E-05,0.0667,0.57,98.949,264000,4,0,0,0,5,9,66,2,2,127,5,1983,26.8
Drink In My Hand,ERIC CHURCH,0.885476917,0.840120007,96,40,20,0.626,0.913,0,-4.452,0.0318,0.00635,0,0.293,0.946,113.044,191307,4,0,0,0,0,4,79,0,0,0,19,2011,20.9
Always Gonna' Love You,GARY MOORE,0.704034758,0.62274541,104,103,5,0.214,0.539,4,-10.256,0.0385,0.0531,0.000363,0.324,0.227,189.333,234640,4,0,0,0,0,0,60,0,0,0,1,1983,26.8
My Friends Over You,NEW FOUND GLORY,0.863663906,0.809380222,98,85,6,0.398,0.978,2,-4.001,0.133,0.000291,0,0.0947,0.441,177.797,220200,4,1,0,0,0,0,68,0,0,47,1,2002,20.8
Amber Cascades,AMERICA,0.618834724,0.607690726,86,75,4,0.564,0.444,9,-13.379,0.027,0.15,5.13E-05,0.0907,0.704,128.731,171867,4,0,0,0,1,2,70,2,4,0,9,1976,26.9
Last Tango In Paris,HERB ALPERT AND THE TJB,0.463853674,0.529766284,99,77,8,0.666,0.55,0,-11.844,0.0239,0.803,0.798,0.142,0.858,99.877,168000,4,0,0,0,8,24,57.77835159,0,0,0,1,1973,25.8
Everything's Changed,LONESTAR,0.682081035,0.649407231,95,95,2,0.679,0.58,5,-7.034,0.0238,0.176,0.00153,0.0944,0.429,104.357,233773,4,0,0,0,0,4,62,0,0,0,16,1998,20.9
Is It Me,BARBARA MASON,0.610704406,0.459843212,126,97,4,0.499,0.386,6,-7.761,0.0433,0.477,0,0.103,0.876,186.94,185600,4,0,0,0,0,0,57.77835159,0,0,0,10,1966,22.1
I Fell In Love,ROCKELL,0.62578162,0.722928184,100,61,18,0.825,0.858,9,-7.586,0.08,0.0102,0.0373,0.0543,0.92,135.027,273093,4,0,0,0,0,0,41,0,0,43,2,1996,21.2
Little Boy Sad,JOHNNY BURNETTE,0.444497467,0.605782838,107,17,11,0.369,0.621,1,-9.956,0.107,0.0316,0.178,0.0442,0.634,195.306,129773,4,1,0,0,0,1,42,0,1,0,2,1961,19.9
(Oh Lord Won't You Buy Me A) Mercedes Benz,GOOSE CREEK SYMPHONY,0.584065034,0.550365634,96,64,9,0.486,0.41,4,-14.328,0.0457,0.744,0.00106,0.0775,0.926,88.824,196333,4,0,0,0,0,0,26,0,0,0,1,1972,25.3
How Can You Love Me,AMBROSIA,0.601574042,0.575863158,89,86,4,0.622,0.83,10,-7.243,0.0307,0.148,7.75E-06,0.117,0.959,130.783,245440,4,0,0,0,0,1,54,0,2,0,6,1982,27.1
How Do You Like It?,KEITH SWEAT,0.616418269,0.759393932,78,48,20,0.798,0.646,1,-6.24,0.0947,0.0056,4.78E-06,0.0711,0.669,94.699,273693,4,0,0,0,0,0,64,0,3,0,8,1994,21.8
Hang Fire,THE ROLLING STONES,0.732964555,0.807711827,78,20,11,0.514,0.912,9,-4.238,0.0371,0.0476,0.00139,0.31,0.948,76.153,141093,4,1,0,1,0,0,84,3,6,0,12,1982,27.1
Zabadak,"DAVE DEE, DOZY, BEAKY, MICK AND TICH",0.679010593,0.50574102,111,52,7,0.493,0.733,7,-13.053,0.0717,0.707,2.62E-05,0.413,0.442,129.258,226800,4,0,0,0,0,1,41,0,0,0,1,1967,22.5
Throw That,SLAUGHTERHOUSE featuring EMINEM,0.694372449,0.824052336,98,98,1,0.832,0.69,1,-4.834,0.0609,0.00321,0.0205,0.0673,0.379,149.966,237573,4,0,0,0,0,1,56,0,0,18,1,2012,20.9
Men Are Gettin' Scarce,JOE TEX,0.390076031,0.388741827,98,33,7,0.641,0.618,11,-13.79,0.0669,0.148,0,0.761,0.862,101.047,192838,4,0,0,0,0,7,42,0,2,0,19,1968,23.1
Only Love,BILL QUATEMAN,0.374697408,0.352897397,99,86,5,0.345,0.734,1,-6.802,0.0656,0.647,0,0.136,0.738,187.158,183707,4,0,0,0,0,0,8,0,0,0,1,1973,25.8
Somewhere Over The Rainbow,KATHARINE McPHEE,0.786542893,0.747358004,12,12,4,0.43,0.203,8,-10.425,0.0369,0.863,4.71E-06,0.106,0.105,119.884,210333,4,0,0,0,0,0,56,0,0,0,3,2006,21
Same Ole Love (365 Days A Year),ANITA BAKER,0.706955226,0.735998787,94,44,14,0.512,0.862,3,-11.84,0.0529,0.323,0,0.757,0.658,107.214,238627,4,0,0,0,8,18,60,0,2,21,6,1987,25
True Blue Lou,TONY BENNETT,0.256341004,0.520311321,129,118,2,0.398,0.396,1,-7.853,0.0348,0.881,0,0.229,0.286,141.828,161467,4,0,0,1,18,34,70,0,0,0,15,1963,20.8
Supernature,CERRONE,0.73666072,0.540094752,90,70,5,0.641,0.954,5,-6.765,0.0589,0.000173,0.425,0.0535,0.827,122.79,262000,4,0,0,0,0,0,57.77835159,0,0,0,1,1978,27.3
All My Love,JACKIE WILSON,0.589988046,0.653377145,108,12,14,0.321,0.468,2,-4.934,0.0317,0.898,8.29E-06,0.113,0.411,76.99,125867,4,0,0,0,0,2,64,0,4,0,28,1960,19.6
Yesterday,DEBELAH MORGAN,0.502311122,0.638550743,79,56,11,0.765,0.643,5,-6.075,0.0453,0.0254,1.97E-05,0.257,0.622,128.885,289800,4,0,0,0,0,0,32,0,1,0,1,1998,20.9
Let Me Blow Ya Mind,EVE featuring GWEN STEFANI,0.90192456,0.876189209,80,2,33,0.909,0.539,8,-4.278,0.116,0.243,0,0.0674,0.869,90.038,229933,4,1,0,0,1,4,69,0,1,0,0,2001,20.9
Backwater,MEAT PUPPETS,0.760787705,0.800883551,89,47,20,0.484,0.821,9,-6.564,0.0435,0.199,0.00191,0.195,0.541,111.931,220533,4,1,0,0,0,0,50,0,0,0,1,1994,21.8
Summer Breeze,SEALS AND CROFTS,0.861345613,0.848268534,88,6,18,0.276,0.525,9,-8.809,0.0336,0.0566,0.113,0.13,0.358,87.781,201653,4,3,0,0,0,2,59,0,3,9,7,1972,25.3
Right Here (Human Nature),SWV,0.837150775,0.82543364,55,2,22,0.615,0.72,9,-5.16,0.0658,0.068,0.0105,0.0889,0.696,94.002,226947,4,0,0,0,0,0,63,1,2,0,4,1993,22.2
You And Tequila,KENNY CHESNEY featuring GRACE POTTER,0.871882104,0.85272403,92,33,20,0.691,0.454,6,-9.13,0.0256,0.437,0.00227,0.0783,0.35,135.839,242840,4,0,0,0,0,5,77,0,0,0,1,2011,20.9
That's When The Tears Start,THE BLOSSOMS,0.576611131,0.321874496,133,133,1,0.513,0.659,10,-5.661,0.0336,0.687,0,0.0891,0.816,156.805,145427,4,0,0,0,0,0,22,0,0,0,0,1966,22.1
Lotta Love,NICOLETTE LARSON,0.786437597,0.704833864,86,8,19,0.598,0.678,5,-6.959,0.0249,0.0737,9.06E-05,0.203,0.921,113.756,186480,4,0,0,0,0,0,43,0,1,0,2,1978,27.3
Groovy Baby,BILLY ABBOTT AND THE JEWELS,0.342942421,0.295527116,122,55,10,0.492,0.43,7,-9.08,0.0252,0.694,0,0.402,0.323,101.809,135067,3,0,0,0,0,0,2,0,0,0,1,1963,20.8
You Met Your Match,STEVIE WONDER,0.629456015,0.527037095,106,35,8,0.707,0.592,6,-13.139,0.0606,0.18,0,0.0972,0.937,109.828,159933,4,0,0,1,25,74,57.77835159,6,12,0,23,1968,23.1
If Heaven Could Find Me,AMBROSIA,0.531532141,0.523958691,108,107,4,0.725,0.837,0,-5.487,0.0311,0.13,0.000131,0.302,0.703,119.57,268973,4,0,0,0,0,1,54,0,2,0,6,1979,27.4
Wonderful One,THE SHONDELLS,0.665875494,0.371240569,118,116,3,0.39,0.407,0,-8.78,0.0333,0.874,0.0344,0.117,0.0748,72.193,151107,4,0,0,0,0,0,57.77835159,0,0,0,0,1962,20.2
Keep The Fire,KENNY LOGGINS,0.62767314,0.722701183,82,36,13,0.577,0.573,4,-11.357,0.0355,0.191,0.0113,0.615,0.574,113.076,275733,4,0,0,0,2,12,73,0,3,54,12,1980,27.4
Give My Love A Try,LINDA JONES,0.432865393,0.446824094,108,93,7,0.406,0.486,1,-9.826,0.0373,0.786,0,0.674,0.651,72.219,152133,4,0,0,0,0,0,35,0,0,0,3,1967,22.5
