,Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Youtube viewcount,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,artist popularity,TopSongsArtist,TopSongsArtist10,TopSongsArtist100
1826,Thank God I'm A Country Boy,JOHN DENVER,3/22/1975,82,1,19,56,8876614,0.7559999999999999,0.521,9.0,-10.855,1.0,0.0448,0.8590000000000001,0.0017399999999999998,0.0401,0.9640000000000001,106.89299999999999,187000.0,4.0,0,0,0,72.0,3,3,19
1827,Only Yesterday,CARPENTERS,3/29/1975,74,4,13,35,13749431,0.361,0.439,8.0,-14.370999999999999,1.0,0.0367,0.0262,0.0,0.125,0.61,137.241,250868.0,4.0,0,0,0,70.0,0,3,5
1828,Shame Shame Shame,SHIRLEY &amp; CO.,1/11/1975,98,12,16,30,2398055,0.7340000000000001,0.7440000000000001,7.0,-8.085,1.0,0.159,0.254,0.0333,0.15,0.77,101.609,245787.0,4.0,0,0,0,22.0,0,0,1
1829,Living A Little Laughing A Little,SPINNERS,3/8/1975,77,37,7,22,194693,0.578,0.287,7.0,-12.622,0.0,0.0383,0.775,0.000127,0.0509,0.35100000000000003,88.46,197786.0,4.0,0,0,0,61.0,0,3,8
1830,Autobahn,KRAFTWERK,3/15/1975,87,25,10,45,2018987,0.33299999999999996,0.49700000000000005,2.0,-15.606,1.0,0.0366,0.105,0.872,0.129,0.113,81.681,1367093.0,4.0,0,0,0,59.0,0,0,2
1831,Don't Call Us We'll Call You,SUGARLOAF,11/30/1974,102,9,22,15,1241695,0.376,0.42,4.0,-16.773,0.0,0.08,0.841,0.0774,0.111,0.59,98.17299999999999,293347.0,4.0,0,0,0,36.0,0,2,2
1832,Who's Sorry Now,MARIE OSMOND,3/8/1975,83,40,6,10,675,0.318,0.444,6.0,-8.439,1.0,0.0287,0.599,6.34e-06,0.804,0.36700000000000005,98.68799999999999,128600.0,4.0,0,0,0,36.0,0,1,1
1833,Young Americans,DAVID BOWIE,3/15/1975,84,28,11,59,3679896,0.614,0.763,4.0,-8.949,0.0,0.133,0.171,0.0,0.11900000000000001,0.885,84.236,313707.0,4.0,4,0,1,82.0,0,3,17
1834,Beer Barrel Polka,BOBBY VINTON,3/15/1975,86,33,9,28,204272,0.662,0.49700000000000005,10.0,-13.868,1.0,0.0451,0.129,0.0,0.105,0.893,124.07700000000001,166467.0,4.0,0,0,0,57.0,3,3,16
1835,I Am Love,JENNIFER HOLLIDAY,10/15/1983,101,49,12,14,355709,0.39799999999999996,0.42200000000000004,0.0,-9.01,1.0,0.033,0.156,0.0,0.0839,0.0966,130.703,275467.0,4.0,0,0,0,40.0,0,0,4
1836,Shaving Cream,BENNY BELL,3/8/1975,95,30,11,8,566141,0.674,0.307,10.0,-12.184000000000001,1.0,0.10800000000000001,0.8909999999999999,0.0,0.233,0.851,100.19,179296.0,1.0,0,0,0,3.0,0,0,1
1837,Love Finds Its Own Way,GLADYS KNIGHT AND THE PIPS,2/22/1975,88,47,8,26,39113,0.5429999999999999,0.46299999999999997,9.0,-9.027999999999999,1.0,0.0304,0.57,9.87e-06,0.507,0.5579999999999999,77.881,234640.0,4.0,0,0,0,61.0,1,6,25
1838,Wolf Creek Pass,C.W. McCALL,2/1/1975,83,40,11,33,1100599,0.605,0.44,0.0,-16.641,1.0,0.23,0.845,3.85e-05,0.10800000000000001,0.6729999999999999,125.176,240107.0,4.0,0,0,0,46.0,1,0,2
1839,Black Water,DOOBIE BROTHERS,12/21/1974,75,1,17,61,5241395,0.5429999999999999,0.307,2.0,-18.253,1.0,0.0414,0.33399999999999996,0.0,0.044000000000000004,0.649,168.169,258613.0,4.0,3,0,0,72.0,2,1,10
1840,Love Won't Let Me Wait,MAJOR HARRIS,3/15/1975,107,5,20,30,3552622,0.597,0.29100000000000004,11.0,-13.837,0.0,0.0352,0.917,3.05e-05,0.122,0.226,115.666,227640.0,1.0,0,0,0,34.0,0,1,1
1841,Bad Time,GRAND FUNK,4/5/1975,69,4,15,40,2081776,0.56,0.9159999999999999,9.0,-3.72,0.0,0.0393,0.228,0.0,0.0969,0.899,125.01899999999999,176280.0,4.0,0,0,0,61.0,1,1,1
1842,Sun Goddess,"RAMSEY LEWIS &amp; EARTH, WIND AND FIRE",3/22/1975,84,44,7,43,578488,0.5429999999999999,0.932,7.0,-6.763999999999999,1.0,0.0548,0.0305,4.79e-05,0.0318,0.596,93.185,509520.0,4.0,0,0,1,78.0,0,0,2
1843,Sneaky Snake,TOM T. HALL,3/15/1975,98,55,6,31,1154160,0.6629999999999999,0.379,7.0,-14.794,1.0,0.0348,0.8009999999999999,0.0,0.122,0.87,148.501,119600.0,4.0,0,0,0,52.0,0,0,5
1844,The South's Gonna Do It,CHARLIE DANIELS BAND,2/8/1975,86,29,10,42,1626762,0.452,0.7120000000000001,9.0,-9.69,1.0,0.0556,0.519,1.55e-06,0.18899999999999997,0.8440000000000001,164.132,237427.0,4.0,0,0,0,62.0,0,1,5
1845,We're Almost There,MICHAEL JACKSON,3/1/1975,89,54,8,28,237228,0.5710000000000001,0.865,4.0,-8.995,0.0,0.0798,0.10800000000000001,0.0,0.344,0.782,93.55799999999999,227147.0,4.0,0,0,1,87.0,10,10,16
1846,The Immigrant,NEIL SEDAKA,3/29/1975,83,22,10,27,124982,0.45899999999999996,0.627,5.0,-7.98,1.0,0.0304,0.332,2.07e-06,0.33899999999999997,0.68,120.63,226640.0,4.0,0,0,0,57.77835159102765,2,4,15
1847,Sister Golden Hair,AMERICA,4/5/1975,71,1,16,64,13112387,0.441,0.547,4.0,-12.222000000000001,1.0,0.0337,0.13,0.000143,0.109,0.716,134.753,199573.0,4.0,0,0,0,70.0,2,4,9
1848,Reach Out I'll Be There,THE FOUR TOPS,9/3/1966,82,1,15,0,8723337,0.633,0.655,3.0,-10.272,0.0,0.0286,0.0193,0.0181,0.121,0.7490000000000001,119.775,193964.0,4.0,1,0,1,42.0,1,4,15
1849,Rainy Day People,GORDON LIGHTFOOT,3/29/1975,84,26,11,43,240283,0.672,0.425,11.0,-12.117,1.0,0.0277,0.6779999999999999,0.000616,0.142,0.5329999999999999,109.575,168827.0,4.0,0,0,0,62.0,1,2,4
1850,Don't Tell Me Goodnight,LOBO,3/29/1975,86,27,9,28,120420,0.507,0.375,9.0,-11.427999999999999,1.0,0.0287,0.6709999999999999,0.000944,0.225,0.33899999999999997,136.306,185760.0,4.0,0,0,0,56.0,0,3,11
1851,I'm Not Lisa,JESSI COLTER,4/5/1975,88,4,17,34,5556764,0.441,0.237,5.0,-10.169,1.0,0.0252,0.578,0.0007650000000000001,0.0977,0.145,78.939,201933.0,4.0,0,0,0,41.0,0,1,0
1852,Bad Luck,HAROLD MELVIN &amp; THE BLUE NOTES,3/22/1975,88,15,17,35,473948,0.626,0.779,9.0,-11.718,1.0,0.0873,0.3,0.0,0.138,0.649,119.637,383907.0,4.0,0,0,0,57.0,0,0,2
1853,Cry To Me,BETTY HARRIS,9/21/1963,92,23,11,8,17052,0.442,0.395,9.0,-9.213,1.0,0.0441,0.311,2.02e-05,0.14800000000000002,0.34,80.09899999999999,196587.0,4.0,0,0,0,33.0,0,0,3
1854,My Little Lady,THE TREMELOES,10/26/1968,127,127,1,40,761973,0.494,0.8140000000000001,2.0,-4.623,1.0,0.0318,0.307,0.0,0.132,0.975,125.36,165907.0,4.0,0,0,0,48.0,0,0,4
1855,I'll Play For You,SEALS AND CROFTS,4/5/1975,81,18,15,43,776719,0.532,0.402,7.0,-12.312999999999999,1.0,0.027000000000000003,0.585,0.0,0.0762,0.32899999999999996,91.85799999999999,245547.0,4.0,0,0,0,59.0,0,3,7
1856,Magic,CARS,5/19/1984,59,12,17,46,4439768,0.6829999999999999,0.8059999999999999,9.0,-7.574,1.0,0.042,0.125,0.0005480000000000001,0.191,0.9620000000000001,118.03200000000001,237093.0,4.0,0,0,0,69.0,0,1,6
1857,Growin',LOGGINS &amp; MESSINA,4/5/1975,86,52,7,32,22981,0.5479999999999999,0.466,9.0,-13.012,1.0,0.0695,0.33799999999999997,1.83e-05,0.17800000000000002,0.7140000000000001,170.75099999999998,156667.0,4.0,0,0,0,58.0,0,0,4
1858,Cut The Cake,AVERAGE WHITE BAND,4/12/1975,76,10,15,42,915259,0.807,0.632,7.0,-11.925,1.0,0.0524,0.284,0.6679999999999999,0.0364,0.9640000000000001,108.62200000000001,247973.0,4.0,1,0,0,60.0,1,1,3
1859,I Want To Be Free,OHIO PLAYERS,4/12/1975,77,44,7,35,5286606,0.49700000000000005,0.618,5.0,-8.427999999999999,1.0,0.122,0.243,0.000556,0.131,0.649,142.274,412893.0,4.0,1,0,0,59.0,1,0,6
1860,Toby,CHI-LITES,2/22/1975,104,78,8,26,416869,0.491,0.473,8.0,-10.88,1.0,0.028999999999999998,0.44,0.000121,0.33799999999999997,0.526,131.968,226187.0,4.0,0,0,0,51.0,0,0,8
1861,Pinball,BRIAN PROTHEROE,3/29/1975,100,60,7,43,274126,0.594,0.493,3.0,-11.972999999999999,1.0,0.136,0.627,0.0202,0.0806,0.41200000000000003,74.73899999999999,193453.0,4.0,0,0,0,34.0,0,0,1
1862,Spirit Of The Boogie,KOOL AND THE GANG,4/5/1975,92,35,17,21,276652,0.648,0.789,11.0,-9.629,0.0,0.0412,0.139,0.0119,0.26,0.745,108.065,293333.0,4.0,0,0,0,69.0,0,9,15
1863,Black Superman (Muhammad Ali),JOHNNY WAKELIN,3/8/1975,100,53,12,15,1003193,0.7120000000000001,0.514,5.0,-16.256,1.0,0.0278,0.34,0.000196,0.17600000000000002,0.98,109.885,213093.0,4.0,0,0,0,28.0,0,0,1
1864,Wildfire,JOHN MAYER,8/31/2013,98,85,2,64,5465444,0.7190000000000001,0.665,8.0,-8.589,1.0,0.0331,0.15,0.0009199999999999999,0.14400000000000002,0.763,96.999,253493.0,4.0,0,0,0,86.0,0,0,13
1865,Bloody Well Right,SUPERTRAMP,4/12/1975,85,35,10,46,277071,0.551,0.445,3.0,-13.885,1.0,0.187,0.46,0.0219,0.0704,0.613,74.705,272432.0,4.0,0,0,0,72.0,0,2,7
1866,The Last Farewell,ROGER WHITTAKER,4/5/1975,97,19,15,27,6209100,0.359,0.366,3.0,-10.959000000000001,1.0,0.0308,0.302,2.26e-06,0.344,0.52,82.29299999999999,238160.0,4.0,0,0,0,50.0,0,0,1
1867,Sail On Sailor,BEACH BOYS,4/12/1975,87,49,10,45,869287,0.627,0.631,9.0,-10.76,0.0,0.0245,0.20800000000000002,0.0,0.14400000000000002,0.679,109.98299999999999,202427.0,3.0,0,0,1,76.0,1,7,11
1868,A Hurricane Is Coming Tonight,CAROL DOUGLAS,4/12/1975,88,81,2,9,16774,0.632,0.711,1.0,-13.257,0.0,0.0339,0.19699999999999998,3.06e-06,0.256,0.9620000000000001,130.412,241693.0,4.0,0,0,0,32.0,0,0,2
1869,Get Down Get Down (Get On The Floor),JOE SIMON,3/29/1975,108,8,18,4,208602,0.6890000000000001,0.5589999999999999,8.0,-9.203,1.0,0.0377,0.196,0.0,0.14800000000000002,0.789,113.801,176920.0,4.0,0,0,0,57.77835159102765,0,2,22
1870,Sandy,LARRY HALL,10/19/1959,112,15,20,8,281931,0.633,0.484,0.0,-8.507,1.0,0.0269,0.47,0.00014099999999999998,0.1,0.8140000000000001,80.543,145027.0,4.0,0,0,0,29.0,0,0,1
1871,Spider Jiving,ANDY FAIRWEATHER-LOW,3/1/1975,108,107,2,4,298394,0.598,0.748,2.0,-5.237,1.0,0.0419,0.317,2.27e-05,0.0649,0.878,156.782,180467.0,4.0,0,0,0,35.0,0,0,0
1872,Linda On My Mind,CONWAY TWITTY,2/22/1975,96,61,8,37,3131693,0.6709999999999999,0.389,9.0,-8.658999999999999,1.0,0.0268,0.691,0.0,0.0563,0.58,108.439,156000.0,4.0,0,0,0,57.77835159102765,0,2,9
1873,I Wanna Learn A Love Song,HARRY CHAPIN,2/15/1975,87,44,9,33,483725,0.5670000000000001,0.645,7.0,-10.435,1.0,0.0465,0.43799999999999994,0.0,0.1,0.654,152.762,262667.0,4.0,0,0,0,56.0,1,0,5
1874,Check It Out,TAVARES,9/22/1973,84,35,12,22,832861,0.415,0.358,7.0,-13.509,1.0,0.0382,0.759,0.0,0.67,0.42200000000000004,125.414,206933.0,4.0,0,0,0,57.77835159102765,0,1,8
1875,The Pill,LORETTA LYNN,2/22/1975,105,70,8,27,544422,0.6920000000000001,0.34,6.0,-11.309000000000001,1.0,0.0333,0.49700000000000005,0.0,0.0871,0.79,77.682,156347.0,4.0,0,0,1,58.0,0,0,3
1876,All Right Now,FREE,8/14/1970,96,4,16,59,11793049,0.782,0.47600000000000003,2.0,-12.817,1.0,0.0888,0.24100000000000002,0.000103,0.17,0.813,119.992,330643.0,4.0,0,0,0,60.0,0,1,1
1877,A Pirate Looks At Forty,JIMMY BUFFETT,4/5/1975,102,101,8,46,1902633,0.579,0.248,7.0,-16.276,1.0,0.0349,0.752,0.0,0.10300000000000001,0.46799999999999997,119.255,230750.0,4.0,0,0,0,69.0,0,1,9
1878,Save Me,LISA FISCHER,9/7/1991,88,74,6,16,65545,0.655,0.902,5.0,-8.038,1.0,0.0357,0.0401,0.00045,0.0722,0.787,116.255,284960.0,4.0,0,0,0,38.0,0,0,2
1879,Leave My World,JOHNNY BRISTOL,4/12/1975,104,104,1,2,2639,0.639,0.7829999999999999,11.0,-7.837999999999999,1.0,0.0826,0.32,0.00010700000000000001,0.41200000000000003,0.892,87.59100000000001,192680.0,4.0,0,0,0,40.0,0,1,1
1880,Leave It Alone,THE DYNAMIC SUPERIORS,5/10/1975,110,102,4,25,256322,0.302,0.5529999999999999,2.0,-8.455,1.0,0.0304,6.709999999999999e-05,0.00909,0.29600000000000004,0.40399999999999997,140.624,360480.0,4.0,0,0,0,57.77835159102765,0,0,1
1881,Hold On (Just A Little Bit Longer),LITTLE ANTHONY AND THE IMPERIALS,4/12/1975,106,106,1,9,8366,0.428,0.7659999999999999,9.0,-10.663,1.0,0.106,0.628,0.00063,0.504,0.784,191.80200000000002,203120.0,4.0,0,0,0,21.0,0,0,9
1882,You Make It So Hard (To Say No),BOZ SCAGGS,4/12/1975,107,107,3,17,34897,0.595,0.708,7.0,-8.62,1.0,0.0616,0.574,9.329999999999999e-05,0.6609999999999999,0.772,132.816,211773.0,4.0,0,0,0,62.0,0,1,10
1883,Love Will Keep Us Together,CAPTAIN AND TENNILLE,4/12/1975,108,1,24,45,1827037,0.63,0.777,4.0,-4.337,1.0,0.0312,0.36700000000000005,0.0,0.318,0.9279999999999999,129.619,205493.0,4.0,8,0,0,53.0,1,1,0
1884,(Just Like) Romeo And Juliet,SHA NA NA,4/12/1975,110,55,11,6,172547,0.7490000000000001,0.738,3.0,-11.538,1.0,0.0388,0.168,4.6e-06,0.0972,0.9790000000000001,141.185,136240.0,4.0,0,0,0,53.0,0,0,2
1885,Rock Me Amadeus,FALCO,2/8/1986,79,1,17,47,37741403,0.617,0.8859999999999999,4.0,-7.0920000000000005,0.0,0.132,0.396,0.005,0.14,0.909,176.563,201867.0,4.0,0,0,0,62.0,1,0,1
1886,Kiss,PRINCE AND THE REVOLUTION,5/7/2016,28,23,2,74,3331730,0.898,0.271,7.0,-12.238,1.0,0.091,0.0135,0.0013800000000000002,0.0461,0.742,111.485,226240.0,4.0,0,0,0,77.0,0,0,2
1887,Manic Monday,BANGLES,1/25/1986,86,2,20,62,20915110,0.718,0.743,2.0,-5.372999999999999,1.0,0.0268,0.434,6.26e-05,0.159,0.856,121.485,184893.0,4.0,0,0,0,69.0,2,3,2
1888,R.O.C.K. In The USA,JOHN COUGAR MELLENCAMP,2/1/1986,54,2,17,45,1723207,0.433,0.955,9.0,-3.99,1.0,0.0665,0.0101,4.05e-06,0.24,0.897,163.793,174427.0,4.0,0,0,0,70.0,0,6,4
1889,What You Need,INXS,1/18/1986,96,5,20,37,2552021,0.685,0.8270000000000001,11.0,-6.045,1.0,0.0546,0.0238,0.0159,0.32799999999999996,0.47700000000000004,116.085,214000.0,4.0,0,0,0,71.0,1,6,10
1890,Addicted To Love,ROBERT PALMER,2/8/1986,83,1,22,51,39800481,0.7020000000000001,0.59,2.0,-12.76,1.0,0.0302,0.361,3.91e-06,0.0512,0.973,111.57,363640.0,4.0,0,0,0,61.0,1,2,7
1891,Let's Go All The Way,SLY FOX,12/28/1985,85,7,25,39,766155,0.633,0.7140000000000001,5.0,-13.574000000000002,1.0,0.0325,0.193,0.000307,0.29600000000000004,0.865,98.149,239107.0,4.0,0,0,0,33.0,0,1,0
1892,West End Girls,PET SHOP BOYS,3/1/1986,71,1,20,64,49432851,0.648,0.9470000000000001,4.0,-6.617000000000001,0.0,0.0369,0.0114,0.0567,0.105,0.602,113.255,245360.0,4.0,0,0,0,70.0,1,2,6
1893,Harlem Shuffle,BOB AND EARL,11/30/1963,124,44,14,54,2166399,0.647,0.72,5.0,-8.391,1.0,0.0406,0.507,0.00838,0.0489,0.8290000000000001,116.415,172093.0,4.0,0,0,0,53.0,0,0,1
1894,Secret Lovers,ATLANTIC STARR,12/28/1985,80,3,23,46,19321375,0.616,0.361,0.0,-16.097,1.0,0.0388,0.585,0.0,0.24,0.511,80.041,330093.0,4.0,0,0,0,54.0,0,2,6
1895,Why Can't This Be Love,VAN HALEN,3/15/1986,52,3,16,60,8794665,0.531,0.626,0.0,-13.370999999999999,1.0,0.0452,0.0606,0.0,0.0767,0.746,88.236,227693.0,4.0,0,0,0,76.0,0,2,11
1896,These Dreams,HEART,1/18/1986,54,1,20,52,25083538,0.534,0.524,11.0,-9.815,1.0,0.0284,0.475,0.0,0.0826,0.317,79.108,254476.0,4.0,0,0,0,70.0,1,6,18
1897,What Have You Done For Me Lately,JANET JACKSON,2/22/1986,95,4,21,45,5246755,0.8490000000000001,0.415,1.0,-12.674000000000001,1.0,0.057999999999999996,0.015,0.00302,0.0762,0.831,114.044,299493.0,4.0,0,0,0,72.0,6,6,3
1898,Your Love,GRAHAM CENTRAL STATION,8/9/1975,87,38,9,19,162883,0.561,0.6709999999999999,7.0,-9.007,1.0,0.0413,0.746,9.14e-06,0.106,0.7609999999999999,141.616,199840.0,3.0,0,0,0,46.0,0,0,3
1899,Nikita,ELTON JOHN,1/18/1986,71,7,18,0,12424423,0.63,0.755,7.0,-5.807,1.0,0.0266,0.284,0.00010700000000000001,0.0571,0.733,86.70200000000001,344827.0,4.0,0,0,0,81.0,4,15,31
1900,I Think It's Love,JERMAINE JACKSON,2/22/1986,74,16,15,11,123232,0.466,0.899,7.0,-8.125,1.0,0.0494,0.35100000000000003,1.73e-05,0.17800000000000002,0.836,127.914,233453.0,4.0,0,0,0,50.0,0,1,12
1901,Take Me Home,TERROR SQUAD,10/23/2004,94,62,16,42,3044567,0.8029999999999999,0.8,6.0,-4.915,0.0,0.21100000000000002,0.13,0.0,0.0488,0.831,131.041,210840.0,4.0,0,0,0,56.0,1,0,1
1902,American Storm,BOB SEGER,3/15/1986,56,13,14,31,36462,0.51,0.946,4.0,-4.788,1.0,0.0479,0.0763,0.0,0.14300000000000002,0.79,150.952,243264.0,4.0,0,0,0,71.0,1,3,11
1903,This Could Be The Night,LOVERBOY,1/18/1986,87,10,18,37,919723,0.545,0.363,1.0,-15.084000000000001,0.0,0.0255,0.319,0.0,0.105,0.315,84.57799999999999,298440.0,4.0,0,0,0,60.0,0,2,9
1904,So Far Away,STAIND,8/2/2003,78,24,28,64,10237457,0.40700000000000003,0.8959999999999999,6.0,-2.935,1.0,0.063,0.012,0.0,0.196,0.156,138.697,243573.0,3.0,0,0,0,71.0,0,1,4
1905,Bad Boy,MIAMI SOUND MACHINE,3/8/1986,76,8,19,33,810577,0.627,0.455,0.0,-16.185,0.0,0.0806,0.0475,0.0543,0.0432,0.858,181.498,235507.0,4.0,0,0,0,58.0,0,3,1
1906,Overjoyed,STEVIE WONDER,2/22/1986,76,24,13,45,6595603,0.36700000000000005,0.271,10.0,-17.317999999999998,1.0,0.0316,0.552,0.0,0.147,0.162,83.07799999999999,222586.0,4.0,0,0,1,57.77835159102765,6,12,23
1907,Calling America,ELECTRIC LIGHT ORCHESTRA,2/1/1986,91,18,15,45,2583588,0.645,0.701,2.0,-9.01,1.0,0.0315,0.0555,0.037000000000000005,0.267,0.868,126.51700000000001,210533.0,4.0,0,0,0,75.0,0,4,7
1908,If You Leave,ORCHESTRAL MANOEUVRES IN THE DARK,3/8/1986,81,4,20,58,9466461,0.635,0.684,0.0,-11.687000000000001,1.0,0.0329,0.08800000000000001,0.156,0.0755,0.892,120.26899999999999,268547.0,4.0,2,0,0,64.0,0,1,2
1909,Sara,BILL CHAMPLIN,7/31/1982,82,61,8,18,53542,0.517,0.473,2.0,-14.418,1.0,0.0388,0.552,9.11e-06,0.0901,0.358,142.007,195200.0,4.0,0,0,0,30.0,0,0,1
1910,Greatest Love Of All,WHITNEY HOUSTON,3/29/1986,54,1,18,63,93917355,0.502,0.305,9.0,-16.011,1.0,0.0339,0.484,3.55e-06,0.11699999999999999,0.248,131.24200000000002,291400.0,4.0,1,0,0,57.77835159102765,9,8,10
1911,I Do What I Do,JOHN TAYLOR,3/8/1986,73,23,12,20,152024,0.485,0.951,2.0,-10.655999999999999,0.0,0.0576,0.000204,0.0014,0.11599999999999999,0.746,164.264,225333.0,4.0,0,0,0,34.0,0,0,1
1912,For America,JACKSON BROWNE,3/1/1986,72,30,12,25,161275,0.521,0.831,2.0,-8.083,0.0,0.0543,0.0050799999999999994,1.55e-05,0.207,0.545,143.839,307933.0,4.0,0,0,0,69.0,0,2,11
1913,Something About You,FOUR TOPS,11/13/1965,58,19,7,24,423110,0.655,0.8190000000000001,10.0,-3.175,1.0,0.0327,0.0944,0.0,0.0514,0.8059999999999999,131.46200000000002,170107.0,4.0,0,0,1,68.0,1,1,13
1914,Live Is Life,OPUS,1/25/1986,88,32,16,59,86795903,0.633,0.9520000000000001,9.0,-4.274,0.0,0.0337,0.0532,1.73e-06,0.9890000000000001,0.765,95.42200000000001,249500.0,4.0,0,0,0,53.0,0,0,1
1915,No Easy Way Out,ROBERT TEPPER,1/25/1986,80,22,16,59,36768671,0.5429999999999999,0.8290000000000001,4.0,-7.916,0.0,0.0497,0.00146,4.91e-05,0.289,0.64,126.195,262027.0,4.0,2,0,0,51.0,0,0,1
1916,How Will I Know,WHITNEY HOUSTON,12/7/1985,60,1,23,68,45903040,0.8320000000000001,0.544,6.0,-12.697000000000001,1.0,0.0442,0.201,0.000139,0.632,0.9279999999999999,119.49,275533.0,4.0,1,0,0,57.77835159102765,9,8,10
1917,All I Need Is A Miracle,MIKE AND THE MECHANICS,3/22/1986,74,5,19,43,6872561,0.602,0.774,0.0,-13.083,1.0,0.0338,0.0312,5.68e-05,0.0497,0.971,135.125,252427.0,4.0,0,0,0,62.0,1,2,3
1918,A Little Bit Of Love (Is All It Takes),NEW EDITION,2/22/1986,94,38,15,28,541890,0.68,0.92,5.0,-5.926,0.0,0.0962,0.461,0.0,0.514,0.72,100.113,211400.0,4.0,0,0,0,63.0,0,3,8
1919,Beat's So Lonely,CHARLIE SEXTON,12/14/1985,93,17,20,30,1094952,0.542,0.8759999999999999,0.0,-11.675999999999998,1.0,0.0501,0.0353,5.1e-05,0.054000000000000006,0.557,156.058,316773.0,4.0,0,0,0,28.0,0,0,1
1920,Is It Love,MR. MISTER,3/29/1986,60,8,17,32,1317466,0.652,0.825,0.0,-11.418,1.0,0.0412,0.0398,0.000173,0.415,0.861,116.37,217333.0,4.0,0,0,0,61.0,1,1,2
1921,King For A Day,THOMPSON TWINS,1/18/1986,52,8,16,51,98765,0.71,0.778,4.0,-7.473,1.0,0.0437,0.102,1.39e-05,0.0482,0.633,109.1,318147.0,4.0,0,0,0,61.0,0,2,7
1922,Great Gosh A'Mighty,LITTLE RICHARD,3/8/1986,87,42,10,13,119358,0.47100000000000003,0.868,0.0,-12.21,1.0,0.0682,0.0575,0.0174,0.124,0.6940000000000001,165.675,289646.0,4.0,0,0,1,63.0,0,0,4
1923,Kyrie,MR. MISTER,12/21/1985,61,1,20,53,7711120,0.489,0.6759999999999999,0.0,-8.769,1.0,0.0367,0.287,0.0,0.389,0.623,89.735,256960.0,4.0,0,0,0,61.0,1,1,2
1924,Rough Boy,ZZ TOP,3/29/1986,65,22,13,51,5659738,0.457,0.48,9.0,-15.776,1.0,0.03,0.38,0.016,0.142,0.6829999999999999,157.967,289160.0,4.0,0,0,0,73.0,0,2,12
1925,Never As Good As The First Time,SADE,3/29/1986,71,20,12,38,12576056,0.6679999999999999,0.895,6.0,-5.459,0.0,0.0364,0.183,0.0132,0.111,0.784,107.704,236267.0,4.0,0,0,0,74.0,0,1,5
1926,Feel It Again,HONEYMOON SUITE,3/8/1986,86,34,16,34,940712,0.6,0.574,10.0,-13.164000000000001,1.0,0.0395,0.008740000000000001,7.41e-06,0.11699999999999999,0.5589999999999999,122.141,277293.0,4.0,0,0,0,44.0,0,0,4
1927,Stick Around,JULIAN LENNON,3/22/1986,72,32,13,17,120247,0.597,0.579,7.0,-10.724,1.0,0.0258,0.026000000000000002,0.0218,0.149,0.557,88.822,245560.0,4.0,0,0,0,42.0,0,2,4
1928,Live To Tell,MADONNA,4/12/1986,49,1,18,51,39610831,0.6729999999999999,0.314,2.0,-14.155999999999999,0.0,0.0279,0.41100000000000003,0.0334,0.107,0.27,109.84100000000001,353000.0,4.0,0,0,0,79.0,10,20,12
1929,Sanctify Yourself,SIMPLE MINDS,1/25/1986,64,14,14,27,1274543,0.565,0.909,0.0,-6.254,1.0,0.0433,0.0649,0.000126,0.715,0.6920000000000001,128.22299999999998,297907.0,4.0,0,0,0,71.0,1,1,3
1930,Be Good To Yourself,JOURNEY,4/12/1986,51,9,15,44,1467541,0.35,0.986,0.0,-2.682,1.0,0.067,0.0247,6.61e-06,0.315,0.35700000000000004,148.937,231680.0,4.0,0,0,0,78.0,0,4,16
1931,Move Away,CULTURE CLUB,4/5/1986,68,12,14,31,124940,0.672,0.687,5.0,-11.597000000000001,1.0,0.0392,0.158,2.2100000000000002e-05,0.337,0.882,132.20600000000002,249440.0,4.0,0,0,0,67.0,1,5,2
1932,Tomorrow Doesn't Matter Tonight,STARSHIP,4/5/1986,71,26,13,28,413280,0.627,0.877,5.0,-4.151,0.0,0.0379,0.317,1.09e-05,0.0613,0.365,102.809,221840.0,4.0,0,0,0,68.0,2,2,7
1933,Restless,STARPOINT,3/22/1986,85,46,12,17,87787,0.733,0.595,9.0,-12.075999999999999,0.0,0.0438,0.0874,0.0028,0.306,0.9620000000000001,117.92,231840.0,4.0,0,0,0,38.0,0,0,3
1934,(How To Be A) Millionaire,ABC,1/18/1986,81,20,14,30,362355,0.711,0.838,2.0,-7.4479999999999995,1.0,0.0723,0.217,1.3300000000000001e-05,0.1,0.884,121.68,214467.0,4.0,0,0,0,58.0,0,2,4
1935,Right Between The Eyes,WAX,3/15/1986,97,43,13,21,2070982,0.63,0.645,9.0,-13.123,1.0,0.0266,0.156,0.0205,0.14800000000000002,0.925,93.177,248627.0,4.0,0,0,0,25.0,0,0,1
1936,Night Moves,MARILYN MARTIN,1/18/1986,82,28,18,14,57901,0.66,0.655,3.0,-12.967,0.0,0.0275,0.0818,0.0242,0.0734,0.672,130.224,318613.0,4.0,0,0,0,44.0,0,0,1
1937,Silent Running,MIKE AND THE MECHANICS,11/23/1985,95,6,24,39,5783890,0.511,0.447,2.0,-13.24,0.0,0.0314,0.361,0.000251,0.131,0.348,130.989,373933.0,4.0,0,0,0,62.0,1,2,3
