,Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Youtube viewcount,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,artist popularity,TopSongsArtist,TopSongsArtist10,TopSongsArtist100
10474,Waymore's Blues,WAYLON JENNINGS,8/16/1975,110,110,1,43,3545607,0.732,0.43700000000000006,2.0,-16.721,1.0,0.0357,0.175,0.0115,0.114,0.914,140.78,160347.0,4.0,1,0,0,69.0,0,0,3
10475,Papa Don't Preach,MADONNA,6/28/1986,42,1,18,55,53392125,0.807,0.9059999999999999,5.0,-8.972999999999999,0.0,0.0371,0.311,0.000791,0.0248,0.971,121.54,345280.0,4.0,0,0,0,79.0,10,20,12
10476,Mad About You,BELINDA CARLISLE,5/17/1986,86,3,21,46,5096596,0.5760000000000001,0.743,9.0,-7.279,1.0,0.039,0.0010199999999999999,0.0023899999999999998,0.0776,0.36,143.895,217573.0,4.0,4,0,0,66.0,1,3,4
10477,Higher Love,STEVE WINWOOD,6/14/1986,77,1,22,52,2870709,0.7190000000000001,0.9,5.0,-6.686,1.0,0.0454,0.0683,0.0465,0.397,0.9259999999999999,98.796,252253.0,4.0,1,0,0,65.0,1,3,7
10478,We Don't Have To Take Our Clothes Off,JERMAINE STEWART,5/17/1986,90,5,22,48,12264483,0.816,0.7070000000000001,6.0,-8.601,0.0,0.0363,0.0244,0.00014199999999999998,0.0469,0.922,123.084,293240.0,4.0,2,0,0,57.77835159102765,0,1,2
10479,Dancing On The Ceiling,LIONEL RICHIE,7/19/1986,40,2,17,49,3163748,0.7140000000000001,0.779,0.0,-8.584,1.0,0.0519,0.132,2.24e-06,0.386,0.6940000000000001,133.2,270720.0,4.0,0,0,0,73.0,2,7,5
10480,Rumours,TIMEX SOCIAL CLUB,6/14/1986,81,8,19,16,942889,0.857,0.812,10.0,-7.362,0.0,0.0555,0.0844,0.0,0.0638,0.684,106.446,291213.0,4.0,0,0,0,33.0,0,1,0
10481,The Edge Of Heaven,WHAM!,7/5/1986,47,10,13,58,3437203,0.509,0.8320000000000001,9.0,-7.9110000000000005,0.0,0.0517,0.154,0.0,0.40399999999999997,0.831,76.388,274867.0,4.0,0,0,0,74.0,1,1,2
10482,Love Touch,ROD STEWART,5/31/1986,54,6,18,25,1196999,0.496,0.9109999999999999,4.0,-7.733,1.0,0.0471,0.0362,1.75e-05,0.0526,0.778,179.025,244013.0,4.0,0,0,0,77.0,3,10,19
10483,Sweet Freedom,MICHAEL McDONALD,6/14/1986,76,7,20,14,6332861,0.273,0.961,11.0,-4.138,0.0,0.162,0.000177,0.00182,0.172,0.239,104.198,338973.0,4.0,0,0,0,57.77835159102765,0,2,2
10484,Sledgehammer,PETER GABRIEL,5/10/1986,89,1,21,35,12762078,0.425,0.8740000000000001,8.0,-3.883,1.0,0.0495,0.0195,8.149999999999999e-05,0.968,0.498,95.48299999999999,296368.0,4.0,1,0,0,33.0,1,1,3
10485,You Should Be Mine (The Woo Woo Song),JEFFREY OSBORNE,5/24/1986,84,13,19,33,1957117,0.725,0.627,0.0,-10.7,1.0,0.0441,0.6990000000000001,0.0009130000000000001,0.0985,0.799,88.90299999999999,266333.0,4.0,0,0,0,53.0,0,0,8
10486,Friends & Lovers,GLORIA LORING &amp; CARL ANDERSON,7/5/1986,77,2,21,33,341381,0.529,0.222,3.0,-16.093,1.0,0.0298,0.789,0.0,0.096,0.16399999999999998,111.196,213013.0,3.0,0,0,0,28.0,0,1,0
10487,Danger Zone,KENNY LOGGINS,5/10/1986,85,2,21,69,45162033,0.544,0.897,3.0,-6.056,0.0,0.0471,0.24100000000000002,0.0,0.13,0.647,157.17,215133.0,4.0,6,0,0,73.0,0,3,12
10488,Suzanne,JOURNEY,6/21/1986,63,17,13,40,605735,0.52,0.9520000000000001,10.0,-2.3040000000000003,1.0,0.0538,0.23,2.52e-05,0.325,0.574,88.00200000000001,218893.0,4.0,0,0,0,78.0,0,4,16
10489,Baby Love,REGINA,6/21/1986,88,10,20,7,596387,0.741,0.5820000000000001,2.0,-6.69,0.0,0.0417,0.168,1.14e-06,0.18100000000000002,0.828,97.846,217587.0,4.0,0,0,0,51.0,0,1,0
10490,Words Get In The Way,MIAMI SOUND MACHINE,6/14/1986,88,5,24,35,1285906,0.674,0.31,5.0,-17.352,1.0,0.0329,0.293,1.64e-05,0.10800000000000001,0.56,155.656,205533.0,4.0,0,0,0,58.0,0,3,1
10491,Invisible Touch,GENESIS,5/31/1986,45,1,17,54,363749,0.659,0.878,0.0,-5.987,1.0,0.0298,0.33899999999999997,0.000543,0.0731,0.843,131.037,209587.0,4.0,0,0,0,70.0,1,6,15
10492,One Step Closer To You,GAVIN CHRISTOPHER,5/24/1986,85,22,17,18,87295,0.736,0.825,5.0,-12.819,1.0,0.0376,0.111,8.3e-05,0.0501,0.7709999999999999,112.11399999999999,311320.0,4.0,0,0,0,15.0,0,0,1
10493,Yankee Rose,DAVID LEE ROTH,7/5/1986,72,16,15,49,1304977,0.5529999999999999,0.915,0.0,-3.2030000000000003,1.0,0.0759,0.0011,0.0,0.17300000000000001,0.654,137.031,228453.0,4.0,0,0,0,53.0,0,1,4
10494,Stuck With You,HUEY LEWIS AND THE NEWS,8/2/1986,42,1,19,62,4804930,0.7040000000000001,0.544,4.0,-11.402000000000001,0.0,0.026000000000000002,0.0873,1.66e-05,0.040999999999999995,0.628,120.71700000000001,269573.0,4.0,0,0,0,68.0,3,7,7
10495,"That Was Then, This Is Now",MONKEES,7/5/1986,88,20,14,28,142254,0.611,0.8109999999999999,11.0,-7.216,1.0,0.0265,0.0644,1.91e-05,0.0985,0.9620000000000001,142.067,242813.0,4.0,0,0,0,66.0,0,0,3
10496,Nasty,JANET JACKSON,5/17/1986,74,3,19,49,946154,0.845,0.883,1.0,-11.7,0.0,0.0654,0.455,0.008329999999999999,0.13,0.536,103.675,243133.0,4.0,0,0,0,72.0,6,6,3
10497,Man Size Love,KLYMAXX,7/5/1986,85,15,15,19,69212,0.8859999999999999,0.728,6.0,-6.996,0.0,0.0624,0.0686,0.002,0.0173,0.9620000000000001,119.501,340573.0,4.0,0,0,0,44.0,0,0,4
10498,Rumbleseat,JOHN COUGAR MELLENCAMP,6/28/1986,78,28,13,37,508436,0.703,0.9229999999999999,5.0,-2.5269999999999997,1.0,0.0273,0.0592,0.153,0.111,0.9640000000000001,129.287,178427.0,4.0,0,0,0,70.0,0,6,4
10499,Opportunities,PET SHOP BOYS,5/31/1986,65,10,16,45,4474788,0.6729999999999999,0.9079999999999999,8.0,-4.637,1.0,0.0418,0.0774,0.00285,0.0684,0.647,120.286,224000.0,4.0,0,0,0,70.0,1,2,6
10500,Walk This Way,RUN DMC,7/26/1986,73,4,16,67,60267538,0.759,0.578,6.0,-12.56,0.0,0.0468,0.00796,8.18e-05,0.0605,0.9440000000000001,105.598,309760.0,4.0,0,0,1,67.0,0,1,3
10501,Don't Forget Me (When I'm Gone),GLASS TIGER,7/12/1986,86,2,24,47,1581942,0.612,0.6970000000000001,9.0,-9.144,1.0,0.0261,0.0802,0.00049,0.32299999999999995,0.736,109.837,248027.0,4.0,0,0,0,45.0,0,1,2
10502,Taken In,MIKE AND THE MECHANICS,6/28/1986,85,32,15,32,958800,0.759,0.292,11.0,-17.189,1.0,0.0401,0.584,4.74e-05,0.0791,0.701,93.01100000000001,256840.0,4.0,0,0,0,62.0,1,2,3
10503,Love Zone,BILLY OCEAN,7/26/1986,65,10,16,25,1430518,0.725,0.748,7.0,-8.148,1.0,0.0669,0.261,0.000149,0.079,0.841,95.01299999999999,255000.0,4.0,0,0,0,66.0,4,2,4
10504,The Captain Of Her Heart,DOUBLE,6/28/1986,95,16,18,46,12893779,0.6709999999999999,0.6409999999999999,8.0,-9.488,1.0,0.0241,0.648,0.000346,0.11800000000000001,0.385,96.281,274617.0,4.0,0,0,0,41.0,0,0,1
10505,Hanging On A Heart Attack,DEVICE,6/14/1986,93,35,14,27,196926,0.505,0.8909999999999999,6.0,-12.17,0.0,0.0487,0.00336,0.00675,0.32899999999999996,0.475,98.48299999999999,310427.0,4.0,0,0,0,22.0,0,0,2
10506,Digging Your Scene,BLOW MONKEYS,5/3/1986,89,14,19,31,680998,0.565,0.875,9.0,-7.102,1.0,0.0723,0.175,0.00122,0.0542,0.6759999999999999,102.554,245267.0,4.0,0,0,0,46.0,0,0,1
10507,Modern Woman,BILLY JOEL,6/7/1986,54,10,15,29,141208,0.789,0.813,5.0,-8.72,0.0,0.0451,0.222,2.83e-06,0.191,0.9620000000000001,143.18200000000002,229693.0,4.0,0,0,0,79.0,3,7,24
10508,Dreamtime,DARYL HALL,8/2/1986,54,5,15,30,401189,0.617,0.773,7.0,-10.03,1.0,0.0323,0.0333,1.46e-06,0.0994,0.794,121.675,285093.0,4.0,0,0,0,42.0,0,1,2
10509,Two Of Hearts,STACEY Q,7/12/1986,89,3,22,49,6753397,0.852,0.523,5.0,-6.716,0.0,0.032,0.0833,0.0,0.106,0.65,130.154,237533.0,4.0,0,0,0,42.0,0,1,3
10510,Oh People,PATTI LaBELLE,7/19/1986,88,29,12,17,656060,0.647,0.622,7.0,-10.818,0.0,0.0506,0.542,3.71e-05,0.0521,0.675,102.016,319227.0,4.0,0,0,0,58.0,0,0,3
10511,Velcro Fly,ZZ TOP,7/26/1986,72,35,12,38,2607941,0.563,0.835,7.0,-13.003,0.0,0.0336,0.0306,0.00186,0.0554,0.909,151.585,209133.0,4.0,0,0,0,73.0,0,2,12
10512,Heaven In Your Eyes,LOVERBOY,8/2/1986,72,12,17,45,2502489,0.5760000000000001,0.45399999999999996,6.0,-11.005,1.0,0.0294,0.14300000000000002,0.0,0.127,0.282,122.84,244093.0,4.0,0,0,0,60.0,0,2,9
10513,When I Think Of You,JANET JACKSON,8/9/1986,60,1,19,48,5543882,0.7709999999999999,0.623,6.0,-11.448,0.0,0.0416,0.0894,0.0263,0.0531,0.6970000000000001,116.21799999999999,235493.0,4.0,0,0,0,72.0,6,6,3
10514,Press,PAUL McCARTNEY,8/2/1986,66,21,11,14,47614,0.679,0.855,0.0,-10.298,1.0,0.035,0.0882,0.0010400000000000001,0.16899999999999998,0.8809999999999999,113.021,287413.0,4.0,0,0,1,76.0,1,3,9
10515,All Cried Out,ALLURE featuring 112,8/30/1997,40,4,25,41,11221866,0.613,0.46399999999999997,1.0,-8.918,1.0,0.0241,0.17600000000000002,0.0,0.10300000000000001,0.17600000000000002,139.80200000000002,275773.0,4.0,0,0,0,41.0,0,1,0
10516,A Kind Of Magic,QUEEN,6/21/1986,85,42,11,44,26292352,0.6729999999999999,0.7829999999999999,9.0,-5.79,1.0,0.0364,0.0203,0.0015300000000000001,0.19,0.688,130.099,264253.0,4.0,0,0,0,87.0,2,1,16
10517,Money's Too Tight To Mention,SIMPLY RED,7/19/1986,87,28,15,42,7671299,0.653,0.915,11.0,-5.928,0.0,0.0434,0.0765,7.950000000000001e-05,0.7559999999999999,0.6579999999999999,114.916,319877.0,4.0,0,0,0,72.0,2,0,4
10518,Throwing It All Away,GENESIS,8/16/1986,54,4,16,38,395134,0.47,0.621,1.0,-7.294,1.0,0.0268,0.135,0.0035399999999999997,0.0846,0.307,83.955,230520.0,4.0,0,0,0,70.0,1,6,15
10519,Love Walks In,VAN HALEN,8/9/1986,67,22,15,48,4276677,0.2,0.434,9.0,-14.274000000000001,0.0,0.0294,0.263,0.0,0.11699999999999999,0.37,83.876,310933.0,4.0,0,0,0,76.0,0,2,11
10520,Missionary Man,EURYTHMICS,7/26/1986,81,14,16,40,3574317,0.59,0.85,10.0,-4.271,0.0,0.0589,0.0392,5.73e-06,0.248,0.5660000000000001,124.895,267947.0,4.0,0,0,0,74.0,0,1,5
10521,If Looks Could Kill,HEART,7/19/1986,81,54,9,33,336055,0.506,0.95,7.0,-7.002999999999999,0.0,0.0817,0.0847,0.0,0.7340000000000001,0.6920000000000001,145.106,220415.0,4.0,0,0,0,70.0,1,6,18
10522,A Matter Of Trust,BILLY JOEL,8/9/1986,71,10,18,48,11440815,0.738,0.662,2.0,-8.371,1.0,0.0268,0.0589,4.54e-05,0.306,0.88,110.304,248747.0,4.0,1,0,0,79.0,3,7,24
10523,Private Number,JUDY CLAY &amp; WILLIAM BELL,8/24/1968,127,75,7,31,620838,0.547,0.226,9.0,-16.914,1.0,0.0264,0.0251,0.0,0.52,0.63,102.42200000000001,160933.0,4.0,0,0,0,50.0,0,0,1
10524,Love Always,EL DeBARGE,8/9/1986,88,43,12,20,410596,0.6829999999999999,0.495,5.0,-9.805,0.0,0.03,0.6579999999999999,1.9600000000000002e-05,0.0818,0.518,90.096,330760.0,4.0,0,0,0,47.0,0,1,1
10525,Nothing In Common,THOMPSON TWINS,7/26/1986,95,54,10,28,46794,0.6729999999999999,0.701,4.0,-6.164,0.0,0.0368,0.41200000000000003,1.33e-06,0.21899999999999997,0.617,119.91799999999999,208267.0,4.0,0,0,0,61.0,0,2,7
10526,Ain't Nothin' Goin' On But The Rent,GWEN GUTHRIE,8/2/1986,91,42,13,27,176112,0.778,0.879,10.0,-9.567,0.0,0.0984,0.17600000000000002,1.55e-05,0.151,0.9309999999999999,107.54799999999999,214267.0,4.0,0,0,0,41.0,0,0,1
10527,Wrap It Up,FABULOUS THUNDERBIRDS,8/9/1986,86,50,10,36,795646,0.6759999999999999,0.632,8.0,-12.725999999999999,1.0,0.0688,0.20199999999999999,0.000139,0.10099999999999999,0.86,120.86200000000001,162600.0,4.0,0,0,0,46.0,0,1,2
10528,When The Heart Rules The Mind,GTR,5/10/1986,74,14,16,28,182797,0.5329999999999999,0.818,2.0,-8.47,1.0,0.0517,0.16899999999999998,0.00043200000000000004,0.215,0.335,137.218,328956.0,4.0,0,0,0,25.0,0,0,2
10529,Secret Separation,THE FIXX,5/24/1986,77,19,14,29,1085737,0.602,0.821,9.0,-9.669,1.0,0.0306,0.00818,9.88e-05,0.036000000000000004,0.955,110.01299999999999,230093.0,4.0,0,0,0,50.0,0,1,6
10530,With You All The Way,NEW EDITION,6/14/1986,84,51,11,32,639208,0.578,0.293,7.0,-15.036,1.0,0.0321,0.47100000000000003,0.0,0.0598,0.23600000000000002,141.695,217067.0,4.0,0,0,0,63.0,0,3,8
10531,It's You,BOB SEGER,8/16/1986,85,52,9,26,700884,0.601,0.8909999999999999,0.0,-6.202999999999999,1.0,0.0268,0.0637,0.0018100000000000002,0.11800000000000001,0.731,145.278,243924.0,4.0,0,0,0,71.0,1,3,11
10532,The Other Side Of Life,MOODY BLUES,8/16/1986,86,58,9,26,1375923,0.662,0.322,4.0,-15.989,0.0,0.0333,0.17800000000000002,0.000212,0.107,0.652,138.961,410333.0,3.0,0,0,0,64.0,0,2,5
10533,Lonely Is The Night,AIR SUPPLY,8/9/1986,95,76,8,51,13272805,0.557,0.621,7.0,-6.689,1.0,0.0232,0.18100000000000002,2.79e-06,0.299,0.35200000000000004,83.194,248307.0,4.0,0,0,0,71.0,1,5,5
10534,Before I Go,STARSHIP,7/5/1986,96,68,7,28,69828,0.7440000000000001,0.816,9.0,-4.968,1.0,0.0367,0.124,0.0,0.34299999999999997,0.623,115.38799999999999,314853.0,4.0,0,0,0,68.0,2,2,7
10535,Like A Rock,BOB SEGER,5/24/1986,56,12,13,49,1330945,0.423,0.652,1.0,-5.357,1.0,0.0268,0.0883,0.0005650000000000001,0.256,0.369,83.012,355798.0,4.0,1,0,0,71.0,1,3,11
10536,Take Me Home Tonight,EDDIE MONEY,8/16/1986,92,4,23,66,4962212,0.622,0.845,1.0,-5.984,1.0,0.0324,0.11800000000000001,0.0,0.0984,0.715,132.752,211467.0,4.0,1,0,0,66.0,0,2,18
10537,Paranoimia,ART OF NOISE with MAX HEADROOM,8/16/1986,93,34,12,0,1030812,0.774,0.635,9.0,-9.017000000000001,1.0,0.0482,0.00016999999999999999,0.495,0.0837,0.149,130.04399999999998,288733.0,4.0,0,0,0,57.77835159102765,0,0,1
10538,Hot Water,LEVEL 42,7/26/1986,96,87,4,24,140257,0.708,0.696,0.0,-15.165,1.0,0.0565,0.0507,0.00158,0.272,0.5479999999999999,110.676,217707.0,4.0,0,0,0,59.0,0,0,2
10539,Like No Other Night,.38 SPECIAL,5/3/1986,75,14,16,31,1819386,0.48200000000000004,0.7709999999999999,9.0,-5.093999999999999,1.0,0.042,0.00418,0.0266,0.18600000000000003,0.7170000000000001,124.14,235400.0,4.0,0,0,0,61.0,0,0,8
10540,Playing With The Boys,KENNY LOGGINS,8/16/1986,96,60,12,51,6022662,0.638,0.87,2.0,-7.93,1.0,0.0362,0.0885,8.96e-06,0.11599999999999999,0.892,141.674,239267.0,4.0,1,0,0,73.0,0,3,12
10541,Walk Away Renee,SOUTHSIDE JOHNNY AND THE JUKES,8/16/1986,98,98,5,17,71376,0.624,0.733,7.0,-5.292999999999999,1.0,0.0224,0.29,0.0,0.157,0.53,92.43,260373.0,4.0,0,0,0,40.0,0,0,1
10542,I'll Be Missing You,PUFF DADDY &amp; FAITH EVANS featuring 112,6/14/1997,1,1,33,72,117673405,0.862,0.479,7.0,-9.199,1.0,0.0646,0.0522,0.00126,0.589,0.925,109.87799999999999,301520.0,4.0,1,0,0,77.0,1,0,0
10543,Mo Money Mo Problems,THE NOTORIOUS B.I.G. feat. PUFF DADDY &amp; MASE,8/2/1997,4,1,30,71,38573906,0.845,0.884,6.0,-4.506,0.0,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,257400.0,4.0,0,0,0,84.0,1,0,0
10544,2 Become 1,SPICE GIRLS,8/16/1997,6,4,24,63,28593109,0.6459999999999999,0.665,6.0,-7.877999999999999,1.0,0.0268,0.326,1.9699999999999998e-05,0.23800000000000002,0.7,143.966,241027.0,4.0,0,0,0,73.0,1,2,3
10545,Not Tonight,"LIL KIM feat DA BRAT, LEFT EYE, MISSY ELLIOTT &amp; ANGIE MAR",7/12/1997,33,6,21,43,12691673,0.862,0.662,9.0,-7.669,0.0,0.153,0.00562,0.0,0.0375,0.777,91.052,271827.0,4.0,0,0,0,72.0,0,1,0
10546,Do You Know (What It Takes),ROBYN,5/31/1997,36,7,28,42,1557511,0.635,0.74,3.0,-4.439,0.0,0.0355,0.00465,0.0152,0.129,0.857,200.102,221293.0,4.0,0,0,0,67.0,0,1,0
10547,Never Make A Promise,DRU HILL,8/9/1997,10,7,20,43,13107351,0.733,0.478,9.0,-8.21,0.0,0.0293,0.27399999999999997,0.0,0.248,0.46,113.228,328400.0,4.0,0,0,0,63.0,0,2,4
10548,Sunny Came Home,SHAWN COLVIN,7/12/1997,8,7,32,56,5187235,0.5539999999999999,0.58,11.0,-8.05,0.0,0.0322,0.344,0.00842,0.0989,0.402,167.83,264200.0,4.0,0,0,0,52.0,0,1,0
10549,C U When U Get There,COOLIO featuring 40 THEVZ,7/5/1997,50,12,20,48,142687,0.76,0.585,3.0,-7.307,1.0,0.161,0.0102,0.00047599999999999997,0.308,0.455,91.179,311040.0,4.0,0,0,0,69.0,0,0,1
10550,G.H.E.T.T.O.U.T.,CHANGING FACES,5/10/1997,28,8,25,44,3716579,0.71,0.312,10.0,-6.917999999999999,0.0,0.0325,0.391,2.19e-06,0.0682,0.535,108.262,264960.0,4.0,0,0,0,46.0,0,2,2
10551,Gotham City,R. KELLY,7/19/1997,17,9,20,33,4505180,0.725,0.634,8.0,-5.519,0.0,0.0483,0.0303,0.0,0.29600000000000004,0.452,135.793,285680.0,4.0,0,0,0,88.0,0,6,12
10552,Look Into My Eyes,GEORGE LAMOND,8/18/1990,99,63,13,29,2132081,0.475,0.8059999999999999,0.0,-11.890999999999998,1.0,0.0481,0.0212,0.0017399999999999998,0.0714,0.9620000000000001,118.083,313841.0,4.0,0,0,0,35.0,0,0,3
10553,Say You'll Be There,SPICE GIRLS,5/24/1997,5,3,21,62,57754457,0.726,0.679,1.0,-6.218999999999999,1.0,0.0473,0.0149,1.49e-06,0.0837,0.7509999999999999,107.02,235973.0,4.0,0,0,0,73.0,1,2,3
10554,Invisible Man,98 DEGREES,7/12/1997,77,12,28,38,4667860,0.693,0.5489999999999999,9.0,-10.442,0.0,0.031,0.20800000000000002,0.0,0.172,0.5539999999999999,89.911,283267.0,4.0,0,0,0,61.0,0,3,4
10555,Someone,SWV featuring PUFF DADDY,7/26/1997,31,19,20,35,108912,0.6729999999999999,0.601,7.0,-9.275,0.0,0.174,0.0359,0.0,0.0678,0.8109999999999999,173.956,246267.0,4.0,0,0,0,63.0,0,0,1
10556,Mmmbop,HANSON,5/3/1997,16,1,22,58,66572153,0.6759999999999999,0.938,9.0,-6.664,1.0,0.0681,0.00639,0.0038299999999999996,0.0621,0.6409999999999999,104.833,238733.0,4.0,0,0,0,65.0,1,1,1
10557,I Can Love You,MARY J. BLIGE,7/26/1997,32,28,19,52,7313141,0.7170000000000001,0.607,7.0,-7.351,1.0,0.146,0.0229,9.19e-05,0.5479999999999999,0.665,87.095,286400.0,4.0,0,0,0,75.0,1,1,17
10558,More Than This,"10,000 MANIACS",7/12/1997,57,25,18,33,1364697,0.616,0.762,6.0,-8.766,1.0,0.0266,0.018000000000000002,0.00456,0.0872,0.779,124.637,245560.0,4.0,0,0,0,57.77835159102765,0,0,8
10559,Take It To The Streets,RAMPAGE featuring BILLY LAWRENCE,7/19/1997,47,34,17,18,110618,0.885,0.5660000000000001,7.0,-9.032,1.0,0.276,6.57e-05,0.0056,0.301,0.396,101.759,217907.0,4.0,0,0,0,10.0,0,0,1
10560,Coco Jamboo,MR. PRESIDENT,8/2/1997,45,21,20,65,59029183,0.8320000000000001,0.838,1.0,-5.414,0.0,0.0421,0.0791,0.0,0.152,0.965,100.021,218733.0,4.0,0,0,0,56.0,0,0,1
10561,Go The Distance,MICHAEL BOLTON,6/7/1997,56,24,20,56,7972798,0.363,0.435,2.0,-8.141,1.0,0.0307,0.39899999999999997,0.0,0.21899999999999997,0.14800000000000002,125.89200000000001,280640.0,4.0,0,0,0,69.0,1,5,9
10562,Do You Like This,ROME,8/2/1997,72,31,20,33,2294113,0.76,0.284,9.0,-12.244000000000002,0.0,0.0297,0.00424,7.84e-06,0.0737,0.10800000000000001,107.963,292160.0,4.0,0,0,0,42.0,0,1,1
10563,You Bring Me Up,K-CI &amp; JOJO,6/14/1997,29,26,20,25,1712500,0.76,0.7,11.0,-4.133,0.0,0.158,0.0765,0.0,0.163,0.754,90.839,263693.0,4.0,0,0,0,63.0,1,1,3
10564,Butterfly Kisses,RAYBON BROS,6/14/1997,62,22,17,7,87480,0.5379999999999999,0.363,10.0,-9.558,1.0,0.0249,0.529,0.0,0.0858,0.127,85.791,284920.0,4.0,0,0,0,3.0,0,0,1
10565,I Say A Little Prayer,ARETHA FRANKLIN,8/17/1968,82,10,11,68,65804560,0.59,0.355,9.0,-14.050999999999998,1.0,0.0352,0.48,0.0,0.0585,0.499,133.03,216773.0,4.0,0,0,1,75.0,0,12,28
10566,6 Underground,SNEAKER PIMPS,5/3/1997,94,45,22,50,6672815,0.586,0.685,1.0,-8.705,0.0,0.0493,0.0293,0.107,0.132,0.47200000000000003,169.938,234040.0,4.0,4,0,0,54.0,0,0,2
10567,I Wanna Be There,BLESSID UNION OF SOULS,5/10/1997,76,39,20,32,221367,0.506,0.657,7.0,-7.291,1.0,0.0278,0.0373,0.0,0.0432,0.496,140.481,270027.0,4.0,0,0,0,47.0,0,0,3
10568,To Make You Feel My Love,BILLY JOEL,8/16/1997,54,50,9,36,851830,0.605,0.444,7.0,-9.405,1.0,0.0264,0.27,0.0,0.11199999999999999,0.188,137.195,231467.0,4.0,0,0,0,79.0,3,7,24
10569,When You Talk About Love,PATTI LABELLE,7/19/1997,79,56,12,19,751809,0.8740000000000001,0.726,8.0,-5.5,0.0,0.0318,0.0274,0.11,0.696,0.91,97.986,333360.0,4.0,0,0,0,58.0,0,0,4
10570,Smokin' Me Out,WARREN G featuring RONALD ISLEY,6/21/1997,47,35,14,27,2603123,0.8370000000000001,0.517,0.0,-8.83,1.0,0.17300000000000001,0.0511,0.0,0.193,0.6509999999999999,91.845,220933.0,4.0,0,0,0,69.0,0,0,1
10571,Rhythm Of Love,DJ COMPANY,6/14/1997,95,53,17,29,942786,0.552,0.868,1.0,-8.242,1.0,0.0347,0.0013800000000000002,0.114,0.17,0.797,142.013,230360.0,4.0,0,0,0,27.0,0,0,1
10572,Things Just Ain't The Same,DEBORAH COX,7/5/1997,79,56,17,23,1810936,0.79,0.74,5.0,-5.83,0.0,0.13,0.00687,3.6700000000000004e-05,0.0847,0.7340000000000001,125.165,251400.0,4.0,0,0,0,54.0,0,1,4
10573,Four Leaf Clover,ABRA MOORE,7/19/1997,70,63,13,20,143789,0.672,0.7759999999999999,2.0,-6.351,1.0,0.0323,0.12,4.1e-05,0.102,0.973,127.992,213840.0,4.0,0,0,0,27.0,0,0,1
10574,Don't Wanna Be A Player,JOE,5/3/1997,45,21,20,42,4726797,0.769,0.534,8.0,-6.096,0.0,0.0468,0.522,0.0,0.057,0.895,81.729,304360.0,4.0,0,0,0,70.0,0,1,8
10575,5 Miles To Empty,BROWNSTONE,5/17/1997,61,39,16,13,3188558,0.6709999999999999,0.733,3.0,-10.884,0.0,0.0283,5.01e-05,0.858,0.0745,0.8029999999999999,123.57700000000001,225933.0,4.0,0,0,0,53.0,0,0,3
10576,It's No Good,DEPECHE MODE,5/17/1997,47,38,20,48,16199011,0.601,0.7559999999999999,10.0,-6.48,0.0,0.0348,0.00866,0.0413,0.0821,0.185,99.096,358520.0,4.0,0,0,0,77.0,0,1,14
10577,Last Night On Earth,U2,7/19/1997,57,57,8,29,100314,0.544,0.7070000000000001,1.0,-8.323,1.0,0.0333,0.0061600000000000005,0.0016699999999999998,0.0946,0.535,116.206,285667.0,4.0,0,0,0,84.0,2,3,20
10578,What's Stopping You,O'JAYS,7/5/1997,86,73,11,10,30029,0.7829999999999999,0.637,9.0,-7.374,1.0,0.0552,0.434,0.0,0.0746,0.861,177.545,256581.0,4.0,0,0,0,64.0,0,2,9
10579,Down For Yours,NASTYBOY KLICK featuring ROGER TROUTMAN,8/9/1997,87,69,17,32,260575,0.861,0.547,7.0,-8.243,1.0,0.28600000000000003,0.172,0.0,0.682,0.37200000000000005,94.04,243560.0,4.0,0,0,0,34.0,0,0,1
10580,"Never, Never Gonna Give You Up",LISA STANSFIELD,8/9/1997,90,74,9,46,46493,0.584,0.8270000000000001,4.0,-5.43,0.0,0.0657,0.0645,1.91e-05,0.56,0.657,84.787,301973.0,4.0,0,0,0,61.0,0,1,4
10581,We Trying To Stay Alive,WYCLEF JEAN featuring REFUGEE ALLSTARS,6/14/1997,48,45,12,47,3243716,0.87,0.618,1.0,-8.693999999999999,1.0,0.25,0.0057,5.6899999999999994e-05,0.12300000000000001,0.6459999999999999,98.93,191533.0,4.0,0,0,0,75.0,0,0,1
10582,Listen,COLLECTIVE SOUL,6/28/1997,79,72,11,35,1349388,0.5720000000000001,0.8170000000000001,2.0,-6.23,1.0,0.0285,0.0496,1.95e-05,0.105,0.736,99.023,252267.0,4.0,0,0,0,64.0,0,0,6
10583,Can We,SWV,8/2/1997,75,75,15,45,661293,0.775,0.568,8.0,-8.735,0.0,0.094,0.133,0.0141,0.0576,0.769,85.45200000000001,290627.0,4.0,0,0,0,63.0,1,2,4
10584,Far From Yours,O.C. featuring YVETTE MICHELE,8/16/1997,83,81,3,24,174998,0.59,0.64,11.0,-8.021,0.0,0.314,0.00343,1.4599999999999999e-05,0.174,0.42200000000000004,172.195,298160.0,4.0,0,0,0,50.0,0,0,1
