Title,Artist,Entry_Date,Entry_Position,Peak_Position,Total_Weeks,Popularity,Movies_TV_feature_count,Oscars_won,Artist_lifetime_grammy_achievement,Artist_grammy_wins,Artist_grammy_nominations
I Love You Baby,DOTTIE AND RAY,1/30/65,135,126,4,-1,0,0,0,0,0
You're Next,JIMMY WITHERSPOON,2/13/65,131,98,6,0,0,0,0,0,4
Patch It Up,LINDA SCOTT,2/13/65,135,135,1,-1,0,0,0,0,0
Theme From 'Love Story',FRANCIS LAI,1/30/71,75,31,9,28,0,0,0,0,2
Let Your Love Go,BREAD,1/2/71,79,28,10,33,0,0,0,0,1
Don't Let The Green Grass Fool You,WILSON PICKETT,1/16/71,84,17,11,34,0,0,0,0,5
Jody's Got Your Girl And Gone,JOHNNIE TAYLOR,1/2/71,101,28,12,21,0,0,0,2,6
Get Up Get Into It Get Involved,JAMES BROWN,1/2/71,53,34,8,22,0,0,1,0,4
Just Seven Numbers,FOUR TOPS,1/23/71,79,40,8,9,0,0,1,0,1
Apeman,KINKS,1/2/71,88,45,9,44,0,0,0,0,0
D.O.A.,BLOODROCK,1/2/71,94,36,13,47,0,0,0,0,0
When I'm Dead And Gone,McGUINESS FLINT,1/9/71,85,47,9,-1,0,0,0,0,0
He Called Me Baby,CANDI STATON,1/2/71,75,52,10,41,0,0,0,0,4
Fresh As A Daisy,EMITT RHODES,1/2/71,102,54,10,16,0,0,0,0,0
Hang On To Your Life,GUESS WHO,1/30/71,82,43,7,24,0,0,0,0,0
Cheryl Mona Marie,JOHN ROWLES,1/2/71,96,64,8,-1,0,0,0,0,0
Country Road,MERRY CLAYTON,10/9/70,104,103,4,22,0,0,0,1,2
(She's A) Very Lovely Woman,LINDA RONSTADT,1/9/71,122,70,8,0,0,0,1,10,26
You're A Big Girl Now,THE STYLISTICS,1/2/71,117,73,8,35,0,0,0,0,0
Ride A White Swan,T.REX,1/16/71,106,76,7,22,0,0,0,0,0
It's Up To You Petula,EDISON LIGHTHOUSE,1/2/71,113,72,7,-1,0,0,0,0,0
Triangle Of Love,PRESIDENTS,1/30/71,92,68,7,0,0,0,0,0,2
Keep The Customer Satisfied,GARY PUCKETT,1/30/71,101,71,6,12,0,0,0,0,0
Make Me Happy,BOBBY BLOOM,1/16/71,100,80,6,-1,0,0,0,0,0
Everything Is Good About You,LETTERMEN,1/30/71,98,74,7,13,0,0,0,0,4
Ain't It A Sad Thing,R. DEAN TAYLOR,2/6/71,119,66,6,1,0,0,0,0,0
The Morning Of Our Lives,ARKADE,2/6/71,120,60,7,-1,0,0,0,0,0
The Glory Of Love,DELLS,1/16/71,119,92,8,6,0,0,0,0,0
Carolina Day,LIVINGSTON TAYLOR,1/16/71,107,93,5,13,0,0,0,0,0
My Sweet Lord,BILLY PRESTON,1/23/71,116,90,7,32,0,0,0,2,9
Didn't It Look So Easy,STAIRSTEPS,2/6/71,96,81,6,-1,0,0,0,0,0
Super Highway,BALLIN' JACK,1/30/71,102,93,6,-1,0,0,0,0,0
Maria (You Were The Only One),JIMMY RUFFIN,2/6/71,110,97,3,10,0,0,0,0,0
Stop The World And Let Me Off,THE FLAMING EMBER,2/13/71,101,101,2,-1,0,0,0,0,0
Mixed Up Guy,JOEY SCARBURY,1/9/71,108,108,1,-1,0,0,0,0,0
Beginning To Feel The Pain,MAC DAVIS,2/13/71,105,92,5,10,0,0,0,0,3
Celia Of The Seals,DONOVAN,2/13/71,106,84,5,-1,0,0,0,0,1
I've Been Loving You Too Long (Live Version),OTIS REDDING,2/6/71,112,110,2,20,0,0,1,2,5
Never Marry A Railroad Man,SHOCKING BLUE,1/2/71,118,111,2,-1,0,0,0,0,0
Tulsa,BILLY JOE ROYAL,1/23/71,125,86,7,0,0,0,0,0,0
Joshua,DOLLY PARTON,1/9/71,116,108,7,37,0,0,1,8,47
Drowin' On Dry Land,JUNIOR PARKER,2/6/71,114,114,2,-1,0,0,0,0,0
San Bernadino,CHRISTIE,1/23/71,103,100,5,27,0,0,0,0,0
Rainin' In My Heart,SLIM HARPO,5/29/61,87,69,3,19,1,0,0,0,0
Who's Gonna Take My Weight (Part 1),KOOL AND THE GANG,1/16/71,120,113,7,-1,0,0,0,0,0
Bell Bottom Blues,DEREK AND THE DOMINOS,2/6/71,122,91,5,46,0,0,0,0,1
All Kinds Of People,BURT BACHARACH,2/6/71,123,116,4,5,0,0,1,6,20
Too Many Lovers,SHACK,3/13/71,120,120,1,1,0,0,0,0,0
"You're My Latest, My Greatest Inspiration",TEDDY PENDERGRASS,1/9/82,83,43,11,51,0,0,0,0,5
Let's Get It Up,AC/DC,1/16/82,81,44,9,44,0,0,0,0,0
Let The Feeling Flow,PEABO BRYSON,1/9/82,81,42,12,30,0,0,0,2,8
Wanna Be With You,"EARTH, WIND AND FIRE",1/23/82,78,51,7,28,0,0,1,0,0
Circle Of Love,THE STEVE MILLER BAND,1/23/82,85,55,7,-1,0,0,0,0,0
Perhaps Love,PLACIDO DOMINGO &amp; JOHN DENVER,1/16/82,79,59,7,-1,0,0,0,7,31
Voice On The Radio,CONDUCTOR,1/30/82,85,63,5,-1,0,0,0,0,0
Here To Love You,THE DOOBIE BROTHERS,2/6/82,81,65,5,36,0,0,0,0,0
Why You Wanna Try Me,THE COMMODORES,2/6/82,82,66,5,-1,0,0,0,0,0
Opposites Do Attract,THE ALL SPORTS BAND,1/30/82,103,78,4,-1,0,0,0,0,0
You Can,MADLEEN KANE,2/6/82,89,77,5,10,0,0,0,0,0
Natural Love,PETULA CLARK,2/6/82,90,66,6,-1,0,0,0,2,9
Cool (Part 1),THE TIME,1/30/82,94,90,7,-1,0,0,0,0,0
Power Play,MOLLY HATCHET,2/6/82,98,96,2,7,0,0,0,0,0
Start It All Over,McGUFFEY LANE,2/6/82,99,97,3,-1,0,0,0,0,0
Rain Is Falling,ELO,1/30/82,107,101,5,42,0,0,0,0,0
Let's Work,MICK JAGGER,9/12/87,75,39,9,33,0,0,0,2,15
Spies In The Night,THE MANHATTAN TRANSFER,1/16/82,105,103,6,11,0,0,0,0,0
Stage Fright,CHIC,1/30/82,106,105,3,30,0,0,0,0,0
Right In The Middle (Of Falling In Love),BETTYE LaVETTE,2/6/82,110,105,7,6,0,0,0,0,3
In The Raw,THE WHISPERS,2/13/82,109,103,4,22,0,0,0,0,0
How Can I Forget You,ELISA FIORILLO,1/23/88,78,60,8,6,0,0,0,0,0
It's The End Of The World As We Know It,R.E.M.,1/30/88,83,69,9,65,0,0,0,0,0
Coming Up You,CARS,1/23/88,80,74,5,23,0,0,0,0,6
You Will Know,STEVIE WONDER,2/6/88,83,77,6,28,0,0,1,25,74
The Motion Of Love,GENE LOVES JEZEBEL,2/6/88,89,87,3,40,0,0,0,0,0
(I've Had) he Time Of My Life,BILL MEDLEY &amp; JENNIFER WARNES,9/26/87,73,1,21,-1,0,0,0,1,3
"Nuthin But A ""G"" Thang",DR. DRE,1/30/93,95,2,27,22,0,0,0,0,0
Dazzey Duks,DUICE,1/9/93,86,12,40,-1,0,0,0,0,0
Love Is,ALANNAH MYLES,5/5/90,88,36,13,37,0,0,0,1,2
Feels Like Heaven,PETER CETERA &amp; CHAKA KHAN,1/23/93,88,71,8,-1,0,0,0,1,14
Cats In The Cradle,UGLY KID JOE,2/13/93,79,6,20,51,0,0,0,0,0
Punks Jump Up To Get Beat Down,BRAND NUBIAN,1/2/93,83,77,10,35,0,0,0,0,0
Losin' Myself,DEBBIE GIBSON,2/6/93,96,86,5,15,0,0,0,0,0
Toss-Up,N2DEEP,2/13/93,92,92,3,21,0,0,0,0,0
I Will Get There,BOYZ II MEN,1/16/99,76,32,9,35,0,0,0,4,15
It's All Been Done,BARENAKED LADIES,12/26/98,74,44,12,52,2,0,0,0,2
Silly Ho,TLC,1/9/99,90,59,9,42,0,0,0,4,12
How Do I Deal,JENNIFER LOVE HEWITT,2/6/99,65,59,8,31,0,0,0,0,0
Unsent,ALANIS MORISSETTE,2/6/99,75,58,6,39,0,0,0,7,14
Somebody's Out There Watching,THE KINLEYS,1/23/99,89,64,9,13,0,0,0,0,0
Keepin' Up,ALABAMA,2/6/99,85,69,8,24,0,0,0,2,13
Hot Spot,MIDNIGHT STAR,9/18/82,108,108,2,5,0,0,0,0,0
Talk Show Shhh!,SHAE JONES,1/2/99,95,88,9,17,0,0,0,0,0
We Like To Party,VENGABOYS,2/13/99,97,26,20,61,0,0,0,0,0
A Bitter End,DERYL DODD,1/2/99,97,88,7,27,0,0,0,0,0
Set The Fire To The Third Bar,SNOW PATROL featuring MARTHA WAINWRIGHT,1/30/10,86,54,5,-1,1,0,0,0,0
Stranded (Haiti Mon Amour),"JAY-Z, BONO, THE EDGE &amp; RIHANNA",2/6/10,16,16,2,-1,0,0,0,0,0
My City Of Ruins (Live From The Kennedy Center Honors),EDDIE VEDDER,2/13/10,92,92,1,40,0,0,0,2,17
Hurry Home,JASON MICHAEL CARROLL,2/13/10,99,99,1,40,0,0,0,0,0
Out Of The Woods,TAYLOR SWIFT,11/1/14,18,18,2,62,0,0,0,10,29
Get Ugly,JASON DERULO,1/9/16,100,52,12,71,4,0,0,0,0
Bake Sale,WIZ KHALIFA featuring TRAVI$ SCOTT,2/27/16,74,74,1,-1,0,0,0,0,10
Watch Out,2 CHAINZ,1/16/16,85,64,11,67,0,0,0,0,0
Walking On A Dream,EMPIRE OF THE SUN,3/12/16,90,90,2,68,3,0,0,0,0
Good To Be Alive (Hallelujah),ANDY GRAMMER,1/2/16,86,62,10,49,0,0,0,0,0
Bang My Head,DAVID GUETTA featuring SIA &amp; FETTY WAP,1/30/16,98,76,6,-1,0,0,0,2,9
Mr. Misunderstood,ERIC CHURCH,1/16/16,92,84,5,62,0,0,0,0,4
Hollow,TORI KELLY,1/2/16,98,68,11,60,0,0,0,0,1
Country Nation,BRAD PAISLEY,2/13/16,94,94,2,51,0,0,0,3,18
Emperor's New Clothes,PANIC! AT THE DISCO,11/14/15,68,68,2,74,0,0,0,0,0
Bottom Of The Bottle,CURREN$Y featuring AUGUST ALSINA &amp; LIL WAYNE,2/13/16,97,97,1,-1,0,0,0,0,0
Thank You (Falettin Me Be Mice Elf Agin),SLY AND THE FAMILY STONE,1/3/70,59,1,13,-1,0,0,1,0,0
Psychedelic Shack,TEMPTATIONS,1/17/70,95,7,11,32,0,0,0,4,9
Blowing Away,5TH DIMENSION,1/3/70,77,21,9,24,0,0,0,6,9
Honey Come Back,GLEN CAMPBELL,1/17/70,78,19,9,31,0,0,1,6,20
How Can I Forget You / Gonna Give Her All The Love I've Got,MARVIN GAYE,1/3/70,126,41,8,-1,0,0,1,2,12
Oh What A Day,DELLS,1/17/70,102,43,9,18,0,0,0,0,0
The Touch Of You,BRENDA AND THE TABULATIONS,1/17/70,84,50,8,30,0,0,0,0,0
New World Coming,MAMA CASS,1/31/70,82,42,7,15,0,0,0,0,0
I've Gotta Make You Love Me,STEAM,1/24/70,100,46,7,-1,0,0,0,0,0
Moon Walk,JOE SIMON,1/3/70,100,54,8,3,0,0,0,0,7
My Honey & Me,LUTHER INGRAM,1/3/70,112,55,8,4,0,0,0,0,0
Got To See If I Can Get Mommy (To Come Back Home),JERRY BUTLER,1/17/70,117,62,6,-1,0,0,0,0,2
Good Guys Only Win In The Movies,MEL &amp; TIM,1/31/70,102,45,8,-1,0,0,0,0,0
How Can I Tell My Mom And Day,LOVELITES,12/27/69,115,60,12,-1,0,0,0,0,0
Why Should I Cry,GENTRYS,2/7/70,83,61,6,5,0,0,0,0,0
If I Never Knew Your Name,VIC DANA,1/10/70,95,47,12,3,0,0,0,0,0
Save The Country,5TH DIMENSION,6/12/70,90,27,8,19,0,0,0,6,9
If Walls Could Talk,LITTLE MILTON,1/17/70,97,71,5,12,0,0,0,0,2
Down In The Alley,RONNIE HAWKINS,1/24/70,114,75,6,3,0,0,0,0,0
The Court Of The Crimson King,KING CRIMSON,1/24/70,113,80,4,43,0,0,0,0,1
Keep On Doin',ISLEY BROTHERS,1/24/70,130,75,8,16,0,0,1,1,4
A Friend In The City,ANDY KIM,2/7/70,111,90,3,-1,0,0,0,0,0
If You've Got A Heart,BOBBY GOLDSBORO,9/18/65,110,60,9,8,0,0,0,0,4
Take It Off Him And Put It On Me,CLARENCE CARTER,2/14/70,99,94,4,-1,0,0,0,0,2
The Fightin' Side Of Me,MERLE HAGGARD AND THE STRANGERS,2/7/70,105,92,4,33,0,0,1,2,13
Shades Of Green,FLAMING EMBER,1/17/70,100,88,3,-1,0,0,0,0,0
Church Soul St. Revival,THE EXILES,2/7/70,104,104,2,-1,0,0,0,0,0
Country Girl,JEANNIE C. RILEY,2/7/70,107,106,3,2,0,0,0,0,0
The Maltese Melody,HERB ALPERT AND THE TIJUANA BRASS,1/31/70,111,108,3,13,0,0,0,8,24
Lu,PEGGY LIPTON,2/7/70,102,102,2,3,0,0,0,0,0
Never Goin' Back To Georgia,THE BLUES MAGOOS,1/24/70,126,113,4,-1,0,0,0,0,0
Little Things Mean A Lot,JONI JAMES,12/7/59,107,35,12,30,0,0,0,0,0
Try (Just A Little Bit Harder),JANIS JOPLIN,2/7/70,116,103,6,50,0,0,1,0,2
Comin' Home,DELANEY &amp; BONNIE,2/7/70,121,84,5,-1,0,0,0,0,0
Don't Get Close,LITTLE ANTHONY AND THE IMPERIALS,2/14/70,119,116,3,-1,0,0,0,0,0
To The Other Woman (I'm The Other Woman),DORIS DUKE,2/14/70,121,50,11,4,0,0,0,0,0
"Love, Peace And Happiness",THE CHAMBERS BROTHERS,2/14/70,122,96,3,18,0,0,0,0,0
Hold Back The Night,TRAMMPS,1/17/76,90,35,10,30,0,0,0,1,1
Lady Bump,PENNY McLEAN,1/3/76,80,48,10,36,0,0,0,0,0
Til It's Time To Say Goodbye,JONATHAN CAIN,1/10/76,79,44,9,-1,0,0,0,0,1
Take It Like A Man,BACHMAN-TURNER OVERDRIVE,2/7/76,60,33,7,20,0,0,0,0,0
Banapple Gas,CAT STEVENS,2/7/76,61,41,6,11,0,0,0,0,0
Can The Can,SUZI QUATRO,2/7/76,66,56,4,43,1,0,0,0,0
Quiet Storm,SMOKEY ROBINSON,1/17/76,86,61,7,30,0,0,1,1,5
Chain Gang Medley,JIM CROCE,1/3/76,87,63,9,-1,0,0,0,0,2
In France They Kiss On Main Street,JONI MITCHELL,2/7/76,77,66,4,40,0,0,1,8,16
Growin' Up,DAN HILL,1/24/76,81,67,6,-1,0,0,0,1,2
What's The Name Of This Funk,RAMSEY LEWIS,1/24/76,78,69,4,17,0,0,0,3,4
If I Only Knew,OZARK MOUNTAIN DAREDEVILS,1/17/76,88,65,7,11,0,0,0,0,0
Scotch On The Rocks,BAND OF THE BLACK WATCH,1/17/76,102,75,11,5,0,0,0,0,0
January,PILOT,1/31/76,99,87,6,31,0,0,0,0,0
Sweet Loving Man,MORRIS ALBERT,2/7/76,93,93,2,0,0,0,0,0,3
Texas,CHARLIE DANIELS BAND,2/7/76,99,91,4,26,0,0,0,1,6
Nursery Rhymes,PEOPLE'S CHOICE,2/7/76,98,93,3,22,0,0,0,0,0
Abyssinia Jones,EDWIN STARR,1/24/76,104,98,4,-1,0,0,0,0,1
High Fly,JOHN MILES,2/14/76,99,68,7,8,0,0,0,0,0
If Love Must Go,DOBIE GRAY,2/14/76,100,78,7,-1,0,0,0,0,0
Motels And Memories,T.G. SHEPPARD,2/7/76,103,102,2,0,0,0,0,0,0
Rattlesnake,OHIO PLAYERS,2/14/76,105,90,5,10,0,0,0,0,1
Loving Power,THE IMPRESSIONS,2/7/76,104,103,5,3,0,0,0,0,0
Once A Fool,KIKI DEE,2/14/76,107,82,7,4,0,0,0,0,1
Lovin' As You Wanna Be,PETE WINGFIELD,2/14/76,108,108,2,-1,0,0,0,0,0
The Call,ANNE MURRAY,2/14/76,110,91,6,13,0,0,0,4,12
Flash,QUEEN,1/17/81,79,42,10,44,0,0,0,0,4
Too Tight,CON FUNK SHUN,1/24/81,75,40,10,26,0,0,0,0,0
Staying With It,FIREFALL,1/24/81,81,37,9,14,0,0,0,0,0
Lipstick,MICHEL POLNAREFF,5/29/76,83,61,7,-1,0,0,0,0,0
I Don't Want To Know Your Name,GLEN CAMPBELL,1/24/81,87,65,5,2,0,0,1,6,20
And Love Goes On,"EARTH, WIND AND FIRE",2/7/81,87,59,7,37,0,0,1,0,0
Cafe Amore,SPYRO GYRA,1/31/81,106,77,6,38,0,0,0,0,13
Don't You Know What Love Is,TOUCH,1/31/81,92,69,6,9,0,0,0,0,0
Keep This Train A-Rollin',DOOBIE BROTHERS,2/14/81,82,62,5,18,0,0,0,2,4
"Wynken, Blynken & Nod",DOOBIE BROTHERS,1/24/81,88,76,4,20,0,0,0,2,4
Love On The Airwaves,NIGHT,2/7/81,104,87,5,2,0,0,0,0,0
"Theme From ""Raging Bull"" (Cavalleria Rusticana)",JOEL DIAMOND,2/7/81,108,82,5,0,0,0,0,0,0
Cow Patti,JIM STAFFORD,2/7/81,102,102,2,17,0,0,0,0,0
Look Up,PATRICE RUSHEN,1/24/81,102,102,6,24,0,0,0,0,3
Blackjack,RUPERT HOLMES,2/14/81,109,103,5,-1,0,0,0,0,2
Don't Need A Gun,BILLY IDOL,1/24/87,72,37,9,21,0,0,0,0,3
Shelter,LONE JUSTICE,1/10/87,93,47,12,22,0,0,0,0,0
Skin Trade,DURAN DURAN,1/31/87,83,39,9,21,0,0,0,2,2
Cry Wolf,A-HA,1/24/87,82,50,10,41,0,0,0,0,0
Big Mistake,PETER CETERA,1/24/87,91,61,6,26,0,0,0,1,14
Coming Up Close,TIL TUESDAY,1/10/87,90,59,10,30,0,0,0,0,0
Deep River Woman,LIONEL RICHIE,1/17/87,84,71,8,38,0,0,0,4,32
Kiss You When It's Dangerous,EIGHT SECONDS,1/31/87,91,72,8,25,0,0,0,0,0
Make It Mean Something,ROB JUNGKLAS,2/7/87,91,86,3,8,0,0,0,0,0
Nothing's Gonna Change My Love,GLENN MEDEIROS,2/14/87,92,12,25,58,0,0,0,0,0
Falling In Love (Uh-Oh),GLORIA ESTEFAN,11/1/86,94,25,16,-1,0,0,0,3,12
Ronnie's Rapp,RON &amp; THE D.C. CREW,1/24/87,95,93,4,-1,0,0,0,0,0
Make Em' Say Uhh!,"MASTER P feat FIEND, SILKK THE SHOCKER, MIA X &amp; MYSTIKAL",1/31/98,41,16,27,-1,0,0,0,0,0
Ain't That Just A Way,LUTRICIA McNEAL,1/3/98,91,63,16,-1,0,0,0,0,0
I Can Love You Better,DIXIE CHICKS,1/31/98,90,77,7,48,0,0,0,12,19
Tic Tic Tac,FRUIT DE LA PASSION,2/7/98,92,81,8,2,0,0,0,0,0
"Young, Sad And Blue",LYSETTE,1/10/98,93,75,10,-1,0,0,0,0,0
Day That She Left Tulsa (In A Chevy),WADE HAYES,2/14/98,91,86,5,26,0,0,0,0,0
Sugar Cane,SPACE MONKEYS,1/24/98,58,58,4,16,0,0,0,0,0
Then What,CLAY WALKER,2/7/98,95,65,18,39,0,0,0,0,0
Tha Hop,KINSU,1/24/98,90,88,8,4,0,0,0,0,0
Figured You Out,NICKELBACK,2/7/04,76,65,19,56,0,0,0,0,5
Some Girls (Dance With Women),JC CHASEZ featuring DIRT McGIRT,1/31/04,98,88,5,-1,0,0,0,0,8
My President,YOUNG JEEZY featuring NAS,11/22/08,92,92,1,-1,0,0,0,0,4
La La Land,DEMI LOVATO,1/10/09,83,52,8,56,0,0,0,0,1
Angels On The Moon,THRIVING IVORY,1/31/09,92,75,9,46,0,0,0,0,0
Freeze,T-PAIN featuring CHRIS BROWN,11/1/08,38,38,3,-1,0,0,0,2,13
Tell Me Something I Don't Know,SELENA GOMEZ,1/31/09,77,58,3,48,2,0,0,1,2
Last Call,LEE ANN WOMACK,1/31/09,93,77,9,47,0,0,0,1,12
More Like Her,MIRANDA LAMBERT,1/31/09,99,90,8,52,0,0,0,2,14
I Will Be,LEONA LEWIS,2/14/09,94,66,6,45,0,0,0,0,3
Get On Your Boots,U2,3/14/09,96,96,1,34,0,0,0,22,46
Stuck On A Feeling,PRINCE ROYCE featuring SNOOP DOGG,1/10/15,93,43,10,-1,0,0,0,7,38
Only One,KANYE WEST featuring PAUL McCARTNEY,2/14/15,68,45,5,-1,0,0,1,21,68
All About It,HOODIE ALLEN featuring ED SHEERAN,1/24/15,100,71,4,-1,0,0,0,0,0
Take It On Back,CHASE BRYANT,1/17/15,98,82,8,49,0,0,0,0,1
What We Ain't Got,JAKE OWEN,1/17/15,95,89,11,50,0,0,0,0,1
The Body,WALE featuring JEREMIH,1/31/15,98,87,6,-1,0,0,0,0,0
Not For Long,B.O.B featuring TREY SONGZ,1/24/15,96,80,9,-1,0,0,0,0,0
I Mean It,G-EAZY featuring REMO,1/31/15,100,100,1,-1,0,0,0,0,0
T.L.C. Tender Love And Care,JIMMIE RODGERS,1/11/60,83,24,10,4,0,0,1,0,2
Time And A River,NAT KING COLE,1/25/60,114,30,9,-1,0,0,1,1,7
Little Coco Palm,JERRY WALLACE,1/4/60,95,36,9,0,0,0,0,0,0
Crazy Arms,BOB BECKHAM,1/4/60,68,36,13,0,0,0,0,0,6
Bonnie Come Back,DUANE EDDY,12/14/59,107,7,29,-1,0,0,0,1,2
That Old Feeling,KITTY KALLEN,2/1/60,85,55,5,1,0,0,0,0,0
Amapola,JACKY NOGUEZ ORCHESTRA,1/18/60,88,63,6,-1,0,0,0,0,0
I Was Such A Fool,FLAMINGOS,2/8/60,72,71,4,7,0,0,0,0,0
Up Town,ROY ORBISON,1/18/60,96,72,5,-1,0,0,1,5,9
Waltzing Matilda,JIMMIE RODGERS,1/11/60,115,41,9,10,0,0,1,0,2
Hully Gully,OLYMPICS,2/1/60,98,72,6,12,0,0,0,0,0
Too Pooped Too Pop,CHUCK BERRY,2/15/60,78,42,6,5,0,0,1,0,0
Teensville,CHET ATKINS,2/1/60,109,73,5,-1,0,0,1,14,40
Mumblin' Mosie,JOHNNY OTIS SHOW,2/15/60,80,80,2,-1,0,0,0,0,1
I Want To Know What God Is,PERRY COMO,2/8/60,95,81,2,-1,0,0,1,1,4
(Do The) Mashed Potatoes,NAT KENDRICK AND THE SWANS,2/29/60,92,92,1,-1,0,0,0,0,0
Skokiaan (South African Song),BILL HALEY &amp; THE COMETS,1/4/60,78,70,3,-1,0,0,0,0,0
I Can't Say Goodbye,BOBBY VEE,2/24/62,92,92,4,-1,0,0,0,0,0
Don't Let The Sun Catch You Cryin',TRINI LOPEZ,5/31/69,134,133,3,4,0,0,0,0,1
What's Happening,WADE FLEMONS,2/15/60,97,94,2,0,0,0,0,0,0
Clap Your Hands (Part 1),THE WHEELS,1/4/60,115,102,7,-1,0,0,0,0,0
Chop Sticks,BILLY VAUGHN AND HIS ORCHESTRA,2/1/60,107,103,4,-1,0,0,0,0,0
Alvin's Orchestra,DAVID SEVILLE &amp; THE CHIPMUNKS,2/8/60,113,33,7,-1,0,0,0,0,0
Home From The Hill,THE KINGSTON TRIO,2/8/60,115,102,3,1,0,0,1,0,0
Magic Star,THE FLEETWOODS,2/15/60,113,113,1,0,0,0,0,0,0
This Magic Movement,THE DRIFTERS,2/15/60,114,16,12,-1,0,0,0,0,0
Um Um Um Um Um Um,MAJOR LANCE,1/4/64,58,5,11,53,0,0,0,0,1
A Fool Never Learns,ANDY WILLIAMS,1/4/64,102,13,11,24,0,0,0,1,4
Stop & Think It Over,DALE &amp; GRACE,1/25/64,66,8,9,-1,0,0,0,0,0
Southtown U.S.A.,DIXIEBELLES,1/18/64,84,15,8,-1,0,0,0,0,0
I ONly Want To Be With You,DUSTY SPRINGFIELD,1/11/64,122,12,12,43,0,0,0,0,2
Popsicles & Icicles,MURMAIDS,11/9/63,117,3,16,25,0,0,0,0,0
Oh Baby Don't You Weep,JAMES BROWN,1/25/64,73,23,10,5,0,0,1,0,4
Abigail Beecher,FREDDY CANNON,2/1/64,66,16,8,10,0,0,0,0,0
Going Going Gone,BROOK BENTON,1/25/64,82,35,7,1,0,0,0,0,1
Wow Wow Wee,ANGELS,1/18/64,89,41,7,6,0,0,0,0,0
Gonna Send You Back To Georgia,TIMMY SHAW,1/25/64,83,41,7,-1,0,0,0,0,0
Vay Con Dios,DRIFTERS,1/25/64,121,43,8,-1,0,0,0,0,1
I Wish You Love,GLORIA LYNNE,5/30/64,102,102,3,10,0,0,0,0,0
That Girl Belongs To Yesterday,GENE PITNEY,1/18/64,87,49,7,10,0,0,0,0,0
He Says The Same Things To Me,SKEETER DAVIS,1/18/64,116,47,8,13,0,0,0,0,5
I Can't Stop Talking About You,STEVE &amp; EYDIE,12/7/63,125,35,11,-1,0,0,0,0,0
Live Wire,MARTHA AND THE VANDELLAS,2/8/64,81,42,7,12,0,0,0,0,0
I'll Remeber,SANTO &amp; JOHNNY,1/18/64,93,58,7,-1,0,0,0,0,0
Bird Dance Beat,TRASHMEN,2/8/64,95,30,7,14,0,0,0,0,0
Miller's Cave,BOBBY BARE,2/1/64,126,33,8,30,0,0,0,1,6
Comin' In My Back Door,BAJA MARIMBA BAND,12/21/63,96,41,9,-1,0,0,0,0,0
Can Your Monkey Do The Dog,RUFUS THOMAS,1/25/64,108,48,10,27,0,0,0,2,3
442 Glenwood Avenue,THE PIXIES THREE,1/18/64,96,56,7,4,0,0,0,0,0
My Bonnie (My Bonnie Lies Over The Ocean),THE BEATLES with TONY SHERIDAN,2/8/64,107,26,7,-1,0,0,0,7,23
Shimmy Shimmy,ORLONS,2/1/64,88,66,5,3,0,0,0,0,0
"Fun, Fun, Fun",THE BEACH BOYS,2/8/64,116,5,12,45,1,0,1,0,0
Bye Bye Barbara,JOHNNY MATHIS,2/1/64,99,53,7,8,0,0,1,0,1
Comin' On,BILL BLACK'S COMBO,1/25/64,123,67,6,0,0,0,0,0,0
Leaving Here,EDDIE HOLLAND,1/25/64,125,76,7,18,0,0,0,0,0
Young & In Love,CHRIS CROSBY,2/15/64,80,53,7,-1,0,0,0,0,0
Where Did I Go Wrong,DEE DEE SHARP,2/1/64,97,82,4,11,0,0,0,0,0
Long Gone Lonesome Blues,HANK WILLIAMS JNR.,1/25/64,104,67,10,-1,2,0,1,1,2
He Walks Like A Man,JODY MILLER,2/1/64,127,66,7,2,0,0,0,1,3
It's No Sin,DUPREES,1/18/64,112,74,6,20,0,0,0,0,0
"Saginaw, Michigan",LEFTY FRIZZELL,1/4/64,118,85,13,29,0,0,0,0,1
I Didn't Know What Time It Was,RAY CHARLES,3/8/69,135,105,4,-1,0,0,1,17,37
Every Little Move You Make,LITTLE PEGGY MARCH,1/25/64,110,84,5,-1,0,0,0,0,1
Little Boy,FOUR SEASONS,12/18/65,104,60,7,14,0,0,0,0,2
Please Please Please,JAMES BROWN,2/15/64,97,95,3,37,0,0,1,0,4
Here's A Heart,THE DIPLOMATS,2/29/64,105,105,2,2,0,0,0,0,0
Strange Things Happening,LITTLE JUNIOR PARKER,2/8/64,100,99,8,-1,0,0,0,0,0
"My True Carrie, Love",NAT KING COLE,2/15/64,101,49,7,-1,0,0,1,1,7
How Much Can A Lonely Heart Stand,SKEETER DAVIS,2/15/64,102,92,4,3,0,0,0,0,5
Going Back To Louisiana,BRUCE CHANNEL,2/1/64,122,89,7,-1,0,0,0,0,0
The La-Dee-Da Song,THE VILLAGE STOMPERS,2/1/64,121,104,6,4,0,0,0,0,0
Please Don't Go Away,JOHNNY TILLOTSON,2/8/64,112,112,2,29,0,0,0,0,1
I'll Be There (To Bring You Love),THE MAJORS,2/8/64,133,113,3,-1,0,0,0,0,0
Big-Town Boy,SHIRLEY MATTHEWS AND THE BIG TOWN GIRLS,1/25/64,106,104,5,-1,0,0,0,0,0
The Greasy Spoon,HANK MARR,1/18/64,127,101,5,0,0,0,0,0,0
