Song,Artist,Endurance_Score,Predicted_Endurance_Score
Body Party,CIARA,0.7166216975218855,0.6645373493169178
Hello,MARTIN SOLVEIG &amp; DRAGONETTE,0.5270715042534119,0.668524677737552
Welcome To The Boomtown,DAVID &amp; DAVID,0.36016140030241245,0.276887310721287
"Never Leave You ... Uh Ooh, Uh Oooh!",LUMIDEE,0.10171402779095387,0.622345578899878
"My Love, Forgive Me (Amore, Scusami)",THE RAY CHARLES SINGERS,0.010000132346042986,0.17927269027584092
Teach Me To Twist,BOBBY RYDELL &amp; CHUBBY CHECKER,0.06000101271471206,0.1862857240353896
Make It Real,THE JETS,0.3310128893902285,0.38174179916238743
Let Your Yeah Be Yeah,BROWNSVILLE STATION,0.0700044509207005,0.20150317170112272
Ghostbusters,RAY PARKER JNR.,0.7358267338756096,0.4606869259756656
My Heart Became Of Age,ANNETTE &amp; THE AFTERBEATS,0.010000057450742738,0.1284934291429112
Bristol Stomp,THE DOVELLS,0.31022299796536146,0.29766133310102255
Will You Still Love Me,CHICAGO,0.4906132396947136,0.4221535718592804
Go Home Girl,ARTHUR ALEXANDER,0.17004064791234838,0.16389840360876415
You Remind Me Of Something,R. KELLY,0.4729599578620061,0.43163242776219735
Easy As Pie,BILLY 'CRASH' CRADDOCK,0.08001942695702695,0.22199009670877334
I Am The Man For You Baby,EDWIN STARR,0.11000202961611792,0.17994219583884713
Rocky Mountain High,JOHN DENVER,0.5741104041008465,0.38352613473506375
Blue Sky Mine,MIDNIGHT OIL,0.4714576888569002,0.30755908391845965
Heather Honey,TOMMY ROE,0.27001844378176565,0.25557323294507756
I'll Be Over You,TOTO,0.5861639350789571,0.35993252386914
I Don't Want To Go Home,SOUTHSIDE JOHNNY AND THE ASBURY JUKES,0.3501035594993691,0.11821300024365824
Love Will Save The Day,WHITNEY HOUSTON,0.4300417859952804,0.425346787624839
Just A Dream,CARRIE UNDERWOOD,0.5698889135648229,0.5963176192431741
IfULeave,MUSIQ SOULCHILD featuring MARY J. BLIGE,0.4617778316089428,0.42075368720268613
Unconditional,CLAY DAVIDSON,0.2700110496153218,0.5309284674214617
Southbound Train,GRAHAM NASH &amp; DAVID CROSBY,0.3100461999335189,0.20743167990611686
Make Me Your Baby,BARBARA LEWIS,0.2600661092907097,0.21050062518269586
Gotta Go,TREY SONGZ,0.4706570118110151,0.5212516779761859
Something Just Like This,THE CHAINSMOKERS &amp; COLDPLAY,1.023348131974016,0.72236767940838
You Can't Hurt Me No More,GENE CHANDLER,0.05002620870320506,0.16896117314101966
Case Of The Ex,MYA,0.5338408498678047,0.7371284503702138
I'm Losing You,ARETHA FRANKLIN,0.10000635214487516,0.19001169889039196
Bring It All Back,GRAYSON HUGH,0.16000327818124754,0.15868592170446424
Songman,CASHMAN AND WEST,0.02000424065563396,0.21097057337797392
Get It On Tonite,MONTELL JORDAN,0.5435212462688863,0.27212252822821736
Love Train,THE O'JAYS,0.6310819940277599,0.3834582252379923
A Promise I Make,DAKOTA MOON,0.3200373343767976,0.3263609314369362
Woman,JOHN LENNON,0.6323635186717406,0.4787938831015127
From Here To Eternity,GIORGIO,0.22115069976640955,0.11474517962724964
Kiko,JIMMY McGRIFF,0.050002205922445836,0.0847053490055627
I'll Never Find Another (Find Another Like You),THE MANHATTANS,0.26008116882831805,0.14264827012078626
Hi Heel Sneakers,JERRY LEE LEWIS,0.27000445627036485,0.21044829327813713
Will It Go Round In Circles,BILLY PRESTON,0.38023432018096864,0.3689661350416477
U Got The Look,THE ARTIST,0.477834891094445,0.4041723529050943
Can't Get Over (The Bossa Nova),EYDIE GORME,0.17000251038812295,0.15136004113674076
You're Only Lonely,J.D. SOUTHER,0.39032692705675576,0.36869100027587604
Jigga What...,JAY-Z featuring BIG JAZ,0.5621590128677176,0.35344866342038966
"Come On, Let's Go",LOS LOBOS,0.4432277294938645,0.2745249734371133
Where Is Johnny Now,THE SAPPHIRES,0.04000017700411022,0.07007580038489747
Bad Boy,MIAMI SOUND MACHINE,0.3301885356605125,0.34362062331878085
Still,COMMODORES,0.35101988349482005,0.32084075795015704
Turning Tables,GLEE CAST featuring GWYNETH PALTROW,0.4607016689478679,0.3786875230268533
Rose Bouquet,PHIL VASSAR,0.2700426961359943,0.3982036834611447
A House Is Not A Home,DIONNE WARWICK,0.3101724622452216,0.23591751278717593
Stop - Get A Ticket,THE CLEFS OF LAVENDER HILL,0.020005750191343943,0.11714508660771306
Castin' My Spell,JOHNNY OTIS SHOW,0.39001095936881097,0.28417783639581573
How Could You,K-CI &amp; JOJO OF JODECI,0.3549323551753749,0.3856921530868722
Trust Me,CINDY BULLENS,8.350128195436159e-07,0.1797051867773504
Please Write,THE TOKENS,0.1400027371673706,0.13797555384344137
Many Rivers To Cross,NILSSON,0.35012206398819484,0.23735998184767138
Lay Low,"SNOOP DOGG feat MASTER P, NATE DOGG, BUTCH CASSIDY &amp; THA EAS",0.5202237529658106,0.5798535252770772
R.I.P.,YOUNG JEEZY featuring 2 CHAINZ,0.5640505080963343,0.5471169761588776
I Miss You,JOE PUBLIC,0.0700236343517046,0.3235458558598788
Not Enough,VAN HALEN,0.3000353815167327,0.22889278166432597
Left In The Dark,BARBRA STREISAND,0.22011726836303794,0.3356041488319236
The Look Of Love,DUSTY SPRINGFIELD,0.38039141981846936,0.32229597708444824
I Don't Like Mondays,BOOMTOWN RATS,0.4404852099004439,0.33312850610924744
Closet Freak,CEE-LO,0.3004209106570216,0.3972855813008998
Round & Round,TWINZ,0.31022941058470266,0.31345297904184133
Memories Are Made Of This,GENE AND DEBBIE,0.010019735841991948,0.1588626718348562
When Joanna Loved Me,TONY BENNETT,0.16002114512964474,0.2645679303558478
Do Unto Others,PAUL REVERE AND THE RAIDERS featuring MARK LINDSEY,0.020001185299534367,0.1497871453012396
(Where Do I Begin) Love Story,TONY BENNETT,0.30000698363785705,0.21543333273259585
My Heart Is Calling,WHITNEY HOUSTON,0.32011558554472336,0.29241184129599024
Kings Never Die,EMINEM featuring GWEN STEFANI,0.6234734277339578,0.5548063786038193
Home Alone,R. KELLY featuring KEITH MURRAY,0.5000963060523559,0.4431539536334541
May We All,FLORIDA GEORGIA LINE featuring TIM McGRAW,0.7631082031282357,0.558710540229675
Say Aah,TREY SONGZ,0.6030594700123719,0.6205534117600291
Nights Like This,AFTER 7,0.40020215706879975,0.3571887680493418
Betcha By Golly Wow,NORMAN CONNORS featuring PHYLLIS HYMAN,0.2101155280939806,0.2322254850291255
All I Know,GARFUNKEL,0.4502146959841448,0.27342652713683196
Vado Via,DRUPI,0.050446034773937685,0.2192734896732963
My Love Is Free,DOUBLE EXPOSURE,0.3002725954009013,0.238030747823699
That's The Way Love Is,MARVIN GAYE,0.2600619105020137,0.3771002891160123
Love Runs Out,ONEREPUBLIC,0.6467104233325175,0.5620985081799662
Girlfriend / Boyfriend,BLACKSTREET with JANET,0.2101539119353581,0.38514649000652085
Follow You,GLEN BURTNICK,0.11002737516261732,0.3313245097225479
Free,ULTRA NATE,0.5417607254758472,0.3320500995706836
Crazy Horses,THE OSMONDS,0.2201836658378377,0.2931031719587362
Little Arrows,LEAPY LEE,0.07008765192367157,0.3267030625163543
Rock Island Line,JOHNNY CASH,0.4401224854487044,0.17259085471055374
I Don't Want A Lover,TEXAS,0.2503265611862362,0.24845873986938183
As If,SARA EVANS,0.3608601220504373,0.4915448996222025
Dream Merchant,NEW BIRTH,0.3204895256839722,0.30744170337915927
Getting Away With It,ELECTRONIC,0.3704170035413273,0.28752598607489926
Everyday I Write The Book,ELVIS COSTELLO AND THE ATTRACTIONS,0.2501945189111449,0.3545577372309419
Real Big,MANNIE FRESH,0.4422051597697817,0.47603173394708154
Little Things Mean A Lot,JONI JAMES,0.3000494057780014,0.23682495498311057
Soul Sister Brown Sugar,SAM &amp; DAVE,0.27002306403097104,0.2863532426327114
So In Love,ORCHESTRAL MANOEUVRES IN THE DARK,0.5310457588906796,0.37661754350695853
I Feel Fine,BEATLES,0.5610089506417366,0.4421834573868958
Temptation,CORINA,0.3000455356447689,0.3631605845678475
There'll Be No Next Time,JACKIE WILSON,0.020002996742386352,0.19411986242662801
Drink In My Hand,ERIC CHURCH,0.6591827257578439,0.48343687121599366
Never Surrender,COREY HART,0.4211773385361058,0.41695683636746983
Said I Loved You... But I Lied,MICHAEL BOLTON,0.6036178772970671,0.46900548133784936
One In Every Crowd,MONTGOMERY GENTRY,0.5302694272366633,0.49368037327852543
Love To The World,L.T.D.,0.40004889197763416,0.20938997024063816
I Can Make It With You,JACKIE DeSHANNON,0.10000017514335742,0.15031918597823563
An Honest Mistake,BRAVERY,0.5318172579370772,0.3307317158453639
Down By The River,ALBERT HAMMOND,0.2700297922805061,0.20090468546671195
So Long,JAMES BROWN AND THE FAMOUS FLAMES,0.13000112249912735,0.08259799730194062
A Woman Like You,LEE BRICE,0.6331538392327224,0.5149095496922342
The Last Waltz,ENGELBERT HUMPERDINCK,0.3908309340494034,0.20952474053708756
"Do What You Want, Be What You Are",DARYL HALL &amp; JOHN OATES,0.3400644429865762,0.3511542219507209
Mr. Farmer,THE SEEDS,0.3200608903442905,0.08081351824934763
One Step Ahead,ARETHA FRANKLIN,0.4702654312700226,0.18356725602152088
Hot Revolver,LIL WAYNE,0.4202460943269124,0.5788472409447455
Little Bad Girl,DAVID GUETTA featuring TAIO CRUZ &amp; LUDACRIS,0.4781353139046282,0.4615183796689328
Blue Bayou,ROY ORBISON,0.5300760598989083,0.32820801711889824
The Woman With You,KENNY CHESNEY,0.4403091438422346,0.5910495657628401
"Love Theme From ""A Star Is Born"" (Evergreen)",BARBRA STREISAND,0.5200737307015894,0.4365757231388271
Fallen Angel,POISON,0.5310674931811801,0.4024359237911821
Hall Of Fame,THE SCRIPT featuring WILL.I.AM,0.7872618228733029,0.36360898902589556
Open Your Heart,MADONNA,0.5357938264623202,0.458717059056178
When The Boy's Happy (The Girl's Happy Too),THE FOUR PENNIES,0.02000208683426656,0.12549594514471069
RGF Island,FETTY WAP,0.6623815393857715,0.5313416302153802
LoveHate Thing,WALE featuring SAM DEW,0.5124340156175555,0.49900981094188235
Check On It,BEYONCE featuring SLIM THUG,0.12533688653493033,0.7728401577801931
I Only Wanna Be With You,SAMANTHA FOX,0.4304554108747089,0.2540482819982109
Cochise,AUDIOSLAVE,0.6890194937768926,0.5369920041677505
Like A Sunday Morning,LANA CANTRELL,0.010002414094165472,0.2936555092072717
Open Letter (To A Landlord),LIVING COLOUR,0.2901976098541417,0.3034726269691945
I Found A Love,THE FALCONS AND BAND (OHIO UNTOUCHABLES),0.17000210637217095,0.2001569891393943
Let Me Stay With You Tonight,POINT BLANK,0.050000907349584685,0.23868096770336444
A Year Without Rain,SELENA GOMEZ &amp; THE SCENE,0.6216251776471456,0.5743277051653959
One Voice,BILLY GILMAN,0.3518574957860269,0.5719326100912786
Smokin' Me Out,WARREN G featuring RONALD ISLEY,0.2706054712843626,0.38679538436979677
Guap,BIG SEAN,0.5817794100134399,0.4578933250340029
Talk To Myself,CHRISTOPHER WILLIAMS,0.20006690755366136,0.3521428643350348
Soldier's Last Letter,MERLE HAGGARD,0.11008428628704238,0.1707676320349535
Relationship,YOUNG THUG featuring FUTURE,0.8452592021778932,0.40976557582595785
I'll Be In Trouble,THE TEMPTATIONS,0.1400062788777336,0.28257946599087963
Just A Lil Bit,50 CENT,0.6774558953735692,0.6511163482410556
Touch A Four Leaf Clover,ATLANTIC STARR,0.2701995662031181,0.24670066732773083
His Kiss,BETTY HARRIS,0.010008872069356177,0.19788817084634067
Satisfied Man,MOLLY HATCHET,0.13001793463328035,0.2891252461381666
Take It Back,J. GEILS BAND,0.10000263529115473,0.28427902443540454
Forgot To Remember,FRANK SINATRA,0.01000256481514237,0.12467154175625456
Home To You,JOHN MICHAEL MONTGOMERY,0.3101128241875664,0.23521680689412736
I Knew You Were Waiting For Me,ARETHA FRANKLIN &amp; GEORGE MICHAEL,0.5708459505571032,0.43027583637145017
The Sweetest Days,VANESSA WILLIAMS,0.3410467111309257,0.3670709597098954
Advice For The Young At Heart,TEARS FOR FEARS,0.0005507946914576822,0.2671054239615107
Oh Well,ROCKETS,0.3300709525976571,0.3164225965888885
Lick It,20 FINGERS feat. ROULA,0.4103289229467291,0.2372693812536375
All Touch,ROUGH TRADE,0.18002740563244446,0.22526294913854195
Deja Vu [Uptown Baby],LORD TARIQ &amp; PETER GUNZ,0.4205481219526528,0.4521122922511106
If I Had You,ADAM LAMBERT,0.5675390939877989,0.5413296949095066
Weekend Lover,ODYSSEY,0.07000193727626018,0.24559801108577572
Dirty Picture,TAIO CRUZ featuring KE$HA,0.4080512257040254,0.3886854179369919
Somewhere There's A Someone,DEAN MARTIN,0.39034333633792734,0.22550427001091544
Johnny One Time,BRENDA LEE,0.21003187167176146,0.3091922523074789
Island Girl,ELTON JOHN,0.0001458595276108585,0.5125050208819911
In A Dream,ROCKELL,0.47183864473199205,0.19716932783360017
Outside,CALVIN HARRIS featuring ELLIE GOULDING,0.8401226805928284,0.4528506049888378
Up In Heah,IKE AND TINA TURNER,0.16000010931922706,0.12352755602230833
Everyone Falls In Love,TANTO METRO &amp; DEVONTE,0.5228423038579502,0.2970255473530973
I Swear,ALL-4-ONE,0.6105551486413519,0.49382346720438636
Listen To Me,THE HOLLIES,0.31000383338336457,0.07267192010058432
Swimming Pools (Drank),KENDRICK LAMAR,0.7174699784183447,0.7655913186167399
Catch My Fall,BILLY IDOL,0.29089462808297695,0.2574311670755761
I'm Gonna Be (500 Miles),THE PROCLAIMERS,0.7555089747479053,0.37680775810548917
Moment 4 Life,NICKI MINAJ featuring DRAKE,0.6487046981306185,0.6223766863700708
Have You Heard,THE DUPREES,0.3002553708774087,0.2669818326335686
March Of The Siamese Children,KENNY BALL AND HIS JAZZMEN,4.026901655921621e-06,0.12745495066311469
I'm Not Ready,KEITH SWEAT,0.3702258239836783,0.4069774164745661
Mine For Me,ROD STEWART,0.1000070655109803,0.16562727632965246
1900 Yesterday,LIZ DAMON'S ORIENT EXPRESS,0.120034539060902,0.1554063373608824
It's Now Or Never,JOHN SCHNEIDER,1.5370050732106318e-05,0.3784543705761468
"It's Too Late, Baby Too Late",ARTHUR PRYSOCK,0.010009180489132977,0.16612207430284223
Hand To Hold On To,JOHN COUGAR,0.4602397668370119,0.38481604529285474
Have I Told You Lately,ROD STEWART,0.5833267762025024,0.3587815153246793
Walkin' My Cat Named Dog,NORMA TANEGA,0.3000893500931968,0.2107838011152808
Rich Man,TERRI GIBBS,0.060003244920291215,0.1857654905299064
Downtown Life,DARYL HALL &amp; JOHN OATES,0.19000973941275565,0.3246154214436476
Have A Little Talk With Myself,RAY STEVENS,0.050001156225271855,0.10220035173872802
How Do You Like Me Now?,TOBY KEITH,0.5462373645711869,0.5725317812255706
Silver Spoon,THE TOYS,0.050000541246471054,0.17563113553211293
I Will Follow Him,LITTLE PEGGY MARCH,0.4428798461738733,0.2920376287784556
Absence Of The Heart,DEANA CARTER,0.19002651782076416,0.18497916231384798
Portrait Of My Life,THE TOKENS,1.7651566260491643e-05,0.1612891953249571
Invisible Touch,GENESIS,0.5400846061039302,0.3958189716037206
American Pie,MADONNA,0.3807697299356718,0.584979153289437
Thread The Needle,CLARENCE CARTER,0.2000019872839917,0.15098224805628155
Heartbreaker,DOLLY PARTON,0.23007453082529386,0.34846414378579404
Officially Missing You,TAMIA,0.5138839144328535,0.5337046989276124
Mo Money Mo Problems,THE NOTORIOUS B.I.G. feat. PUFF DADDY &amp; MASE,0.7189720631879897,0.5932802121149872
The Free Electric Band,ALBERT HAMMOND,0.39031648265128255,0.2783852302225167
But For Love,JERRY NAYLOR,7.694212833009141e-07,0.14769200701943597
Two Of A Kind,SUE THOMPSON,0.13000593045177156,0.22971536644460763
Joshua,DOLLY PARTON,0.3701430188558657,0.21318333915795154
She's Mine,STEVE PERRY,0.30016211971596424,0.42998445225547743
Daydreams,JOHNNY CRAWFORD,0.010006278645139487,0.17445534831061907
Play With Fire,THE ROLLING STONES,0.4504987933958927,0.3364418903969201
TTYLXOX,BELLA THORNE,0.4414560611843209,0.34671573441859965
I Wanna Know Your Name,THE INTRUDERS,0.3606195718364961,0.2828943414437215
What Is It,BABY BASH featuring SEAN KINGSTON,0.3932130914167655,0.5110680625742814
"I Don't Believe You Want To Get Up And Dance (Oops, Up Side",THE GAP BAND,0.43003066194984657,0.15882487634585365
No Boundaries,ADAM LAMBERT,0.2906978030013292,0.4771250430179399
Once Again She's All Alone,THE FIRST EDITION,0.21000036517273726,0.05638587180652854
Night's On Fire,DAVID NAIL,0.6931558030247099,0.34458623511811015
Oo Wee Baby I Love You,FRED HUGHES,0.020027682884611826,0.2530050764791424
What It Comes Down To,ISLEY BROTHERS,0.2400180232516325,0.23837429979937985
Watch Your Step,BROOKS O'DELL,0.05000131601741866,0.2362326629374293
Clocks,COLDPLAY,0.7912134070078836,0.6424901065033573
Views,DRAKE,0.600000000232594,0.4977576365232397
Smashed Blocked,JOHN'S CHILDREN,0.1000214791347726,0.11469353261392173
Just A Little Love,B.B. KING,0.29004952021429864,0.20954497264557992
On My Mind,ELLIE GOULDING,0.7058470085102049,0.6394957659739742
That Way,WALE featuring JEREMIH &amp; RICK ROSS,0.5047172034975209,0.5751737104126207
Blame It,JAMIE FOXX featuring T-PAIN,0.596735699291514,0.6891758391570542
Enter Sandman,METALLICA,0.7655123804744537,0.48992180937073604
Standing In The Need Of Love,CLARENCE HENRY,0.0400001535121061,0.16435595349171087
Alright Okay You Win,PEGGY LEE,0.3000331416355483,0.254011321918105
Clique,KANYE WEST JAY-Z BIG SEAN,0.6707167166231771,0.7751947180080246
Girl You're Too Young,ARCHIE BELL &amp; THE DRELLS,0.12000737625669808,0.21851275469850995
Ain't No Rest For The Wicked,CAGE THE ELEPHANT,0.7317727957350139,0.36217016025133053
Inventing Shadows,DIA FRAMPTON,0.19013213508013727,0.5486148421631335
You're Still The One,SHANIA TWAIN,0.6355600871106865,0.5454574074688505
Here I Stand,CROSSROADS,7.489530024875886e-08,0.24896349151254804
The Smile Has Left Your Eyes,ASIA,0.2700235047967908,0.32159472693957897
Blue Jeans,YASMEEN featuring GHOSTFACE KILLAH,0.2401140920580063,0.4066036949048998
Really Into You,AROUND THE WAY,0.15008954500705268,0.23749962190752621
Big Party,BARBARA &amp; THE BROWNS,0.12000130764403105,0.18487544219967997
Victoria,KINKS,0.530593804364299,0.25870387949873763
Baby Come To Me,REGINA BELLE,0.3811514398808362,0.28950298312860706
DNA.,KENDRICK LAMAR,0.8615755890083147,0.7380406092894509
Hymn 43,JETHRO TULL,0.4201128881509439,0.17948237412962897
Black Coffee In Bed,SQUEEZE,0.4401946240436781,0.2641580742718048
Please Don't Ask About Barbara,BOBBY VEE,0.2800419088049653,0.2706487539424838
Let Me Start Tonite,LAMONT DOZIER,0.07000698387045115,0.23091273112889055
"Theme From ""Hatari!""",HENRY MANCINI AND HIS ORCHESTRA,0.21000521824863688,0.18863617740854594
Swearin' To God,FRANKIE VALLI,0.3805637252952674,0.3572614359137961
A Woman's Love,CARLA THOMAS,0.23003863574078795,0.18096369124672826
Pretty Girl,JON B,0.4508517719222418,0.3564880129840488
For Mama,JERRY VALE,0.13000479120586902,0.1895579342036825
If You Need Me,WILSON PICKETT,0.2301195877914047,0.13515485415122866
Get Off My Cloud,ROLLING STONES,0.4603636732030741,0.32560586777413936
Where You Are,JESSICA SIMPSON,0.4514211820499111,0.5162645976831753
I Love L.A.,RANDY NEWMAN,0.45019744471233053,0.2804045828929966
Abra-Ca-Dabra,THE DeFRANCO FAMILY featuring TONY DeFRANCO,0.13004795322784593,0.22342084411537777
So Many People,CHASE,0.0700052077819024,0.2838517021530521
We Love You,THE ROLLING STONES,0.3501400802620044,0.24021668582368777
This Woman Needs,SHEDAISY,0.2801150317381709,0.4874988289927435
Forget About Me,PRINCE HAROLD,0.010001712357765315,0.2982827305154457
More Money For You And Me,FOUR PREPS,0.07001897060740246,0.2542172841275055
Break Away (From That Boy),NEWBEATS,0.020006406571894567,0.2198868836463825
What You Waiting For?,GWEN STEFANI,0.5315515566253043,0.6331557126808594
What Kinda Love,JIMMY GILMER,3.5563637913152883e-07,0.11088026917500465
19 Somethin',MARK WILLS,0.5308503640301536,0.550904560614633
Monsters' Holiday,BOBBY (BORIS) PICKETT AND THE CRYPT-KICKERS,0.2800164681274789,0.2831944514272095
"Knowing Me, Knowing You",ABBA,0.4579547421823711,0.356238274114271
Take A Chance On Me,ABBA,0.5751237987063941,0.3779744270843494
Try,COLBIE CAILLAT,0.6385947130075721,0.41927785623324043
Don't Get Me Wrong,PRETENDERS,0.610519294007286,0.3353026820961432
Jackie Brown,JOHN COUGAR MELLENCAMP,0.2701591359988475,0.27142723312950273
Wake Up Little Susie,SIMON AND GARFUNKEL,0.4300248505862543,0.2768683119510469
In Between days,CURE,0.5101766647554231,0.10952147133401699
Rubber Biscuit,BLUES BROTHERS,0.40012689938694296,0.24877514213357224
Drag My Bad Name Down,4 OF US,0.17000644867142672,0.18570031959081737
Wheels,FOO FIGHTERS,0.6015229405731627,0.5278911578404247
Better By The Pound,FUNKADELIC,0.19003615210098654,0.23902160692511498
Superthug,NOREAGA,0.4500538353000447,0.4417467374503701
Roll,FLO RIDA featuring SEAN KINGSTON,0.5300378158465849,0.4614035163108279
I Breathe In I Breathe Out,CHRIS CAGLE,0.4310370812699912,0.5705514178916707
Brokenhearted,BRANDY,0.4617931637468366,0.4298615325137314
Abigail,THE EMBERS,0.2300002214295833,0.12756984927110215
Ferry Cross The Mersey,GERRY AND THE PACEMAKERS,0.4512363444029968,0.356376677801396
Wade In The Water,RAMSEY LEWIS,0.25001745200052256,0.31450609552818715
7 Years,LUKAS GRAHAM,0.9616753828278101,0.6584070263034509
If It Makes You Happy,SHERYL CROW,0.5767061263472443,0.5939985407445221
I'm Never Gonna Say Goodbye,BILLY PRESTON,0.1501371742313171,0.20515784634414527
Leave Me Alone (Ruby Red Dress),HELEN REDDY,0.22007888545203685,0.33154241282561253
Rollin' And Tumblin',CANNED HEAT,0.2902301506991293,0.05131606093329705
On Point,HOUSE OF PAIN,0.350194092100971,0.23846946610943265
Baby Toys,THE TOYS,0.060065350568754936,0.1524866199042855
Butterfly Effect,TRAVIS SCOTT,0.9154597992589968,0.5646965742871394
Respect Yourself,THE STAPLE SINGERS,0.4005389372768261,0.5611549393444628
Love Attack,JAMES CARR,0.2700107688742429,0.18235204283673623
Lovin' Touchin' Squeezin',JOURNEY,0.5720637393005722,0.3535546670152926
Objects In The Rear View Mirror May Appear Closer Than They,MEAT LOAF,0.28105485192443097,0.35632577373607366
Swinging On A Star,BIG DEE IRWIN with LITTLE EVA,0.040013272284542836,0.17594385842661703
Why Don't You Get A Job?,THE OFFSPRING,0.6246726354442086,0.3016984728237717
Ramblin' Rose,NAT KING COLE,0.40014272648508187,0.34481980592578537
Right Here Right Now,JESUS JONES,0.5203113030132663,0.42776518817072345
I Wouldn't Be A Man,JOSH TURNER,0.4716824829139031,0.3764647805601981
Here Comes My Baby,THE TREMELOES,0.4416532600237542,0.25830520449874694
I Know Better,THE FLAMINGOS,0.08000624049970706,0.12049182259904848
Different Strokes,SYL JOHNSON,0.3501391131357359,0.22846818516278938
Never Givin' Up,AL JARREAU,0.2600390125432302,0.23351030878206303
The Wheel Of Hurt,MARGARET WHITING,0.020002852534044255,0.24885045853898818
I've Cried My Last Tear,THE O'JAYS,0.023713535532987013,0.0919811673825652
Goin' Crazy,NATALIE,0.4437908995870148,0.5511530213072129
Goin' Out Of My Head,LITTLE ANTHONY &amp; THE IMPERIALS,0.4304636979699032,0.29259760623920733
More Than A Woman,TAVARES,0.4404927757213336,0.16208080308382433
Oops! ... I Did It Again,BRITNEY SPEARS,0.7689279931814462,0.5755753547619901
Still Taking Chances,MICHAEL MARTIN MURPHEY,0.15001570684698912,0.239689514557561
England Swings,ROGER MILLER,0.2600781702251789,0.2985668606863554
Cry Baby,GARNET MIMMS AND THE ENCHANTERS,0.3200695551723034,0.29042423805295636
Cerveza,BERT KAEMPFERT,7.582102476736153e-06,0.12156207846849049
Welcome Home,WALTER JACKSON,0.09001653139307415,0.12483922265483754
Silhouettes,HERMAN'S HERMITS,0.260036178616714,0.27569639062129353
Sugar Town,NANCY SINATRA,0.4710720155082693,0.3570790113534468
Cold One,ERIC CHURCH,0.5519439454307951,0.4028976769201228
Return To Sender,ELVIS PRESLEY,0.5155237233072019,0.4260030774775428
She's All I Ever Had,RICKY MARTIN,0.4506690390193399,0.4456429427326494
Thank U Very Much,THE SCAFFOLD,0.1000940191871632,0.16647687316763804
Don't Make The Good Girls Go Bad,DELLA HUMPHREY,0.18004651719187156,0.23766611327002107
Piggy Bank,50 CENT,0.4422461302901471,0.4050607712449493
Don't Ever Be Lonely (A Poor Little Fool Like Me),CORNELIUS BROTHERS AND SISTER ROSE,0.18003896602441016,0.2636836102850242
Feel Me Flow,NAUGHTY BY NATURE,0.5706434297111308,0.49845354354681604
Ruff Ryders' Anthem,DMX,0.6791449471472484,0.19417097852403706
Soon I'll Wed My Love,JOHN GARY,2.6283133317111027e-08,0.16658394781638103
I've Been A Long Time Leavin' (But I'll Be a Long Time Gone),ROGER MILLER,0.1900305596084425,0.13795573689116686
Heart Turns To Stone,FOREIGNER,0.3301753817663667,0.3235339942746393
I'm To Blame,KIP MOORE,0.5417851999574416,0.28577419421505684
Nothing's Gonna Change My Love,GLENN MEDEIROS,0.5862198648888737,0.3212735379535487
Don't Bring Me Down,ELECTRIC LIGHT ORCHESTRA,0.6520844438969914,0.6084003105181737
Let's Get Together,HAYLEY MILLS &amp; HAYLEY MILLS,0.29008913005917797,0.22004083905675936
It Takes Time,MARSHALL TUCKER BAND,0.2300067005708372,0.2017769093996008
Love Me,YVONNE ELLIMAN,0.23040632119208965,0.3364730063401381
Tears Are Falling,KISS,0.3815080187312616,0.38374344794599585
Porn Star Dancing,MY DARKEST DAYS featuring ZAKK WYLDE,0.6368844678735355,0.4405040577660487
Little Thing Called Love,NEIL YOUNG,0.1800029292900973,0.19538656154166492
Only U,ASHANTI,0.4701189276893484,0.6348272625782871
Wesley's Theory,KENDRICK LAMAR featuring GEORGE CLINTON &amp; THUNDERCAT,0.5901234002413002,0.3928810601220985
When I'm In Your Arms,THE DELLS,0.020001573499087526,0.07579599718646057
Come Blow Your Horn,FRANK SINATRA,0.16001998727621422,0.1432148751950227
Let Me Hold You,BOW WOW featuring OMARION,0.5657673163380947,0.603169649041427
Let Me Call You Sweetheart,TIMI YURO,0.1800076521133009,0.20859102835277119
Take Care,DRAKE featuring RIHANNA,0.7450802739213547,0.8562340155775879
One Woman Man,DAVE HOLLISTER,0.4513236372013778,0.5704821619744378
On The Wings Of A Nightingale,EVERLY BROTHERS,0.0904076846587047,0.2732216040911437
Someone To Love Me For Me,LISA LISA AND CULT JAM featuring FULL FORCE,0.14011711927021975,0.2568238463104183
Lay Lady Lay,BOB DYLAN,0.5908834256533314,0.33980421061963173
Little Miss,SUGARLAND,0.4206874174421633,0.4217504208782067
This Must Be The Place (Naive Melody),THE TALKING HEADS,0.5525470109943796,0.22323841612684764
Back Like That,GHOSTFACE KILLAH featuring NE-YO,0.3808013829689792,0.5480141072591909
Didn't We Almost Have It All,WHITNEY HOUSTON,0.557870616850446,0.44803131553033426
Start The Car,JUDE COLE,0.3000556451147379,0.24208040547700205
Two Fools,FRANKIE AVALON,0.010001537447002,0.20229438666460647
Short Dick Man,20 FINGERS,0.4107006387885982,0.46367428109128417
Alabam,COWBOY COPAS,0.1500085962127534,0.23487605415112622
Utopia,FRANKIE GARI,0.01000426856692598,0.40884101647331
Secret Journey,THE POLICE,0.3000400071156024,0.2995334490888424
Sweet Lui-Louise,IRONHORSE,0.19007439987481545,0.24638657183339935
